"","latitude","longitude","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","type","year","month"
"1",-1.2534,41.2245,318.4,1,1,2002-09-01,"0743","Terra","MODIS",23,6.2,300.6,9.2,"D",0,2002,9
"2",-1.2907,41.2283,320.1,1,1,2002-09-01,"0743","Terra","MODIS",40,6.2,302,9,"D",0,2002,9
"3",-1.2666,41.2148,320.7,1.3,1.1,2002-09-01,"1035","Aqua","MODIS",58,6.2,299.7,14,"D",0,2002,9
"4",-1.8617,41.0294,316.4,1.4,1.2,2002-09-01,"1035","Aqua","MODIS",14,6.2,298.8,12.3,"D",0,2002,9
"5",-1.8823,40.5332,331.9,1.5,1.2,2002-09-01,"1035","Aqua","MODIS",85,6.2,298.1,45.6,"D",0,2002,9
"6",-1.8804,40.5468,356.8,1.5,1.2,2002-09-01,"1035","Aqua","MODIS",98,6.2,301.2,131.6,"D",0,2002,9
"7",0.396,37.2606,327,2.1,1.4,2002-09-02,"0825","Terra","MODIS",78,6.2,295.6,57.1,"D",0,2002,9
"8",0.3988,37.2408,320.5,2.1,1.4,2002-09-02,"0825","Terra","MODIS",67,6.2,296.5,38.3,"D",0,2002,9
"9",0.4003,37.2474,327,2.1,1.4,2002-09-02,"0825","Terra","MODIS",78,6.2,297.9,58.2,"D",0,2002,9
"10",0.3975,37.2662,319.5,2.1,1.4,2002-09-02,"0825","Terra","MODIS",52,6.2,295.2,32.6,"D",0,2002,9
"11",-2.0311,40.3252,317,4,1.9,2002-09-02,"0826","Terra","MODIS",67,6.2,294,74.4,"D",0,2002,9
"12",-2.0365,40.3192,314.5,4,1.9,2002-09-02,"0826","Terra","MODIS",33,6.2,294.2,52.6,"D",0,2002,9
"13",0.3967,37.2565,330.1,1.4,1.2,2002-09-02,"1119","Aqua","MODIS",63,6.2,305.3,30.6,"D",0,2002,9
"14",0.3948,37.2427,340.4,1.4,1.2,2002-09-02,"1119","Aqua","MODIS",86,6.2,303.2,55.3,"D",0,2002,9
"15",-0.1354,38.1839,341.6,1.6,1.2,2002-09-02,"1119","Aqua","MODIS",89,6.2,306.1,62.1,"D",0,2002,9
"16",-0.1165,34.8744,324,1,1,2002-09-02,"1119","Aqua","MODIS",46,6.2,304.5,7,"D",0,2002,9
"17",0.4073,37.2555,327,1.4,1.2,2002-09-02,"1119","Aqua","MODIS",58,6.2,306,23.4,"D",0,2002,9
"18",0.4054,37.242,322.9,1.4,1.2,2002-09-02,"1119","Aqua","MODIS",29,6.2,303.6,16.5,"D",0,2002,9
"19",-0.1375,38.1694,355.9,1.6,1.2,2002-09-02,"1119","Aqua","MODIS",98,6.2,303.9,120.8,"D",0,2002,9
"20",-0.0061,37.4076,320.3,2.8,1.6,2002-09-03,"0730","Terra","MODIS",48,6.2,297.7,51.9,"D",0,2002,9
"21",-2.7781,39.8824,314.3,3.1,1.7,2002-09-03,"1023","Aqua","MODIS",61,6.2,294.5,42.3,"D",0,2002,9
"22",-1.4263,41.2251,314,2.3,1.5,2002-09-03,"1023","Aqua","MODIS",60,6.2,295.6,27.6,"D",0,2002,9
"23",-2.7799,39.8608,312.5,3.1,1.7,2002-09-03,"1023","Aqua","MODIS",51,6.2,294,30.5,"D",0,2002,9
"24",-2.7763,39.8881,310.6,3.1,1.7,2002-09-03,"1023","Aqua","MODIS",31,6.2,293.4,24.4,"D",0,2002,9
"25",1.5428,39.9324,309.7,1,1,2002-09-03,"1952","Terra","MODIS",75,6.2,297.6,5.9,"N",0,2002,9
"26",1.2552,36.5172,312.3,1.2,1.1,2002-09-03,"1952","Terra","MODIS",85,6.2,290.3,15.5,"N",0,2002,9
"27",1.2634,36.5041,314.5,1.2,1.1,2002-09-03,"1952","Terra","MODIS",89,6.2,291.8,16.4,"N",0,2002,9
"28",1.265,36.5154,331,1.2,1.1,2002-09-03,"1952","Terra","MODIS",100,6.2,292.5,40.8,"N",0,2002,9
"29",1.2454,36.519,301.5,1.2,1.1,2002-09-03,"1952","Terra","MODIS",28,6.2,288.8,6.8,"N",0,2002,9
"30",1.5416,39.9234,322.7,1,1,2002-09-03,"1952","Terra","MODIS",100,6.2,298.4,17.3,"N",0,2002,9
"31",-0.1463,36.8504,336.1,1.2,1.1,2002-09-04,"0813","Terra","MODIS",86,6.2,306.4,35.4,"D",0,2002,9
"32",-0.1483,36.8441,364.8,1.2,1.1,2002-09-04,"0813","Terra","MODIS",100,6.2,309,115,"D",0,2002,9
"33",0.406,37.2537,322.1,1.2,1.1,2002-09-04,"0813","Terra","MODIS",47,6.2,307.5,15.8,"D",0,2002,9
"34",-0.1468,36.8335,347.3,1.2,1.1,2002-09-04,"0813","Terra","MODIS",94,6.2,307.6,58.6,"D",0,2002,9
"35",1.2417,36.5126,346.8,1.1,1.1,2002-09-04,"0813","Terra","MODIS",91,6.2,305.8,54,"D",0,2002,9
"36",-0.0155,37.4102,332.4,1.3,1.1,2002-09-04,"0813","Terra","MODIS",73,6.2,308.5,29.2,"D",0,2002,9
"37",-0.0055,37.412,337.5,1.3,1.1,2002-09-04,"0813","Terra","MODIS",82,6.2,311.5,38.7,"D",0,2002,9
"38",-0.1447,36.8397,379.2,1.2,1.1,2002-09-04,"0813","Terra","MODIS",100,6.2,310.2,180.3,"D",0,2002,9
"39",-2.4513,38.1832,323.5,1.6,1.2,2002-09-04,"0814","Terra","MODIS",72,6.2,306.9,12.8,"D",0,2002,9
"40",-1.4265,41.2432,314.2,2.6,1.6,2002-09-04,"0814","Terra","MODIS",55,6.2,294.9,38.9,"D",0,2002,9
"41",-2.4493,38.1692,323.2,1.6,1.2,2002-09-04,"0814","Terra","MODIS",72,6.2,306.5,11.6,"D",0,2002,9
"42",-2.4153,38.026,332.4,1.5,1.2,2002-09-04,"0814","Terra","MODIS",83,6.2,308.2,36.7,"D",0,2002,9
"43",-2.4485,38.1759,330.7,1.6,1.2,2002-09-04,"0814","Terra","MODIS",81,6.2,306.4,27.6,"D",0,2002,9
"44",-1.7537,38.2036,323.3,1.5,1.2,2002-09-04,"0814","Terra","MODIS",74,6.2,303.8,17.4,"D",0,2002,9
"45",-0.9226,34.5142,318.1,1,1,2002-09-04,"0814","Terra","MODIS",49,6.2,302,6.1,"D",0,2002,9
"46",-2.516,37.8327,323.5,1.5,1.2,2002-09-04,"0814","Terra","MODIS",43,6.2,304.1,22,"D",0,2002,9
"47",-0.4282,38.1703,344.2,1.1,1,2002-09-04,"1106","Aqua","MODIS",89,6.2,315.9,29.9,"D",0,2002,9
"48",-0.0215,37.4129,343.2,1,1,2002-09-04,"1106","Aqua","MODIS",89,6.2,307.9,37.8,"D",0,2002,9
"49",-0.2223,36.8382,328.8,1,1,2002-09-04,"1106","Aqua","MODIS",69,6.2,308.4,14.2,"D",0,2002,9
"50",-0.2235,36.8293,330.7,1,1,2002-09-04,"1106","Aqua","MODIS",80,6.2,310.2,15.9,"D",0,2002,9
"51",-0.0692,36.7495,332.7,1,1,2002-09-04,"1106","Aqua","MODIS",81,6.2,310,17.2,"D",0,2002,9
"52",-0.0704,36.7406,325.8,1,1,2002-09-04,"1106","Aqua","MODIS",72,6.2,309.8,8.5,"D",0,2002,9
"53",-0.2185,38.0233,337.3,1,1,2002-09-04,"1106","Aqua","MODIS",83,6.2,317.7,15.7,"D",0,2002,9
"54",-2.6898,37.6641,337.3,1,1,2002-09-04,"1106","Aqua","MODIS",79,6.2,315.4,16.6,"D",0,2002,9
"55",-2.6988,37.6654,352.7,1,1,2002-09-04,"1106","Aqua","MODIS",95,6.2,317.3,45.6,"D",0,2002,9
"56",-2.7643,37.9839,366,1,1,2002-09-04,"1106","Aqua","MODIS",100,6.2,309.2,91.2,"D",0,2002,9
"57",-2.763,37.9931,343,1,1,2002-09-04,"1106","Aqua","MODIS",79,6.2,310.1,35.9,"D",0,2002,9
"58",-2.7734,37.9851,338,1,1,2002-09-04,"1106","Aqua","MODIS",61,6.2,306.7,26.8,"D",0,2002,9
"59",-0.2198,38.014,337.7,1,1,2002-09-04,"1106","Aqua","MODIS",84,6.2,316.8,15.5,"D",0,2002,9
"60",-0.4368,38.4294,331,1.1,1,2002-09-04,"1106","Aqua","MODIS",71,6.2,313.7,12.6,"D",0,2002,9
"61",-1.4616,35.5711,349.9,1.1,1,2002-09-04,"1106","Aqua","MODIS",94,6.2,311.2,52.2,"D",0,2002,9
"62",-1.4524,35.5698,336.1,1.1,1,2002-09-04,"1106","Aqua","MODIS",83,6.2,313.4,23.9,"D",0,2002,9
"63",-0.3823,38.164,335.7,1.1,1,2002-09-04,"1106","Aqua","MODIS",80,6.2,316.9,14.1,"D",0,2002,9
"64",-0.4296,38.1609,350,1.1,1,2002-09-04,"1106","Aqua","MODIS",93,6.2,318.6,42,"D",0,2002,9
"65",-2.2046,36.9393,351.1,1,1,2002-09-04,"1106","Aqua","MODIS",94,6.2,311.7,48.4,"D",0,2002,9
"66",-2.2058,36.9304,325.9,1,1,2002-09-04,"1106","Aqua","MODIS",31,6.2,306.1,8.3,"D",0,2002,9
"67",-0.7793,37.8419,327.6,1,1,2002-09-04,"1106","Aqua","MODIS",54,6.2,310.8,8.7,"D",0,2002,9
"68",-0.4152,38.1302,335.2,1.1,1,2002-09-04,"1106","Aqua","MODIS",80,6.2,316.6,12.6,"D",0,2002,9
"69",-1.0764,35.2295,327.9,1.1,1,2002-09-04,"1106","Aqua","MODIS",75,6.2,309.5,15.7,"D",0,2002,9
"70",-1.0079,38.2967,332.2,1.1,1,2002-09-04,"1106","Aqua","MODIS",72,6.2,313.2,14.5,"D",0,2002,9
"71",-0.9988,38.2952,350.9,1.1,1,2002-09-04,"1106","Aqua","MODIS",94,6.2,310.8,48.9,"D",0,2002,9
"72",-0.9683,38.1221,335.1,1,1,2002-09-04,"1106","Aqua","MODIS",78,6.2,314,17.2,"D",0,2002,9
"73",-0.7708,38.2822,333.8,1.1,1,2002-09-04,"1106","Aqua","MODIS",76,6.2,314.6,15,"D",0,2002,9
"74",-1.0467,35.4399,320.2,1.1,1,2002-09-04,"1106","Aqua","MODIS",38,6.2,306.3,7.2,"D",0,2002,9
"75",-2.0217,38.2157,344.3,1,1,2002-09-04,"1106","Aqua","MODIS",89,6.2,305.5,37.3,"D",0,2002,9
"76",-1.5184,38.2004,334.9,1,1,2002-09-04,"1106","Aqua","MODIS",73,6.2,305.3,24.3,"D",0,2002,9
"77",-1.2245,36.196,329.5,1,1,2002-09-04,"1106","Aqua","MODIS",73,6.2,310.3,12.3,"D",0,2002,9
"78",-1.2258,36.1869,327.1,1,1,2002-09-04,"1106","Aqua","MODIS",62,6.2,312,10.4,"D",0,2002,9
"79",-0.0633,38.0839,334.3,1.1,1,2002-09-04,"1106","Aqua","MODIS",79,6.2,314.8,15.8,"D",0,2002,9
"80",-2.1791,38.2824,334.4,1,1,2002-09-04,"1106","Aqua","MODIS",74,6.2,307.7,20.5,"D",0,2002,9
"81",-0.6046,37.7767,328.5,1,1,2002-09-04,"1106","Aqua","MODIS",24,6.2,312.5,10.1,"D",0,2002,9
"82",-1.3776,38.1585,336.4,1,1,2002-09-04,"1106","Aqua","MODIS",81,6.2,310,22.5,"D",0,2002,9
"83",-1.3763,38.1676,337.8,1,1,2002-09-04,"1106","Aqua","MODIS",82,6.2,310.2,25.8,"D",0,2002,9
"84",0.4079,37.2577,328.1,1,1,2002-09-04,"1107","Aqua","MODIS",30,6.2,312.3,13.5,"D",0,2002,9
"85",0.3911,37.2691,347.6,1,1,2002-09-04,"1107","Aqua","MODIS",91,6.2,306.3,45.8,"D",0,2002,9
"86",0.3885,37.251,345.6,1,1,2002-09-04,"1107","Aqua","MODIS",89,6.2,304.9,42,"D",0,2002,9
"87",0.4001,37.2678,391,1,1,2002-09-04,"1107","Aqua","MODIS",100,6.2,310.8,193.4,"D",0,2002,9
"88",0.3989,37.2589,424.5,1,1,2002-09-04,"1107","Aqua","MODIS",100,6.2,327.7,428.4,"D",0,2002,9
"89",0.3899,37.2602,358.3,1,1,2002-09-04,"1107","Aqua","MODIS",98,6.2,308.2,70.8,"D",0,2002,9
"90",0.0416,38.1338,309.1,1.6,1.3,2002-09-05,"1940","Terra","MODIS",77,6.2,292.8,15.2,"N",0,2002,9
"91",0.437,35.5423,300.2,2.6,1.5,2002-09-05,"1940","Terra","MODIS",21,6.2,282.2,26.2,"N",0,2002,9
"92",-3.5123,37.6127,302.2,2.4,1.5,2002-09-05,"2234","Aqua","MODIS",48,6.2,287.8,21.3,"N",0,2002,9
"93",1.3175,37.2292,356.8,1,1,2002-09-06,"0801","Terra","MODIS",98,6.2,303.6,70.9,"D",0,2002,9
"94",0.3892,34.5082,319.3,1.2,1.1,2002-09-06,"0801","Terra","MODIS",59,6.2,301.6,11.6,"D",0,2002,9
"95",0.3908,34.497,321,1.2,1.1,2002-09-06,"0801","Terra","MODIS",68,6.2,302.6,13.1,"D",0,2002,9
"96",0.2949,37.7925,334.6,1,1,2002-09-06,"0801","Terra","MODIS",81,6.2,310.9,19.9,"D",0,2002,9
"97",1.3265,37.2303,375.3,1,1,2002-09-06,"0801","Terra","MODIS",100,6.2,309.5,127.3,"D",0,2002,9
"98",1.3252,37.2393,335.9,1,1,2002-09-06,"0801","Terra","MODIS",78,6.2,302,29.9,"D",0,2002,9
"99",-1.0167,37.1943,330.1,1,1,2002-09-06,"0801","Terra","MODIS",81,6.2,278.2,21.2,"D",0,2002,9
"100",-1.0078,37.1956,329.2,1,1,2002-09-06,"0801","Terra","MODIS",80,6.2,281.5,19.8,"D",0,2002,9
"101",-1.0065,37.1867,323.2,1,1,2002-09-06,"0801","Terra","MODIS",72,6.2,278.5,12.7,"D",0,2002,9
"102",-2.2271,38.2211,322.6,1,1,2002-09-06,"0802","Terra","MODIS",48,6.2,302.8,11.3,"D",0,2002,9
"103",-2.4022,38.0322,324,1,1,2002-09-06,"0802","Terra","MODIS",45,6.2,299.7,8.4,"D",0,2002,9
"104",-2.419,38.0203,368.8,1,1,2002-09-06,"0802","Terra","MODIS",100,6.2,311.3,103.2,"D",0,2002,9
"105",-2.4204,38.0295,342.9,1,1,2002-09-06,"0802","Terra","MODIS",89,6.2,305.2,36.2,"D",0,2002,9
"106",-1.4352,35.5952,321.9,1.1,1,2002-09-06,"0802","Terra","MODIS",49,6.2,305.1,5.5,"D",0,2002,9
"107",-1.406,35.7144,320.5,1.1,1,2002-09-06,"0802","Terra","MODIS",55,6.2,299.6,9.7,"D",0,2002,9
"108",-2.4008,38.0229,348.5,1,1,2002-09-06,"0802","Terra","MODIS",93,6.2,308.6,48.1,"D",0,2002,9
"109",-2.7609,37.7779,337.6,1,1,2002-09-06,"0802","Terra","MODIS",79,6.2,312.6,22.3,"D",0,2002,9
"110",-2.4099,38.0216,395.6,1,1,2002-09-06,"0802","Terra","MODIS",100,6.2,314.1,225.3,"D",0,2002,9
"111",-2.4113,38.0308,357.2,1,1,2002-09-06,"0802","Terra","MODIS",98,6.2,305.2,68.4,"D",0,2002,9
"112",-2.7439,37.9568,328.7,1.2,1.1,2002-09-06,"1053","Aqua","MODIS",51,6.2,308.1,15.4,"D",0,2002,9
"113",-2.6306,37.9037,328.9,1.2,1.1,2002-09-06,"1053","Aqua","MODIS",20,6.2,310,12.6,"D",0,2002,9
"114",-3.3388,38.4002,322.3,1.1,1.1,2002-09-06,"1053","Aqua","MODIS",46,6.2,302.8,14.5,"D",0,2002,9
"115",-2.131,36.6634,328.5,1.4,1.2,2002-09-06,"1054","Aqua","MODIS",67,6.2,311.1,16.5,"D",0,2002,9
"116",-2.1294,36.6755,327.1,1.4,1.2,2002-09-06,"1054","Aqua","MODIS",62,6.2,309.9,14.4,"D",0,2002,9
"117",-1.203,37.0951,333.5,1.2,1.1,2002-09-06,"1054","Aqua","MODIS",79,6.2,310.4,21.9,"D",0,2002,9
"118",-1.2046,37.0841,348.8,1.2,1.1,2002-09-06,"1054","Aqua","MODIS",93,6.2,313.4,56.4,"D",0,2002,9
"119",-1.2062,37.073,398.7,1.2,1.1,2002-09-06,"1054","Aqua","MODIS",100,6.2,316.1,313.7,"D",0,2002,9
"120",-1.1931,37.0938,333.8,1.2,1.1,2002-09-06,"1054","Aqua","MODIS",80,6.2,309.3,22,"D",0,2002,9
"121",-1.1947,37.0827,399.2,1.2,1.1,2002-09-06,"1054","Aqua","MODIS",100,6.2,314.2,316.9,"D",0,2002,9
"122",-1.1963,37.0716,402.7,1.2,1.1,2002-09-06,"1054","Aqua","MODIS",100,6.2,318.4,346.5,"D",0,2002,9
"123",-1.0498,37.2464,324.7,1.2,1.1,2002-09-06,"1054","Aqua","MODIS",62,6.2,284,19.9,"D",0,2002,9
"124",-1.6972,35.9854,323.8,1.5,1.2,2002-09-06,"1054","Aqua","MODIS",49,6.2,302.6,26,"D",0,2002,9
"125",-0.0732,38.0945,326.2,1.1,1,2002-09-06,"1054","Aqua","MODIS",75,6.2,291.6,16.1,"D",0,2002,9
"126",-0.0718,38.1041,324.7,1.1,1,2002-09-06,"1054","Aqua","MODIS",42,6.2,290.6,16,"D",0,2002,9
"127",-0.6221,37.4624,324.4,1.2,1.1,2002-09-06,"1054","Aqua","MODIS",43,6.2,303.2,9.2,"D",0,2002,9
"128",-0.3578,38.0355,337.2,1.1,1,2002-09-06,"1054","Aqua","MODIS",86,6.2,306.8,23,"D",0,2002,9
