"","latitude","longitude","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","type","year","month"
"1",-0.0058,35.2103,317.3,1.4,1.2,2013-12-02,"0754","Terra","MODIS",69,6.2,302.7,12.2,"D",0,2013,12
"2",-0.08,38.3344,323.8,1,1,2013-12-02,"0754","Terra","MODIS",77,6.2,300.9,12.6,"D",0,2013,12
"3",-0.1086,35.1375,320.5,1.4,1.2,2013-12-02,"0754","Terra","MODIS",73,6.2,303.8,13.9,"D",0,2013,12
"4",-0.0634,34.8274,327.5,1.5,1.2,2013-12-02,"0754","Terra","MODIS",72,6.2,307.2,22.5,"D",0,2013,12
"5",-0.0768,34.826,324.5,2.2,1.4,2013-12-02,"1051","Aqua","MODIS",45,6.2,306.8,25.9,"D",2,2013,12
"6",3.9383,34.177,326.5,1.1,1.1,2013-12-05,"0823","Terra","MODIS",72,6.2,304.9,17,"D",0,2013,12
"7",3.9398,34.167,322.7,1.1,1.1,2013-12-05,"0823","Terra","MODIS",64,6.2,302.7,12,"D",0,2013,12
"8",-2.441,40.7532,316.8,1.4,1.2,2013-12-06,"0730","Terra","MODIS",0,6.2,296.6,13,"D",0,2013,12
"9",3.8355,34.2734,336.5,1,1,2013-12-07,"0811","Terra","MODIS",84,6.2,307.1,27.6,"D",0,2013,12
"10",-1.0991,36.0587,322.1,1.1,1.1,2013-12-07,"0812","Terra","MODIS",73,6.2,302.2,9.9,"D",0,2013,12
"11",0.9872,35.1559,317.3,1,1,2013-12-07,"0812","Terra","MODIS",67,6.2,302.9,8,"D",0,2013,12
"12",-0.2307,35.1688,316.6,1,1,2013-12-07,"0812","Terra","MODIS",69,6.2,300.7,7.8,"D",0,2013,12
"13",0.9858,35.1649,314.1,1,1,2013-12-07,"0812","Terra","MODIS",59,6.2,301.2,5.4,"D",0,2013,12
"14",-1.1005,36.0684,322.3,1.1,1.1,2013-12-07,"0812","Terra","MODIS",74,6.2,303.8,10.5,"D",0,2013,12
"15",-2.4413,40.7547,308.2,2.5,1.5,2013-12-07,"0813","Terra","MODIS",0,6.2,289.9,22,"D",0,2013,12
"16",-2.3572,38.7713,315.8,1.7,1.3,2013-12-07,"0813","Terra","MODIS",25,6.2,296.3,19.2,"D",0,2013,12
"17",-0.0208,35.5661,314.2,1,1,2013-12-07,"1109","Aqua","MODIS",51,6.2,296.4,9,"D",0,2013,12
"18",-0.0724,34.8252,324.3,1.1,1,2013-12-07,"1109","Aqua","MODIS",77,6.2,305.1,10.4,"D",2,2013,12
