"","latitude","longitude","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","type","year","month"
"1",-3.4753,37.6206,311.6,1.5,1.2,2001-03-01,"1955","Terra","MODIS",83,6.2,288.5,19.1,"N",0,2001,3
"2",-0.5812,34.2713,318.1,2.5,1.5,2001-03-01,"1956","Terra","MODIS",96,6.2,290.4,61.9,"N",0,2001,3
"3",-0.5879,34.2672,321.1,2.5,1.5,2001-03-01,"1956","Terra","MODIS",100,6.2,290.4,74.3,"N",0,2001,3
"4",-0.2896,34.8762,348.8,2.2,1.4,2001-03-01,"1956","Terra","MODIS",100,6.2,290.2,197,"N",0,2001,3
"5",0.0197,34.0973,309.1,2.5,1.5,2001-03-01,"1956","Terra","MODIS",76,6.2,289.1,36.2,"N",0,2001,3
"6",0.0166,34.0746,318.8,2.6,1.5,2001-03-01,"1956","Terra","MODIS",97,6.2,288.4,67.5,"N",0,2001,3
"7",0.0261,34.0898,320.3,2.5,1.5,2001-03-01,"1956","Terra","MODIS",100,6.2,289.1,75.6,"N",0,2001,3
"8",0.0228,34.0671,308.9,2.6,1.5,2001-03-01,"1956","Terra","MODIS",76,6.2,287.9,39.3,"N",0,2001,3
"9",1.0077,35.3422,323.5,1,1,2001-03-02,"0817","Terra","MODIS",43,6.2,310.4,8.9,"D",0,2001,3
"10",0.9504,34.7916,332.7,1,1,2001-03-02,"0817","Terra","MODIS",69,6.2,314.5,16.6,"D",0,2001,3
"11",0.7223,35.4661,324.6,1,1,2001-03-02,"0817","Terra","MODIS",51,6.2,310.1,9.4,"D",0,2001,3
"12",0.6758,35.03,325.9,1,1,2001-03-02,"0817","Terra","MODIS",53,6.2,312.1,9.8,"D",0,2001,3
"13",0.6867,34.3214,333.3,1.1,1,2001-03-02,"0817","Terra","MODIS",76,6.2,314.4,16.8,"D",0,2001,3
"14",0.1416,35.4039,320.6,1,1,2001-03-02,"0817","Terra","MODIS",41,6.2,304.3,11.8,"D",0,2001,3
"15",0.0646,35.4929,322.8,1,1,2001-03-02,"0817","Terra","MODIS",62,6.2,299.1,16.5,"D",0,2001,3
"16",-0.0284,34.8702,319.6,1,1,2001-03-02,"0817","Terra","MODIS",28,6.2,307.1,6.5,"D",0,2001,3
"17",-0.3935,35.7862,322.8,1,1,2001-03-02,"0817","Terra","MODIS",62,6.2,295.6,16.9,"D",0,2001,3
"18",-0.4438,35.5646,322.4,1,1,2001-03-02,"0817","Terra","MODIS",69,6.2,303.9,13.2,"D",0,2001,3
"19",-0.55,35.5979,337.2,1,1,2001-03-02,"0817","Terra","MODIS",86,6.2,304.5,32.1,"D",0,2001,3
"20",-0.5626,35.5599,356.6,1,1,2001-03-02,"0817","Terra","MODIS",98,6.2,303.3,72.3,"D",0,2001,3
"21",-0.5639,35.5687,327.2,1,1,2001-03-02,"0817","Terra","MODIS",77,6.2,301.8,18.9,"D",0,2001,3
"22",-0.4791,34.0456,322.2,1.1,1,2001-03-02,"0817","Terra","MODIS",38,6.2,305.5,11.4,"D",0,2001,3
"23",-1.8128,41.0928,323.2,1.9,1.4,2001-03-02,"0817","Terra","MODIS",34,6.2,298.4,24.4,"D",0,2001,3
"24",-1.8152,41.1101,361.6,1.9,1.4,2001-03-02,"0817","Terra","MODIS",100,6.2,302.4,210.8,"D",0,2001,3
"25",-1.8274,41.1084,362.8,1.9,1.4,2001-03-02,"0817","Terra","MODIS",100,6.2,298.8,219.4,"D",0,2001,3
"26",-3.2362,37.7549,326.9,1.2,1.1,2001-03-02,"0818","Terra","MODIS",60,6.2,313.6,11.1,"D",0,2001,3
