"","latitude","longitude","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","type","year","month"
"1",1.0375,34.8263,324.1,1.7,1.3,2015-02-01,"0830","Terra","MODIS",56,6.2,304.6,20,"D",0,2015,2
"2",-3.5244,37.9135,326.6,3.6,1.8,2015-02-01,"0832","Terra","MODIS",69,6.2,309.3,54.2,"D",0,2015,2
"3",-3.5315,37.9192,328.6,3.6,1.8,2015-02-01,"0832","Terra","MODIS",73,6.2,308.7,65.8,"D",0,2015,2
"4",-4.2484,38.8917,330.6,2.1,1.4,2015-02-01,"1126","Aqua","MODIS",64,6.2,310.4,21.7,"D",0,2015,2
"5",0.5421,34.1799,350.7,1.2,1.1,2015-02-01,"1128","Aqua","MODIS",94,6.2,314.6,54.5,"D",0,2015,2
"6",3.4522,34.4049,334.3,1.3,1.1,2015-02-01,"1129","Aqua","MODIS",53,6.2,313.6,26,"D",0,2015,2
"7",4.715,35.0003,328.6,4.1,1.9,2015-02-02,"1034","Aqua","MODIS",65,6.2,309,68.7,"D",0,2015,2
"8",-3.6183,38.1161,322.9,1,1,2015-02-02,"1956","Terra","MODIS",100,6.2,294,20,"N",0,2015,2
"9",-3.6196,38.107,314.6,1,1,2015-02-02,"1956","Terra","MODIS",90,6.2,293.4,12.2,"N",0,2015,2
"10",-3.617,38.1251,310.2,1,1,2015-02-02,"1956","Terra","MODIS",80,6.2,292.6,8.8,"N",0,2015,2
"11",-3.6092,38.1148,319.6,1,1,2015-02-02,"1956","Terra","MODIS",99,6.2,293,17.1,"N",0,2015,2
"12",-3.6105,38.1057,306.1,1,1,2015-02-02,"1956","Terra","MODIS",67,6.2,292.9,6.2,"N",0,2015,2
"13",-0.0635,35.538,307.1,1.2,1.1,2015-02-02,"1957","Terra","MODIS",70,6.2,285.6,13.1,"N",0,2015,2
"14",0.5571,36.289,301.7,1.5,1.2,2015-02-02,"2254","Aqua","MODIS",32,6.2,289.4,10.1,"N",0,2015,2
"15",-3.4859,37.6212,301.1,1.1,1.1,2015-02-02,"2255","Aqua","MODIS",38,6.2,289.8,4.4,"N",0,2015,2
"16",0.698,35.1843,320.8,1.1,1.1,2015-02-03,"0818","Terra","MODIS",47,6.2,303,6.7,"D",0,2015,2
"17",0.9525,35.2335,323.9,1.1,1.1,2015-02-03,"0818","Terra","MODIS",61,6.2,305.7,8.8,"D",0,2015,2
"18",0.2649,35.3964,322.2,1.2,1.1,2015-02-03,"0818","Terra","MODIS",66,6.2,299.9,14,"D",0,2015,2
"19",1.1084,35.033,322.1,1.1,1.1,2015-02-03,"0818","Terra","MODIS",63,6.2,306.8,7.2,"D",0,2015,2
"20",0.0856,37.4075,323.2,1.6,1.3,2015-02-03,"0818","Terra","MODIS",49,6.2,304.5,25,"D",0,2015,2
"21",0.7955,35.2775,321,1.2,1.1,2015-02-03,"0818","Terra","MODIS",58,6.2,305.1,7,"D",0,2015,2
"22",0.7491,35.233,322.6,1.2,1.1,2015-02-03,"0818","Terra","MODIS",62,6.2,304.6,8.7,"D",0,2015,2
"23",0.7079,35.2479,322.4,1.2,1.1,2015-02-03,"0818","Terra","MODIS",62,6.2,305.6,8.6,"D",0,2015,2
"24",1.1069,35.0428,326.3,1.1,1.1,2015-02-03,"0818","Terra","MODIS",72,6.2,307.1,13.1,"D",0,2015,2
"25",0.7506,35.2229,324,1.1,1.1,2015-02-03,"0818","Terra","MODIS",66,6.2,303.4,10.7,"D",0,2015,2
"26",0.9947,35.1122,327.5,1.1,1.1,2015-02-03,"0818","Terra","MODIS",74,6.2,307.3,14,"D",0,2015,2
"27",0.5814,35.322,325.6,1.2,1.1,2015-02-03,"0818","Terra","MODIS",70,6.2,301.9,16.1,"D",0,2015,2
"28",0.5829,35.3116,326.2,1.2,1.1,2015-02-03,"0818","Terra","MODIS",71,6.2,300.7,16.8,"D",0,2015,2
