"","latitude","longitude","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","type","year","month"
"1",-1.534,34.958,327.5,1.4,1.2,2003-08-01,"0753","Terra","MODIS",68,6.2,299.6,26.1,"D",0,2003,8
"2",-1.5321,34.9454,333,1.4,1.2,2003-08-01,"0753","Terra","MODIS",84,6.2,300.1,35.9,"D",0,2003,8
"3",-2.5677,37.8403,329.5,1,1,2003-08-01,"0753","Terra","MODIS",65,6.2,299.7,19.4,"D",0,2003,8
"4",-0.0565,34.9836,327.5,1.5,1.2,2003-08-01,"0753","Terra","MODIS",83,6.2,296.3,35,"D",0,2003,8
"5",-1.7017,35.3414,315,1.3,1.1,2003-08-01,"0753","Terra","MODIS",42,6.2,299.4,9.2,"D",0,2003,8
"6",-4.2189,38.6097,327.5,1.4,1.2,2003-08-01,"1045","Aqua","MODIS",69,6.2,304.4,22.1,"D",0,2003,8
"7",-4.2172,38.622,352.8,1.4,1.2,2003-08-01,"1045","Aqua","MODIS",96,6.2,307,87.9,"D",0,2003,8
"8",-4.1275,38.6772,327.8,1.3,1.1,2003-08-01,"1045","Aqua","MODIS",78,6.2,306.4,20.6,"D",0,2003,8
"9",-4.1844,38.6301,333.5,1.4,1.2,2003-08-01,"1045","Aqua","MODIS",83,6.2,306.5,35.8,"D",0,2003,8
"10",-4.1947,38.6314,338.6,1.4,1.2,2003-08-01,"1045","Aqua","MODIS",80,6.2,307.7,46.1,"D",0,2003,8
"11",-4.2085,38.6083,331.8,1.4,1.2,2003-08-01,"1045","Aqua","MODIS",76,6.2,303,31,"D",0,2003,8
"12",-4.2068,38.6206,355.7,1.4,1.2,2003-08-01,"1045","Aqua","MODIS",98,6.2,306.7,98.7,"D",0,2003,8
"13",-4.2051,38.6328,328.8,1.4,1.2,2003-08-01,"1045","Aqua","MODIS",41,6.2,305.5,22.3,"D",0,2003,8
"14",-3.6557,38.1981,324.9,1.4,1.2,2003-08-01,"1046","Aqua","MODIS",20,6.2,296,21.3,"D",0,2003,8
"15",-2.8677,39.5004,325,1.2,1.1,2003-08-01,"1046","Aqua","MODIS",55,6.2,305.2,15.5,"D",0,2003,8
"16",-2.9009,39.4734,323,1.2,1.1,2003-08-01,"1046","Aqua","MODIS",69,6.2,305,8.8,"D",0,2003,8
"17",-3.2932,39.6756,318,1.2,1.1,2003-08-01,"1046","Aqua","MODIS",62,6.2,301,9.3,"D",0,2003,8
"18",0.2356,37.5676,324.6,1.4,1.2,2003-08-01,"1047","Aqua","MODIS",70,6.2,301.4,19,"D",0,2003,8
"19",-1.5192,34.9506,302.2,1,1,2003-08-01,"2014","Terra","MODIS",48,6.2,286.2,6.5,"N",0,2003,8
"20",-2.3635,37.7313,307.3,1.4,1.2,2003-08-01,"2014","Terra","MODIS",71,6.2,285.1,14.5,"N",0,2003,8
"21",-2.3616,37.7438,309.3,1.4,1.2,2003-08-01,"2014","Terra","MODIS",77,6.2,284.9,16.6,"N",0,2003,8
"22",-1.5179,34.9597,306.3,1,1,2003-08-01,"2014","Terra","MODIS",67,6.2,286.4,9.1,"N",0,2003,8
"23",-1.5111,34.9603,300.7,1,1,2003-08-01,"2308","Aqua","MODIS",32,6.2,284.5,6.2,"N",0,2003,8
"24",-3.4236,37.9963,326.4,4.7,2,2003-08-02,"0836","Terra","MODIS",68,6.2,286.1,177.4,"D",0,2003,8
"25",-1.5133,34.9483,322.3,2.5,1.5,2003-08-02,"0836","Terra","MODIS",61,6.2,301.1,39.4,"D",0,2003,8
"26",-3.6172,38.09,316.5,4.8,2,2003-08-02,"0836","Terra","MODIS",64,6.2,291.1,88.8,"D",0,2003,8
"27",-3.5536,38.0183,313,4.7,2,2003-08-02,"0836","Terra","MODIS",46,6.2,287.5,59.8,"D",0,2003,8
"28",-1.46,34.8281,333.6,2.5,1.5,2003-08-02,"0836","Terra","MODIS",64,6.2,296.9,80.9,"D",0,2003,8
"29",-3.4588,37.9868,315.2,4.7,2,2003-08-02,"0836","Terra","MODIS",38,6.2,284.9,73.2,"D",0,2003,8
"30",-1.4678,34.8207,335.9,2.5,1.5,2003-08-02,"0836","Terra","MODIS",82,6.2,296.8,85.6,"D",0,2003,8
"31",-3.4184,37.9614,326.9,4.7,2,2003-08-02,"0836","Terra","MODIS",69,6.2,285.3,180.3,"D",0,2003,8
"32",-3.5522,38.0118,311.6,4.7,2,2003-08-02,"0836","Terra","MODIS",24,6.2,287.2,47.7,"D",0,2003,8
"33",-3.4244,38.0032,322.2,4.7,2,2003-08-02,"0836","Terra","MODIS",53,6.2,285.6,134.6,"D",0,2003,8
"34",-3.6192,38.0967,318.7,4.8,2,2003-08-02,"0836","Terra","MODIS",61,6.2,291.4,98.8,"D",0,2003,8
"35",-3.4414,37.9941,316.8,4.7,2,2003-08-02,"0836","Terra","MODIS",39,6.2,284.4,83.2,"D",0,2003,8
