"","latitude","longitude","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","type","year","month"
"1",-4.5513,39.252,330.3,1,1,2004-01-01,"0750","Terra","MODIS",81,6.2,300.7,13.5,"D",0,2004,1
"2",-1.8294,40.7559,328.5,1.2,1.1,2004-01-01,"1041","Aqua","MODIS",61,6.2,298.9,22.6,"D",0,2004,1
"3",3.498,37.8137,368.7,1.5,1.2,2004-01-01,"1042","Aqua","MODIS",100,6.2,306,173.2,"D",0,2004,1
"4",3.5088,37.8122,325.7,1.5,1.2,2004-01-01,"1042","Aqua","MODIS",53,6.2,304.3,14.2,"D",0,2004,1
"5",3.0033,36.0771,336.9,2.1,1.4,2004-01-01,"1042","Aqua","MODIS",69,6.2,309.3,44.9,"D",0,2004,1
"6",3.4961,37.8006,327.6,1.5,1.2,2004-01-01,"1042","Aqua","MODIS",64,6.2,306.2,17.4,"D",0,2004,1
"7",-1.3292,36.6762,303.1,1,1,2004-01-01,"2303","Aqua","MODIS",53,6.2,284.8,7.8,"N",0,2004,1
"8",2.0662,36.4462,334.4,2.3,1.5,2004-01-02,"0831","Terra","MODIS",81,6.2,309.6,38.4,"D",0,2004,1
"9",1.7176,36.3286,333.6,2.3,1.5,2004-01-02,"0831","Terra","MODIS",82,6.2,308.8,40.8,"D",0,2004,1
"10",0.525,34.7603,322.2,1.8,1.3,2004-01-02,"0831","Terra","MODIS",75,6.2,300.7,26.2,"D",0,2004,1
"11",-1.1295,35.9391,331.2,1.4,1.2,2004-01-02,"1124","Aqua","MODIS",80,6.2,311.4,17.2,"D",0,2004,1
"12",-0.2888,34.887,325.1,1.2,1.1,2004-01-02,"1124","Aqua","MODIS",68,6.2,298.3,20.2,"D",0,2004,1
"13",0.5793,34.6831,325.5,1.2,1.1,2004-01-02,"1124","Aqua","MODIS",72,6.2,299,21,"D",0,2004,1
"14",-1.1276,35.952,335.4,1.4,1.2,2004-01-02,"1124","Aqua","MODIS",84,6.2,310.8,27.2,"D",0,2004,1
"15",0.3815,34.4677,314.9,1.1,1,2004-01-04,"0819","Terra","MODIS",63,6.2,299.8,6.9,"D",0,2004,1
"16",-4.5127,39.3344,350,1.3,1.1,2004-01-04,"1110","Aqua","MODIS",94,6.2,302,69.2,"D",0,2004,1
"17",-4.5435,39.2671,339.4,1.3,1.1,2004-01-04,"1110","Aqua","MODIS",87,6.2,303.1,35,"D",0,2004,1
"18",-4.3548,39.4876,325.4,1.4,1.2,2004-01-04,"1111","Aqua","MODIS",62,6.2,299.7,12.6,"D",0,2004,1
"19",-4.3595,39.4827,329.9,1.4,1.2,2004-01-04,"1111","Aqua","MODIS",76,6.2,300.2,20.6,"D",0,2004,1
"20",-4.4958,39.3079,330.9,1.3,1.1,2004-01-04,"1111","Aqua","MODIS",78,6.2,302.2,17.5,"D",0,2004,1
"21",-4.3567,39.4754,330.3,1.4,1.2,2004-01-04,"1111","Aqua","MODIS",78,6.2,299.7,21.7,"D",0,2004,1
"22",1.1504,36.5251,327.8,1.1,1,2004-01-04,"1112","Aqua","MODIS",75,6.2,308.8,17,"D",0,2004,1
"23",-0.6973,35.8922,323.3,1,1,2004-01-04,"1112","Aqua","MODIS",78,6.2,301.4,14.9,"D",0,2004,1
"24",1.1491,36.5159,327.9,1.1,1,2004-01-04,"1112","Aqua","MODIS",73,6.2,307.6,16,"D",0,2004,1
"25",-4.5383,39.2683,327.2,4.7,2,2004-01-05,"1015","Aqua","MODIS",79,6.2,291.6,171.2,"D",0,2004,1
"26",-4.5368,39.272,326.5,4.7,2,2004-01-05,"1015","Aqua","MODIS",78,6.2,291.5,162.5,"D",0,2004,1
"27",-2.4031,40.7693,319.2,3.4,1.7,2004-01-05,"1016","Aqua","MODIS",53,6.2,293.4,47.3,"D",0,2004,1
"28",-2.407,40.7625,317.9,3.4,1.7,2004-01-05,"1016","Aqua","MODIS",60,6.2,293.5,45.6,"D",0,2004,1
"29",0.9466,35.2386,322.1,1,1,2004-01-06,"0807","Terra","MODIS",71,6.2,302,10.3,"D",0,2004,1
"30",1.1848,34.8135,329.1,1,1,2004-01-06,"0807","Terra","MODIS",80,6.2,305.8,15.4,"D",0,2004,1
"31",1.0645,34.5005,325.9,1.1,1,2004-01-06,"0807","Terra","MODIS",67,6.2,301.6,17,"D",0,2004,1
"32",1.0573,34.4934,341.1,1.1,1,2004-01-06,"0807","Terra","MODIS",90,6.2,302.3,43.5,"D",0,2004,1
"33",1.0392,34.4903,314.7,1.1,1,2004-01-06,"0807","Terra","MODIS",21,6.2,297.7,9.6,"D",0,2004,1
"34",0.3999,34.2642,314,1.1,1,2004-01-06,"0807","Terra","MODIS",53,6.2,300.3,5.6,"D",0,2004,1
"35",0.4013,34.2547,315.4,1.1,1,2004-01-06,"0807","Terra","MODIS",59,6.2,300.9,7,"D",0,2004,1
"36",0.948,35.2296,317.1,1,1,2004-01-06,"0807","Terra","MODIS",60,6.2,302,5.7,"D",0,2004,1
"37",-0.465,35.5677,314,1,1,2004-01-06,"0807","Terra","MODIS",59,6.2,299.7,6.1,"D",0,2004,1
"38",-0.6634,34.2951,321.9,1,1,2004-01-06,"0807","Terra","MODIS",72,6.2,301.8,11,"D",0,2004,1
"39",-0.6852,34.2539,322.2,1,1,2004-01-06,"0807","Terra","MODIS",55,6.2,308.7,11.2,"D",0,2004,1
"40",0.549,35.0008,323.8,1,1,2004-01-06,"0807","Terra","MODIS",72,6.2,304.5,10.9,"D",0,2004,1
"41",-0.9139,34.4907,324.7,1,1,2004-01-06,"0807","Terra","MODIS",75,6.2,299.6,15.6,"D",0,2004,1
"42",-0.9152,34.4998,319.9,1,1,2004-01-06,"0807","Terra","MODIS",67,6.2,300.2,10.5,"D",0,2004,1
"43",-4.4847,39.3563,315.8,1.6,1.3,2004-01-06,"0808","Terra","MODIS",32,6.2,294.4,12.1,"D",0,2004,1
"44",-3.5902,39.4119,321.5,1,1,2004-01-06,"1058","Aqua","MODIS",21,6.2,299,12,"D",0,2004,1
"45",-2.334,40.4576,329.1,1.1,1,2004-01-06,"1059","Aqua","MODIS",67,6.2,299.7,20.8,"D",0,2004,1
"46",-2.3246,40.4562,323.3,1.1,1,2004-01-06,"1059","Aqua","MODIS",57,6.2,297.7,14.2,"D",0,2004,1
"47",-2.4524,40.6011,323.2,1.1,1.1,2004-01-06,"1059","Aqua","MODIS",21,6.2,300.9,9.4,"D",0,2004,1
"48",-0.7571,36.1865,329.6,1.1,1.1,2004-01-06,"1059","Aqua","MODIS",78,6.2,309.4,16.7,"D",0,2004,1
"49",-2.3325,40.4673,334.9,1.1,1,2004-01-06,"1059","Aqua","MODIS",76,6.2,300.9,28.6,"D",0,2004,1
"50",-0.7477,36.1852,324.1,1.1,1.1,2004-01-06,"1059","Aqua","MODIS",63,6.2,305.8,10.6,"D",0,2004,1
"51",0.5593,34.6796,319.6,1.3,1.1,2004-01-06,"1100","Aqua","MODIS",63,6.2,300.1,12.7,"D",0,2004,1
"52",0.561,34.6913,318.7,1.3,1.1,2004-01-06,"1100","Aqua","MODIS",55,6.2,302,10.7,"D",0,2004,1
"53",1.1815,34.8116,374.5,1.3,1.1,2004-01-06,"1100","Aqua","MODIS",100,6.2,312.5,164.4,"D",0,2004,1
