"","latitude","longitude","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","type","year","month"
"1",-0.2985,38.3842,332,1,1,2008-10-01,"0754","Terra","MODIS",73,6.2,307.9,13,"D",0,2008,10
"2",-0.2998,38.3931,331.5,1,1,2008-10-01,"0754","Terra","MODIS",70,6.2,305.1,11.9,"D",0,2008,10
"3",-4.5082,39.2672,325.5,1,1,2008-10-01,"0755","Terra","MODIS",55,6.2,306.6,10,"D",0,2008,10
"4",-4.3681,39.0005,333.1,1,1,2008-10-01,"0755","Terra","MODIS",77,6.2,310.4,14,"D",0,2008,10
"5",-2.9142,39.8666,326.5,1.1,1.1,2008-10-01,"1051","Aqua","MODIS",47,6.2,307.5,12.6,"D",0,2008,10
"6",-3.561,38.6253,333.5,1.3,1.1,2008-10-01,"1051","Aqua","MODIS",75,6.2,312.5,20.4,"D",0,2008,10
"7",-1.3302,38.1576,332.4,1.3,1.1,2008-10-01,"1051","Aqua","MODIS",68,6.2,307.6,20.7,"D",0,2008,10
"8",-3.0698,39.9311,329.8,1.1,1,2008-10-01,"1051","Aqua","MODIS",68,6.2,301.7,18,"D",0,2008,10
"9",-4.2965,38.9012,346.3,1.3,1.1,2008-10-01,"1051","Aqua","MODIS",90,6.2,311,49.1,"D",0,2008,10
"10",-4.2949,38.9126,330.7,1.3,1.1,2008-10-01,"1051","Aqua","MODIS",61,6.2,310.6,12,"D",0,2008,10
"11",-1.2415,38.1395,333.4,1.3,1.1,2008-10-01,"1051","Aqua","MODIS",58,6.2,303.6,29.9,"D",0,2008,10
"12",-1.2212,38.136,329.2,1.3,1.1,2008-10-01,"1051","Aqua","MODIS",41,6.2,304.4,21.5,"D",0,2008,10
"13",-2.0357,38.3651,330.9,1.3,1.1,2008-10-01,"1051","Aqua","MODIS",57,6.2,311,15.6,"D",0,2008,10
"14",-1.3524,38.1483,332.5,1.3,1.1,2008-10-01,"1051","Aqua","MODIS",74,6.2,310.2,18,"D",0,2008,10
"15",-2.7739,37.9667,332.8,1.4,1.2,2008-10-01,"1051","Aqua","MODIS",52,6.2,305.7,27.3,"D",0,2008,10
"16",-1.1853,38.0952,328.8,1.3,1.1,2008-10-01,"1051","Aqua","MODIS",47,6.2,309.8,13.6,"D",0,2008,10
"17",-1.3026,38.0593,350.5,1.3,1.1,2008-10-01,"1051","Aqua","MODIS",94,6.2,302.2,75.6,"D",0,2008,10
"18",-1.5949,38.1663,331.3,1.3,1.1,2008-10-01,"1051","Aqua","MODIS",42,6.2,310.5,16.9,"D",0,2008,10
"19",-0.7905,37.5943,339.7,1.4,1.2,2008-10-01,"1052","Aqua","MODIS",88,6.2,313.6,41.7,"D",0,2008,10
"20",-0.7951,37.6004,330.4,1.4,1.2,2008-10-01,"1052","Aqua","MODIS",36,6.2,309,21.8,"D",0,2008,10
"21",-0.9549,38.1394,332.5,1.3,1.1,2008-10-01,"1052","Aqua","MODIS",69,6.2,311.5,14.2,"D",0,2008,10
"22",-1.0919,38.1186,331.7,1.3,1.1,2008-10-01,"1052","Aqua","MODIS",75,6.2,308.8,19.4,"D",0,2008,10
"23",-1.1163,38.151,333.4,1.3,1.1,2008-10-01,"1052","Aqua","MODIS",69,6.2,309.1,22.5,"D",0,2008,10
"24",-1.1147,38.1619,345.8,1.3,1.1,2008-10-01,"1052","Aqua","MODIS",90,6.2,311.1,51.8,"D",0,2008,10
"25",-0.6839,37.8177,344,1.4,1.2,2008-10-01,"1052","Aqua","MODIS",91,6.2,308.7,49.2,"D",0,2008,10
"26",1.0142,40.6349,331.3,1,1,2008-10-01,"1052","Aqua","MODIS",27,6.2,306.6,14.7,"D",0,2008,10
"27",-1.0882,38.2762,341.2,1.3,1.1,2008-10-01,"1052","Aqua","MODIS",86,6.2,306,42.5,"D",0,2008,10
"28",1.6901,36.3124,333.8,2.9,1.6,2008-10-02,"0836","Terra","MODIS",83,6.2,310,58.2,"D",0,2008,10
"29",2.0649,36.4463,334.5,2.9,1.6,2008-10-02,"0836","Terra","MODIS",80,6.2,309,68.6,"D",0,2008,10
"30",1.7046,36.3146,334,2.9,1.6,2008-10-02,"0836","Terra","MODIS",84,6.2,310.3,59.3,"D",0,2008,10
"31",1.6611,36.3082,333.3,2.9,1.6,2008-10-02,"0836","Terra","MODIS",83,6.2,309.3,55.4,"D",0,2008,10
"32",2.0979,36.4245,332.1,2.9,1.6,2008-10-02,"0836","Terra","MODIS",64,6.2,307.7,53.9,"D",0,2008,10
"33",2.0992,36.4315,333.4,2.9,1.6,2008-10-02,"0836","Terra","MODIS",82,6.2,307.9,66.4,"D",0,2008,10
