"","latitude","longitude","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","type","year","month"
"1",0.5905,36.4608,332.7,1,1,2009-10-02,"0806","Terra","MODIS",71,6.2,315,12.1,"D",0,2009,10
"2",-1.1728,39.8757,331.4,1.5,1.2,2009-10-02,"0806","Terra","MODIS",77,6.2,302.7,24.2,"D",0,2009,10
"3",-0.1572,35.095,323,1,1,2009-10-02,"0806","Terra","MODIS",69,6.2,299.2,10.6,"D",0,2009,10
"4",-2.0044,40.7997,326.7,1.8,1.3,2009-10-02,"0806","Terra","MODIS",72,6.2,293.5,43.2,"D",0,2009,10
"5",-1.1401,39.8804,329.9,1.5,1.2,2009-10-02,"0806","Terra","MODIS",75,6.2,304.2,21.5,"D",0,2009,10
"6",-0.3918,37.7666,338,1,1,2009-10-02,"1105","Aqua","MODIS",78,6.2,313.7,15.4,"D",0,2009,10
"7",-1.7246,37.5195,343.2,1,1,2009-10-02,"1105","Aqua","MODIS",86,6.2,306.6,35.9,"D",0,2009,10
"8",-2.4178,40.6409,325.8,1.1,1.1,2009-10-02,"1105","Aqua","MODIS",52,6.2,303.8,9.1,"D",0,2009,10
"9",-2.4084,40.6395,327,1.1,1.1,2009-10-02,"1105","Aqua","MODIS",61,6.2,303.2,9.9,"D",0,2009,10
"10",-0.0915,38.069,352.1,1,1,2009-10-02,"1105","Aqua","MODIS",94,6.2,318.9,39.4,"D",0,2009,10
"11",0.0227,38.0917,337,1,1,2009-10-02,"1105","Aqua","MODIS",59,6.2,315.2,13.8,"D",0,2009,10
"12",-1.7259,37.5101,329.5,1,1,2009-10-02,"1105","Aqua","MODIS",57,6.2,307.6,14.3,"D",0,2009,10
"13",-0.3906,37.7755,334,1,1,2009-10-02,"1105","Aqua","MODIS",57,6.2,314.7,8.5,"D",0,2009,10
"14",-2.9031,39.9627,359.9,1,1,2009-10-02,"1105","Aqua","MODIS",99,6.2,303.7,73.2,"D",0,2009,10
"15",-2.9018,39.972,338.9,1,1,2009-10-02,"1105","Aqua","MODIS",83,6.2,303.2,25.7,"D",0,2009,10
