"","latitude","longitude","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","type","year","month"
"1",1.1957,38.9447,315.1,4.1,1.9,2020-01-01,"1020","Aqua","MODIS",58,6.03,296.1,70,"D",0,2020,1
"2",-0.7536,36.467,311.2,1,1,2020-01-02,"0806","Terra","MODIS",57,6.03,296.7,5.5,"D",0,2020,1
"3",-0.7766,36.4364,311.8,1,1,2020-01-02,"0806","Terra","MODIS",22,6.03,297.4,5,"D",2,2020,1
"4",0.8901,35.2015,321.8,1.2,1.1,2020-01-02,"1103","Aqua","MODIS",54,6.03,297.6,19.3,"D",0,2020,1
"5",4.5571,34.7283,328.8,3.1,1.7,2020-01-03,"1146","Aqua","MODIS",80,6.03,296.3,67.4,"D",0,2020,1
"6",4.5563,34.7208,327,3.1,1.7,2020-01-03,"1146","Aqua","MODIS",78,6.03,297,56.9,"D",0,2020,1
"7",4.6782,34.4997,317.6,2,1.4,2020-01-04,"1051","Aqua","MODIS",42,6.03,294.8,16.1,"D",0,2020,1
"8",4.5715,34.4319,308.1,1.1,1,2020-01-06,"2004","Terra","MODIS",73,6.03,293.7,6.6,"N",0,2020,1
"9",-4.106,39.6424,309.7,3.7,1.8,2020-01-07,"0825","Terra","MODIS",0,6.03,290,46.1,"D",2,2020,1
"10",-0.1063,35.0934,316.7,1.1,1,2020-01-07,"1121","Aqua","MODIS",62,6.03,300.3,7,"D",0,2020,1
"11",4.6505,34.4613,324.8,1.1,1,2020-01-07,"1122","Aqua","MODIS",58,6.03,300.1,12.8,"D",0,2020,1
"12",4.6626,34.4796,345.3,1.1,1,2020-01-07,"1122","Aqua","MODIS",91,6.03,304.9,44.1,"D",0,2020,1
"13",4.6612,34.4698,350,1.1,1,2020-01-07,"1122","Aqua","MODIS",94,6.03,305.3,55.8,"D",0,2020,1
"14",4.6519,34.4711,350.2,1.1,1,2020-01-07,"1122","Aqua","MODIS",94,6.03,306.3,56.3,"D",0,2020,1
