"","latitude","longitude","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","type","year","month"
"1",-0.4489,35.7888,344.8,1.9,1.3,2010-06-01,"1052","Aqua","MODIS",93,6.2,292.9,126.9,"D",0,2010,6
"2",-0.4514,35.7715,324.3,1.9,1.3,2010-06-01,"1052","Aqua","MODIS",80,6.2,289.2,50.5,"D",0,2010,6
"3",-0.4447,35.7772,316.4,1.9,1.3,2010-06-01,"1052","Aqua","MODIS",72,6.2,288,32.9,"D",0,2010,6
"4",-0.4423,35.7945,309.6,1.9,1.3,2010-06-01,"1052","Aqua","MODIS",59,6.2,292.1,19.7,"D",0,2010,6
"5",-0.4567,35.7788,339.1,1.9,1.3,2010-06-01,"1052","Aqua","MODIS",90,6.2,292,101.2,"D",0,2010,6
"6",-0.4543,35.7961,328.7,1.9,1.3,2010-06-01,"1052","Aqua","MODIS",84,6.2,290.1,63.3,"D",0,2010,6
"7",0.3942,37.8135,323,1.7,1.3,2010-06-10,"1046","Aqua","MODIS",57,6.2,304.6,15.3,"D",0,2010,6
"8",0.4622,35.5268,328.5,1.4,1.2,2010-06-11,"1128","Aqua","MODIS",80,6.2,297.5,36.4,"D",0,2010,6
"9",0.4518,35.5282,320.3,1.4,1.2,2010-06-11,"1128","Aqua","MODIS",70,6.2,297.4,23.8,"D",0,2010,6
"10",-3.5326,37.7565,306.6,1,1,2010-06-12,"1956","Terra","MODIS",69,6.2,287.6,8.5,"N",0,2010,6
"11",0.1376,34.2572,312.1,1.1,1,2010-06-13,"0818","Terra","MODIS",56,6.2,292.3,8.2,"D",0,2010,6
"12",0.1363,34.2665,318.5,1.1,1,2010-06-13,"0818","Terra","MODIS",74,6.2,290.5,13.9,"D",0,2010,6
"13",-1.4368,34.7863,322.7,1.4,1.2,2010-06-20,"0825","Terra","MODIS",77,6.2,297.9,24.6,"D",0,2010,6
"14",-1.4386,34.799,312.3,1.4,1.2,2010-06-20,"0825","Terra","MODIS",58,6.2,296.2,9.2,"D",0,2010,6
"15",0.4906,38.0254,317.4,1.6,1.3,2010-06-20,"1122","Aqua","MODIS",68,6.2,283.5,19.2,"D",0,2010,6
"16",0.4885,38.0112,315.8,1.6,1.3,2010-06-20,"1122","Aqua","MODIS",65,6.2,283.1,15.4,"D",0,2010,6
"17",2.7674,36.2382,332.8,1.3,1.1,2010-06-20,"1123","Aqua","MODIS",53,6.2,302.8,19.7,"D",0,2010,6
"18",-0.0707,35.1225,309.4,1,1,2010-06-22,"0812","Terra","MODIS",53,6.2,296.5,4.3,"D",0,2010,6
"19",-0.0279,35.1442,317.6,1,1,2010-06-22,"0812","Terra","MODIS",72,6.2,296.1,10.8,"D",0,2010,6
"20",-2.748,38.0214,312.9,4,1.9,2010-06-23,"0718","Terra","MODIS",53,6.2,290.8,60.9,"D",0,2010,6
"21",0.1432,37.3146,326.6,1,1,2010-06-24,"0800","Terra","MODIS",78,6.2,299.3,17.7,"D",0,2010,6
"22",0.1522,37.3159,319.8,1,1,2010-06-24,"0800","Terra","MODIS",59,6.2,299.9,11.6,"D",0,2010,6
"23",0.0241,34.148,311.5,1.3,1.1,2010-06-24,"0800","Terra","MODIS",32,6.2,297.8,7.1,"D",0,2010,6
"24",-3.1113,38.4612,352.8,1.1,1,2010-06-24,"1057","Aqua","MODIS",96,6.2,307.8,64.8,"D",0,2010,6
"25",-3.11,38.471,352.6,1.1,1,2010-06-24,"1057","Aqua","MODIS",96,6.2,307.3,63.3,"D",0,2010,6
"26",-4.0095,38.2672,306.7,1.9,1.3,2010-06-24,"2020","Terra","MODIS",69,6.2,287.7,20.7,"N",0,2010,6
"27",-4.0135,38.2781,307.5,1.9,1.3,2010-06-24,"2020","Terra","MODIS",71,6.2,287.9,21,"N",0,2010,6
"28",0.3977,37.8748,318.2,3.7,1.8,2010-06-25,"1140","Aqua","MODIS",55,6.2,300,44.7,"D",0,2010,6
"29",0.0164,34.1303,314.1,1.8,1.3,2010-06-25,"1140","Aqua","MODIS",57,6.2,297.2,12.2,"D",0,2010,6
"30",0.4183,37.9049,331.3,3.7,1.8,2010-06-25,"1140","Aqua","MODIS",83,6.2,300.2,137.5,"D",0,2010,6
"31",0.4138,37.8733,344.4,3.7,1.8,2010-06-25,"1140","Aqua","MODIS",92,6.2,301.6,267.9,"D",0,2010,6
"32",0.4114,37.9106,321.5,3.7,1.8,2010-06-25,"1140","Aqua","MODIS",62,6.2,299.5,71.5,"D",0,2010,6
"33",0.4066,37.8792,346.2,3.7,1.8,2010-06-25,"1140","Aqua","MODIS",93,6.2,301.3,296.1,"D",0,2010,6
"34",-1.4398,34.9566,343,1.2,1.1,2010-06-27,"1128","Aqua","MODIS",91,6.2,307.6,53.7,"D",0,2010,6
"35",-1.0289,37.1229,313.4,2.2,1.4,2010-06-28,"0736","Terra","MODIS",61,6.2,297.9,17.9,"D",0,2010,6
"36",-0.0657,34.8302,314.1,1.1,1.1,2010-06-29,"0818","Terra","MODIS",69,6.2,298.6,6.2,"D",0,2010,6
"37",-2.7097,37.9446,332.1,1.2,1.1,2010-06-29,"1115","Aqua","MODIS",81,6.2,302.8,30.5,"D",0,2010,6
"38",0.8637,38.4211,330.1,1.4,1.2,2010-06-29,"1116","Aqua","MODIS",73,6.2,302.8,22.9,"D",0,2010,6
