"","latitude","longitude","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","type","year","month"
"1",1.6459,36.0567,331.4,2.1,1.4,2013-01-01,"1134","Aqua","MODIS",52,6.2,306.7,35,"D",0,2013,1
"2",4.5492,34.3606,324.4,3.4,1.7,2013-01-02,"0740","Terra","MODIS",68,6.2,296.1,78.5,"D",0,2013,1
"3",4.5444,34.3679,322.9,3.4,1.7,2013-01-02,"0740","Terra","MODIS",65,6.2,295.8,67.7,"D",0,2013,1
"4",4.5995,35.0922,320.1,2.9,1.6,2013-01-02,"0740","Terra","MODIS",49,6.2,299.8,27.1,"D",0,2013,1
"5",1.5358,35.999,326.7,2.2,1.4,2013-01-02,"0741","Terra","MODIS",77,6.2,305.4,35.4,"D",0,2013,1
"6",3.5102,37.8873,329.7,1.9,1.4,2013-01-02,"1039","Aqua","MODIS",67,6.2,310.4,31.8,"D",0,2013,1
"7",4.6815,34.8937,335.9,3.2,1.7,2013-01-02,"1040","Aqua","MODIS",79,6.2,302.4,124.3,"D",0,2013,1
"8",4.6771,34.8657,334.9,3.2,1.7,2013-01-02,"1040","Aqua","MODIS",64,6.2,304.3,119.6,"D",0,2013,1
"9",4.6177,34.8845,304.4,1,1,2013-01-02,"2004","Terra","MODIS",60,6.2,292.2,5,"N",0,2013,1
"10",4.5812,34.8864,343.3,1,1,2013-01-02,"2004","Terra","MODIS",100,6.2,293.9,48.5,"N",0,2013,1
"11",4.5722,34.8878,320.6,1,1,2013-01-02,"2004","Terra","MODIS",100,6.2,292.3,16.8,"N",0,2013,1
"12",4.5825,34.8955,361.8,1,1,2013-01-02,"2004","Terra","MODIS",100,6.2,295.2,91.3,"N",0,2013,1
"13",4.5735,34.8968,344.8,1,1,2013-01-02,"2004","Terra","MODIS",100,6.2,294.8,51.3,"N",0,2013,1
"14",4.457,34.8553,305.6,1,1,2013-01-02,"2004","Terra","MODIS",65,6.2,286.8,7,"N",0,2013,1
"15",4.4583,34.8644,309.9,1,1,2013-01-02,"2004","Terra","MODIS",79,6.2,287.2,9.8,"N",0,2013,1
"16",3.5454,37.8886,306.7,1.1,1.1,2013-01-02,"2004","Terra","MODIS",69,6.2,290.4,7.8,"N",0,2013,1
"17",4.6641,34.887,305.6,1,1,2013-01-02,"2004","Terra","MODIS",65,6.2,291.5,5.5,"N",0,2013,1
"18",4.6267,34.8832,333.4,1,1,2013-01-02,"2004","Terra","MODIS",100,6.2,292.4,32.9,"N",0,2013,1
"19",4.6281,34.8922,316,1,1,2013-01-02,"2004","Terra","MODIS",92,6.2,292.1,13.2,"N",0,2013,1
"20",4.4566,34.8948,330.3,1.2,1.1,2013-01-03,"0823","Terra","MODIS",80,6.2,300.5,21.5,"D",0,2013,1
"21",4.4469,34.8934,325.8,1.2,1.1,2013-01-03,"0823","Terra","MODIS",64,6.2,299.3,14.4,"D",0,2013,1
"22",4.6122,34.8864,328.6,1.2,1.1,2013-01-03,"0823","Terra","MODIS",78,6.2,298.6,16,"D",0,2013,1
"23",4.6025,34.885,323.2,1.2,1.1,2013-01-03,"0823","Terra","MODIS",69,6.2,298.4,8.7,"D",0,2013,1
"24",4.6009,34.8956,323.1,1.2,1.1,2013-01-03,"0823","Terra","MODIS",70,6.2,298.5,8.4,"D",0,2013,1
"25",4.5911,34.8942,323.4,1.2,1.1,2013-01-03,"0823","Terra","MODIS",47,6.2,298.8,8.7,"D",0,2013,1
