"","latitude","longitude","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","type","year","month"
"1",-3.5534,38.4442,320.8,1.8,1.3,2015-12-01,"1043","Aqua","MODIS",57,6.2,293.6,33.4,"D",0,2015,12
"2",2.0535,36.4387,332.5,2.2,1.4,2015-12-02,"0830","Terra","MODIS",66,6.2,308.1,39.8,"D",0,2015,12
"3",1.6936,36.3083,334.1,2.2,1.4,2015-12-02,"0830","Terra","MODIS",85,6.2,309.7,37.5,"D",0,2015,12
"4",2.0397,36.4433,333.1,2.2,1.4,2015-12-02,"0830","Terra","MODIS",67,6.2,307.8,42.5,"D",0,2015,12
"5",-0.8653,39.1551,310.9,4,1.9,2015-12-02,"0831","Terra","MODIS",29,6.2,289.2,46,"D",0,2015,12
"6",-2.1125,39.305,319.4,2.5,1.5,2015-12-03,"1031","Aqua","MODIS",34,6.2,296.7,30.9,"D",0,2015,12
"7",-1.3077,36.9059,319.1,1.1,1,2015-12-04,"1114","Aqua","MODIS",47,6.2,296.1,8,"D",0,2015,12
"8",0.3086,34.5622,313.2,1,1,2015-12-04,"1115","Aqua","MODIS",44,6.2,297.4,7.7,"D",0,2015,12
"9",-1.8561,40.0727,314.6,1.6,1.2,2015-12-06,"0807","Terra","MODIS",31,6.2,297,17.4,"D",0,2015,12
"10",4.5251,35.6404,312.9,4,1.9,2015-12-07,"0848","Terra","MODIS",23,6.2,289.5,57.5,"D",0,2015,12
"11",-3.9993,39.5606,321.3,1.2,1.1,2015-12-08,"1049","Aqua","MODIS",65,6.2,301.4,11.7,"D",0,2015,12
"12",0.4675,35.2955,313.9,2,1.4,2015-12-08,"1050","Aqua","MODIS",59,6.2,297.1,17.6,"D",0,2015,12
"13",0.855,38.5859,312.1,4.5,1.9,2015-12-09,"0837","Terra","MODIS",37,6.2,293.2,54.8,"D",0,2015,12
"14",0.8538,38.5802,311.5,4.5,1.9,2015-12-09,"0837","Terra","MODIS",37,6.2,293,53.2,"D",0,2015,12
"15",0.5609,39.7629,317.7,3.2,1.7,2015-12-11,"0824","Terra","MODIS",26,6.2,296.6,45.3,"D",0,2015,12
"16",0.5587,39.7678,317.9,3.2,1.7,2015-12-11,"0824","Terra","MODIS",27,6.2,296.9,45,"D",0,2015,12
"17",-1.3756,36.9224,316.4,1,1,2015-12-13,"1108","Aqua","MODIS",32,6.2,297.7,7.4,"D",0,2015,12
"18",-1.3553,36.909,313.6,1.6,1.2,2015-12-20,"0819","Terra","MODIS",16,6.2,295.2,12.6,"D",0,2015,12
"19",-1.3517,36.9012,318.9,1.5,1.2,2015-12-20,"0819","Terra","MODIS",29,6.2,294,18.9,"D",0,2015,12
"20",-1.3534,36.8952,318.7,1.5,1.2,2015-12-20,"0819","Terra","MODIS",62,6.2,293.6,20.1,"D",0,2015,12
"21",-1.3683,36.9212,318.3,1.6,1.2,2015-12-20,"0819","Terra","MODIS",52,6.2,295.4,21.8,"D",0,2015,12
"22",-0.8478,36.372,314.5,1,1,2015-12-22,"0806","Terra","MODIS",56,6.2,300.3,5,"D",0,2015,12
"23",0.9999,35.2138,311.3,1,1,2015-12-22,"0806","Terra","MODIS",50,6.2,298.8,5,"D",0,2015,12
"24",-1.0875,35.8818,309.6,1.2,1.1,2015-12-22,"1102","Aqua","MODIS",18,6.2,295.9,4.3,"D",0,2015,12
"25",-1.0525,37.1012,319.6,1,1,2015-12-22,"1102","Aqua","MODIS",50,6.2,304.7,7.9,"D",0,2015,12
"26",-1.9415,41.3012,321.7,1,1,2015-12-24,"1049","Aqua","MODIS",54,6.2,304,8.8,"D",0,2015,12
"27",1.2048,38.9745,316.1,3.4,1.7,2015-12-25,"1133","Aqua","MODIS",19,6.2,293.2,38.5,"D",0,2015,12
"28",1.2069,38.948,318.3,3.4,1.7,2015-12-25,"1133","Aqua","MODIS",50,6.2,294.4,57,"D",0,2015,12
"29",1.4201,39.8093,318.6,1.5,1.2,2015-12-26,"1038","Aqua","MODIS",38,6.2,298.6,18.9,"D",0,2015,12
"30",-0.0427,35.4687,307.4,1,1,2015-12-29,"0812","Terra","MODIS",27,6.2,296,6.3,"D",0,2015,12
