"","X","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","type","year","month","max_temp","min_temp","rainfall"
"1",1,330.7,3,1.6,"2004-02-01",1136,"Aqua","MODIS",81,6.2,303.1,75.1,"D",0,2004,2,26.0678825378418,15.3513813018799,32.2265815734863
"2",2,312.5,3.2,1.7,"2004-02-03",1123,"Aqua","MODIS",54,6.2,283.8,24.1,"D",0,2004,2,31.598705291748,24.5080833435059,245.122924804688
"3",3,312,1.2,1.1,"2004-02-03",1124,"Aqua","MODIS",53,6.2,287.4,6,"D",0,2004,2,27.5347938537598,16.6442089080811,236.308700561523
"4",4,311.5,1.1,1.1,"2004-02-03",1124,"Aqua","MODIS",53,6.2,280.6,8.7,"D",0,2004,2,27.6928024291992,17.3774280548096,99.0121841430664
"5",5,334.5,1.9,1.3,"2004-02-04",1029,"Aqua","MODIS",75,6.2,310.5,27,"D",0,2004,2,34.1124649047852,24.1304054260254,30.1746768951416
"6",6,313.3,1.1,1.1,"2004-02-04",1958,"Terra","MODIS",85,6.2,299.7,8.7,"N",0,2004,2,33.987174987793,24.1668472290039,29.1578712463379
"7",7,316.8,1,1,"2004-02-04",2250,"Aqua","MODIS",51,6.2,294.6,12.7,"N",0,2004,2,33.987174987793,24.1668472290039,29.1578712463379
"8",8,327.2,1.1,1,"2004-02-05",818,"Terra","MODIS",77,6.2,306.6,15.2,"D",0,2004,2,27.3828468322754,16.3272972106934,156.719055175781
"9",9,314.1,2.8,1.6,"2004-02-05",819,"Terra","MODIS",50,6.2,290.5,21.9,"D",0,2004,2,30.2316284179688,22.2527751922607,47.1994400024414
"10",10,318.6,1.2,1.1,"2004-02-05",819,"Terra","MODIS",62,6.2,289.8,12.9,"D",0,2004,2,28.7070293426514,16.8697834014893,133.544143676758
"11",11,314.4,1.3,1.1,"2004-02-05",819,"Terra","MODIS",25,6.2,297.1,9.8,"D",0,2004,2,24.8242530822754,13.180739402771,184.98876953125
"12",12,316.2,1.3,1.1,"2004-02-05",819,"Terra","MODIS",66,6.2,299.4,9,"D",0,2004,2,22.2981586456299,10.4014825820923,135.554641723633
"13",13,326.2,1.7,1.3,"2004-02-05",1111,"Aqua","MODIS",52,6.2,292.6,25.6,"D",0,2004,2,31.2388744354248,24.2958087921143,278.811920166016
"14",14,324.6,1.5,1.2,"2004-02-05",1111,"Aqua","MODIS",0,6.2,292.4,19.6,"D",0,2004,2,30.2316284179688,22.2527751922607,47.1994400024414
"15",15,321.8,1.7,1.3,"2004-02-05",1111,"Aqua","MODIS",0,6.2,289.9,24.4,"D",0,2004,2,30.9617919921875,24.0994243621826,309.622619628906
"16",16,344.7,1.6,1.3,"2004-02-05",1111,"Aqua","MODIS",91,6.2,292.8,84.4,"D",0,2004,2,31.3215427398682,23.7930202484131,186.337066650391
"17",17,324.3,1.8,1.3,"2004-02-05",1111,"Aqua","MODIS",71,6.2,291.4,25.2,"D",0,2004,2,31.418041229248,24.2536888122559,333.520965576172
"18",18,324.4,1.7,1.3,"2004-02-05",1111,"Aqua","MODIS",51,6.2,294.4,22.1,"D",0,2004,2,31.4195709228516,24.32350730896,258.337768554688
"19",19,323.8,1.7,1.3,"2004-02-05",1111,"Aqua","MODIS",33,6.2,295.3,20.3,"D",0,2004,2,31.4195709228516,24.32350730896,258.337768554688
"20",20,327.3,1,1,"2004-02-05",1111,"Aqua","MODIS",69,6.2,302,11,"D",0,2004,2,26.9727516174316,16.5886669158936,31.1568794250488
"21",21,347.4,1,1,"2004-02-05",1111,"Aqua","MODIS",93,6.2,300.9,43.8,"D",0,2004,2,26.9727516174316,16.5886669158936,31.1568794250488
"22",22,321.7,1,1,"2004-02-05",1111,"Aqua","MODIS",52,6.2,299.3,4.3,"D",0,2004,2,26.9727516174316,16.5886669158936,31.1568794250488
"23",23,325.6,1.8,1.3,"2004-02-05",1111,"Aqua","MODIS",71,6.2,291.6,25.6,"D",0,2004,2,31.418041229248,24.2536888122559,333.520965576172
"24",24,324.4,1.6,1.2,"2004-02-05",1111,"Aqua","MODIS",77,6.2,290,19.9,"D",0,2004,2,29.5967960357666,21.8736305236816,137.950698852539
"25",25,321.8,1.6,1.2,"2004-02-05",1111,"Aqua","MODIS",69,6.2,288.5,14.8,"D",0,2004,2,29.5967960357666,21.8736305236816,137.950698852539
"26",26,337.7,1,1,"2004-02-05",1112,"Aqua","MODIS",85,6.2,313.8,20.2,"D",0,2004,2,25.3951148986816,13.1344995498657,148.103622436523
"27",27,332.6,1,1,"2004-02-05",1112,"Aqua","MODIS",74,6.2,314.4,13.2,"D",0,2004,2,23.8700923919678,12.6579999923706,159.300979614258
"28",28,329.9,1,1,"2004-02-05",1112,"Aqua","MODIS",51,6.2,314.4,8.6,"D",0,2004,2,25.3951148986816,13.1344995498657,148.103622436523
"29",29,328.7,1,1,"2004-02-05",1112,"Aqua","MODIS",78,6.2,303.5,16.4,"D",0,2004,2,27.9239368438721,16.3148860931396,133.378387451172
"30",30,329.7,1,1,"2004-02-05",1112,"Aqua","MODIS",79,6.2,304.1,17.4,"D",0,2004,2,27.9239368438721,16.3148860931396,133.378387451172
"31",31,327.5,1,1,"2004-02-05",1112,"Aqua","MODIS",77,6.2,302.6,15.5,"D",0,2004,2,28.1975059509277,16.4783096313477,131.942276000977
"32",32,331.2,1,1,"2004-02-05",1112,"Aqua","MODIS",81,6.2,303.3,19.7,"D",0,2004,2,28.1975059509277,16.4783096313477,131.942276000977
"33",33,322.5,1,1,"2004-02-05",1112,"Aqua","MODIS",40,6.2,302.1,7.4,"D",0,2004,2,25.6359672546387,13.414888381958,151.736221313477
"34",34,328.7,1,1,"2004-02-05",1112,"Aqua","MODIS",75,6.2,312.6,9.2,"D",0,2004,2,25.993314743042,13.3818521499634,147.720718383789
"35",35,331.8,1,1,"2004-02-05",1112,"Aqua","MODIS",76,6.2,313.1,13,"D",0,2004,2,26.2846240997314,15.1538581848145,150.428833007812
"36",36,320.9,1,1,"2004-02-05",1112,"Aqua","MODIS",61,6.2,300.6,8,"D",0,2004,2,27.4064121246338,16.3844890594482,237.096755981445
"37",37,331.8,1,1,"2004-02-05",1112,"Aqua","MODIS",76,6.2,313.4,13.2,"D",0,2004,2,26.2846240997314,15.1538581848145,150.428833007812
"38",38,332.9,1,1,"2004-02-05",1113,"Aqua","MODIS",52,6.2,310,15.2,"D",0,2004,2,29.2098331451416,19.1839790344238,47.390007019043
"39",39,339.4,1.1,1,"2004-02-07",805,"Terra","MODIS",84,6.2,311.1,27.9,"D",0,2004,2,34.4672393798828,21.4184284210205,67.5708312988281
"40",40,333.4,1.1,1,"2004-02-07",805,"Terra","MODIS",76,6.2,309.5,17.5,"D",0,2004,2,34.4672393798828,21.4184284210205,67.5708312988281
"41",41,343.5,1.1,1,"2004-02-07",805,"Terra","MODIS",88,6.2,309.3,35.7,"D",0,2004,2,34.4672393798828,21.4184284210205,67.5708312988281
"42",42,327.8,1,1,"2004-02-07",806,"Terra","MODIS",44,6.2,309.2,15.4,"D",0,2004,2,24.6491870880127,11.9297189712524,122.758087158203
"43",43,339.7,1,1,"2004-02-07",806,"Terra","MODIS",85,6.2,307.5,27.3,"D",0,2004,2,31.2211780548096,19.6800518035889,72.7931823730469
"44",44,350.1,1,1,"2004-02-07",806,"Terra","MODIS",93,6.2,307.9,47.5,"D",0,2004,2,31.0978946685791,19.6149921417236,74.911247253418
"45",45,330.2,1,1,"2004-02-07",806,"Terra","MODIS",75,6.2,309,17.4,"D",0,2004,2,24.6491870880127,11.9297189712524,122.758087158203
"46",46,321.3,1,1,"2004-02-07",806,"Terra","MODIS",37,6.2,304.4,5.1,"D",0,2004,2,25.9367237091064,13.4064264297485,144.897872924805
"47",47,324,1,1,"2004-02-07",806,"Terra","MODIS",70,6.2,308.3,9.5,"D",0,2004,2,25.1774520874023,12.9912748336792,143.003524780273
"48",48,323.7,1,1,"2004-02-07",806,"Terra","MODIS",65,6.2,304.8,11.1,"D",0,2004,2,23.4312744140625,10.9791040420532,140.82795715332
"49",49,325.7,1,1,"2004-02-07",807,"Terra","MODIS",76,6.2,295.5,20.8,"D",0,2004,2,14.0811414718628,4.34657764434814,134.70393371582
"50",50,324.6,1,1,"2004-02-07",807,"Terra","MODIS",78,6.2,292.7,20,"D",0,2004,2,14.0811414718628,4.34657764434814,134.70393371582
"51",51,323.8,1,1,"2004-02-07",807,"Terra","MODIS",54,6.2,306.5,11.6,"D",0,2004,2,24.6284694671631,11.4850521087646,115.019332885742
"52",52,343.2,1,1,"2004-02-07",807,"Terra","MODIS",92,6.2,293.7,47.3,"D",0,2004,2,16.8574352264404,5.96338510513306,147.63444519043
"53",53,329.6,1,1,"2004-02-07",807,"Terra","MODIS",64,6.2,309.1,11.1,"D",0,2004,2,27.7839908599854,16.7449264526367,56.7912292480469
"54",54,336,1.1,1,"2004-02-07",1059,"Aqua","MODIS",73,6.2,301.2,30.5,"D",0,2004,2,31.2873020172119,24.1416149139404,165.016418457031
"55",55,325.3,1.1,1.1,"2004-02-07",1059,"Aqua","MODIS",35,6.2,299.5,10.4,"D",0,2004,2,31.2599029541016,24.2406558990479,329.074096679688
"56",56,330.8,1.5,1.2,"2004-02-07",1100,"Aqua","MODIS",0,6.2,307,27.5,"D",0,2004,2,27.7857284545898,18.1416568756104,119.765663146973
"57",57,320.1,1.4,1.2,"2004-02-07",1100,"Aqua","MODIS",66,6.2,302.7,10,"D",0,2004,2,27.5757217407227,17.0309410095215,202.51611328125
"58",58,327.7,1.2,1.1,"2004-02-07",1100,"Aqua","MODIS",39,6.2,310.1,13.4,"D",0,2004,2,25.9677124023438,15.719690322876,115.054756164551
"59",59,321.6,1.5,1.2,"2004-02-07",1100,"Aqua","MODIS",71,6.2,300,20.3,"D",0,2004,2,25.6021633148193,16.1351871490479,108.614166259766
"60",60,328.9,1.1,1,"2004-02-07",1100,"Aqua","MODIS",68,6.2,289.3,24.8,"D",0,2004,2,14.0811414718628,4.34657764434814,134.70393371582
"61",61,378.3,1.1,1,"2004-02-07",1100,"Aqua","MODIS",75,6.2,302.3,155.5,"D",0,2004,2,16.5028038024902,5.27948951721191,144.720565795898
"62",62,334,1.1,1,"2004-02-07",1100,"Aqua","MODIS",37,6.2,299,31,"D",0,2004,2,13.3062543869019,3.05084371566772,124.559814453125
"63",63,322.7,1.3,1.1,"2004-02-07",1100,"Aqua","MODIS",71,6.2,302.7,14.1,"D",0,2004,2,26.2168502807617,15.4695262908936,182.594985961914
"64",64,325.1,1.3,1.1,"2004-02-07",1100,"Aqua","MODIS",74,6.2,302.5,17.9,"D",0,2004,2,25.8821868896484,15.0036764144897,187.753189086914
"65",65,335.5,1.3,1.1,"2004-02-07",1100,"Aqua","MODIS",85,6.2,303,37.1,"D",0,2004,2,26.2168502807617,15.4695262908936,182.594985961914
"66",66,339.7,1.1,1.1,"2004-02-07",1101,"Aqua","MODIS",60,6.2,321.6,14.3,"D",0,2004,2,34.2435493469238,21.1257419586182,79.2705917358398
"67",67,339.8,1.1,1.1,"2004-02-07",1101,"Aqua","MODIS",69,6.2,320.6,18.1,"D",0,2004,2,34.4672393798828,21.4184284210205,67.5708312988281
"68",68,328.5,1.3,1.1,"2004-02-07",1101,"Aqua","MODIS",34,6.2,311.7,14,"D",0,2004,2,29.0551147460938,18.9138336181641,54.0562629699707
"69",69,345.4,1.1,1.1,"2004-02-07",1101,"Aqua","MODIS",87,6.2,323.1,28.2,"D",0,2004,2,34.4672393798828,21.4184284210205,67.5708312988281
"70",70,349.1,1.1,1.1,"2004-02-07",1101,"Aqua","MODIS",91,6.2,321.3,36.4,"D",0,2004,2,34.4672393798828,21.4184284210205,67.5708312988281
"71",71,367.4,1.1,1.1,"2004-02-07",1101,"Aqua","MODIS",100,6.2,322,94.6,"D",0,2004,2,34.4672393798828,21.4184284210205,67.5708312988281
"72",72,307.8,2.1,1.4,"2004-02-07",2028,"Terra","MODIS",72,6.2,278.2,36.3,"N",0,2004,2,16.8574352264404,5.96338510513306,147.63444519043
"73",73,308.9,2.1,1.4,"2004-02-07",2028,"Terra","MODIS",76,6.2,278.6,35.9,"N",0,2004,2,16.8574352264404,5.96338510513306,147.63444519043
"74",74,307.3,2.1,1.4,"2004-02-07",2028,"Terra","MODIS",69,6.2,277.6,34.1,"N",0,2004,2,16.8574352264404,5.96338510513306,147.63444519043
"75",75,312.9,2.1,1.4,"2004-02-07",2028,"Terra","MODIS",47,6.2,278.7,43.5,"N",0,2004,2,16.8574352264404,5.96338510513306,147.63444519043
"76",76,312.3,2.1,1.4,"2004-02-07",2028,"Terra","MODIS",62,6.2,278.3,44.5,"N",0,2004,2,14.0811414718628,4.34657764434814,134.70393371582
"77",77,304.3,2.1,1.4,"2004-02-07",2028,"Terra","MODIS",59,6.2,278.7,27.6,"N",0,2004,2,16.8574352264404,5.96338510513306,147.63444519043
"78",78,300.7,1.6,1.3,"2004-02-07",2028,"Terra","MODIS",32,6.2,285.1,11.8,"N",0,2004,2,22.6455726623535,NA,159.876861572266
"79",79,304.7,1,1,"2004-02-07",2320,"Aqua","MODIS",61,6.2,294.1,4.5,"N",0,2004,2,34.4672393798828,21.4184284210205,67.5708312988281
"80",80,332,2.4,1.5,"2004-02-08",1143,"Aqua","MODIS",70,6.2,298.5,76,"D",0,2004,2,27.983907699585,17.9055824279785,103.906715393066
"81",81,323.5,2.4,1.5,"2004-02-08",1143,"Aqua","MODIS",57,6.2,297.8,42.8,"D",0,2004,2,27.983907699585,17.9055824279785,103.906715393066
"82",82,324.6,2.4,1.5,"2004-02-08",1143,"Aqua","MODIS",20,6.2,301.1,43.5,"D",0,2004,2,27.983907699585,17.9055824279785,103.906715393066
"83",83,324.6,1,1,"2004-02-09",1047,"Aqua","MODIS",68,6.2,303.4,10.8,"D",0,2004,2,NA,NA,NA
"84",84,335.8,1,1,"2004-02-09",1047,"Aqua","MODIS",85,6.2,304.2,24.2,"D",0,2004,2,NA,NA,NA
"85",85,326.4,1,1,"2004-02-09",1047,"Aqua","MODIS",57,6.2,305.4,11.8,"D",0,2004,2,31.7444038391113,24.5485496520996,304.055358886719
"86",86,322.4,1,1,"2004-02-09",1047,"Aqua","MODIS",62,6.2,302.2,8.9,"D",0,2004,2,31.442590713501,24.5415115356445,292.054595947266
"87",87,324.4,1,1,"2004-02-09",1047,"Aqua","MODIS",70,6.2,302.5,11.3,"D",0,2004,2,31.442590713501,24.5415115356445,292.054595947266
"88",88,334.3,1,1,"2004-02-09",1047,"Aqua","MODIS",85,6.2,304.7,19.6,"D",0,2004,2,31.4252662658691,24.4050331115723,329.446929931641
"89",89,312.2,1,1,"2004-02-09",2016,"Terra","MODIS",78,6.2,289.1,13,"N",0,2004,2,27.6111755371094,16.7999286651611,237.427703857422
"90",90,306.3,1,1,"2004-02-09",2016,"Terra","MODIS",48,6.2,284.2,9.2,"N",0,2004,2,27.6111755371094,16.7999286651611,237.427703857422
"91",91,305.9,1,1,"2004-02-09",2016,"Terra","MODIS",33,6.2,283.6,8.7,"N",0,2004,2,27.8475570678711,17.0676498413086,238.533920288086
"92",92,328.6,1.1,1,"2004-02-09",2309,"Aqua","MODIS",100,6.2,290.4,30.6,"N",0,2004,2,27.8943634033203,16.7311019897461,264.087951660156
