"","X","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","type","year","month","max_temp","min_temp","rainfall"
"1",1,329.7,1.6,1.2,"2004-06-02",741,"Terra","MODIS",83,6.2,291,50.6,"D",0,2004,6,17.3912525177002,4.83399343490601,56.5374298095703
"2",2,342.4,1.6,1.2,"2004-06-02",741,"Terra","MODIS",91,6.2,292.1,90,"D",0,2004,6,17.3912525177002,4.83399343490601,56.5374298095703
"3",3,312.6,1.1,1.1,"2004-06-02",742,"Terra","MODIS",48,6.2,296.5,4.7,"D",0,2004,6,29.6713943481445,19.0517024993896,35.0347671508789
"4",4,312.4,3.9,1.8,"2004-06-03",825,"Terra","MODIS",45,6.2,292.7,28.3,"D",0,2004,6,31.7006664276123,22.4730587005615,29.0428791046143
"5",5,318.7,3.3,1.7,"2004-06-03",825,"Terra","MODIS",71,6.2,298.5,47.4,"D",0,2004,6,28.949390411377,18.3327045440674,23.9875869750977
"6",6,322.3,3.3,1.7,"2004-06-03",825,"Terra","MODIS",75,6.2,299.1,67.2,"D",0,2004,6,28.4710426330566,17.6255512237549,20.8417892456055
"7",7,321.7,1.6,1.2,"2004-06-03",1118,"Aqua","MODIS",64,6.2,304.1,13.1,"D",0,2004,6,28.5082187652588,17.8051280975342,22.7082176208496
"8",8,318.2,1.6,1.2,"2004-06-03",1118,"Aqua","MODIS",47,6.2,303.1,11.1,"D",0,2004,6,28.8283004760742,18.3339519500732,23.5177783966064
"9",9,327.7,1.6,1.2,"2004-06-03",1118,"Aqua","MODIS",76,6.2,306.7,23.9,"D",0,2004,6,28.4890937805176,17.2059745788574,18.1334400177002
"10",10,321.4,1.6,1.2,"2004-06-03",1118,"Aqua","MODIS",65,6.2,303.9,12.3,"D",0,2004,6,28.4710426330566,17.6255512237549,20.8417892456055
"11",11,321.6,1.6,1.2,"2004-06-03",1118,"Aqua","MODIS",65,6.2,304.6,13.5,"D",0,2004,6,28.4414882659912,17.1575508117676,17.937520980835
"12",12,327.2,1.5,1.2,"2004-06-03",1118,"Aqua","MODIS",74,6.2,311.4,28,"D",0,2004,6,28.3696269989014,15.920392036438,12.3625907897949
"13",13,324.6,1.6,1.2,"2004-06-03",1118,"Aqua","MODIS",72,6.2,306.2,16.9,"D",0,2004,6,28.3826141357422,17.2729263305664,18.7802925109863
"14",14,326.6,1.8,1.3,"2004-06-04",730,"Terra","MODIS",80,6.2,299,43.3,"D",0,2004,6,29.0447444915771,18.6229515075684,25.5367393493652
"15",15,316.2,4,1.9,"2004-06-04",1023,"Aqua","MODIS",55,6.2,298.6,43.9,"D",0,2004,6,29.0592842102051,16.7825469970703,13.6552133560181
"16",16,306.2,1,1,"2004-06-04",1951,"Terra","MODIS",67,6.2,294.1,5.5,"N",0,2004,6,33.133186340332,19.5426979064941,NA
"17",17,314.5,1.9,1.3,"2004-06-05",813,"Terra","MODIS",23,6.2,299.8,13.2,"D",0,2004,6,28.6575317382812,18.2181873321533,24.2405090332031
"18",18,320.3,1.9,1.3,"2004-06-05",813,"Terra","MODIS",67,6.2,300.1,25.3,"D",0,2004,6,28.4903182983398,17.9774227142334,23.556303024292
"19",19,326.6,1.9,1.3,"2004-06-05",813,"Terra","MODIS",79,6.2,299.6,41.8,"D",0,2004,6,28.4903182983398,17.9774227142334,23.556303024292
