"","X","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","type","year","month","max_temp","min_temp","rainfall"
"1",1,313.1,1.2,1.1,"2008-08-01",825,"Terra","MODIS",50,6.2,294.9,8.2,"D",0,2008,8,28.0136089324951,17.685453414917,156.941604614258
"2",2,303.8,2.3,1.5,"2008-08-01",2342,"Aqua","MODIS",57,6.2,288,21.3,"N",0,2008,8,35.6028633117676,22.4119892120361,38.6329879760742
"3",3,300.8,2.3,1.5,"2008-08-01",2342,"Aqua","MODIS",33,6.2,287.6,15.3,"N",0,2008,8,35.6028633117676,22.4119892120361,38.6329879760742
"4",4,328.7,4.7,2,"2008-08-02",1027,"Aqua","MODIS",65,6.2,302.4,102.5,"D",0,2008,8,36.347240447998,21.4004173278809,56.0046463012695
"5",5,318.3,1.1,1.1,"2008-08-03",1110,"Aqua","MODIS",71,6.2,300.3,10.7,"D",0,2008,8,29.2665405273438,16.5487308502197,212.505493164062
"6",6,313.9,1.1,1.1,"2008-08-03",1110,"Aqua","MODIS",51,6.2,299.3,5.7,"D",0,2008,8,29.2665405273438,16.5487308502197,212.505493164062
"7",7,340.3,1.1,1,"2008-08-05",1056,"Aqua","MODIS",89,6.2,303.5,39.6,"D",0,2008,8,29.8842754364014,18.8000774383545,104.503753662109
"8",8,352.6,1.1,1,"2008-08-05",1056,"Aqua","MODIS",96,6.2,306.1,66.7,"D",0,2008,8,30.045238494873,18.9787292480469,104.241386413574
"9",9,332.1,1.1,1,"2008-08-05",1056,"Aqua","MODIS",82,6.2,303.6,24.3,"D",0,2008,8,30.045238494873,18.9787292480469,104.241386413574
"10",10,345.4,1.1,1,"2008-08-05",1056,"Aqua","MODIS",92,6.2,304.3,48.3,"D",0,2008,8,30.045238494873,18.9787292480469,104.241386413574
"11",11,323.4,1.1,1,"2008-08-05",1056,"Aqua","MODIS",61,6.2,302.4,12.6,"D",0,2008,8,29.8842754364014,18.8000774383545,104.503753662109
"12",12,321.6,1,1,"2008-08-05",1057,"Aqua","MODIS",73,6.2,298.7,13.1,"D",0,2008,8,31.2148761749268,23.6998977661133,75.01611328125
"13",13,326.5,1,1,"2008-08-05",1057,"Aqua","MODIS",59,6.2,288.8,14.3,"D",0,2008,8,32.8306159973145,21.7692966461182,101.216995239258
"14",14,326.7,1,1,"2008-08-05",1058,"Aqua","MODIS",60,6.2,295.1,12.7,"D",0,2008,8,33.1350898742676,21.9639377593994,96.6893310546875
"15",15,328,3.8,1.8,"2008-08-06",842,"Terra","MODIS",60,6.2,304.5,74.2,"D",0,2008,8,36.9740142822266,21.5732498168945,54.4946975708008
"16",16,317.9,3.2,1.7,"2008-08-06",1139,"Aqua","MODIS",47,6.2,294.1,47.8,"D",0,2008,8,25.1389026641846,14.1356925964355,215.349472045898
"17",17,317.3,3.2,1.7,"2008-08-06",1139,"Aqua","MODIS",11,6.2,295.4,48.8,"D",0,2008,8,24.6534023284912,13.4835262298584,222.058929443359
"18",18,318.8,1.9,1.3,"2008-08-06",1140,"Aqua","MODIS",69,6.2,297.6,24.9,"D",0,2008,8,28.9340591430664,16.6498546600342,227.013809204102
"19",19,316.4,1.9,1.3,"2008-08-06",1140,"Aqua","MODIS",65,6.2,297.5,20.9,"D",0,2008,8,28.9340591430664,16.6498546600342,227.013809204102
"20",20,323,1.1,1.1,"2008-08-07",748,"Terra","MODIS",34,6.2,303.7,13.1,"D",0,2008,8,27.211893081665,16.2711219787598,175.565170288086
"21",21,320.5,1,1,"2008-08-07",748,"Terra","MODIS",63,6.2,300.7,10.7,"D",0,2008,8,31.5081443786621,23.5019512176514,53.4601097106934
"22",22,328.1,1.9,1.3,"2008-08-07",1044,"Aqua","MODIS",77,6.2,288,47.7,"D",0,2008,8,25.2001342773438,14.014573097229,211.166046142578
"23",23,327.2,1.9,1.3,"2008-08-07",1044,"Aqua","MODIS",67,6.2,296.1,44.9,"D",0,2008,8,25.9248924255371,15.0027875900269,200.947387695312
"24",24,345.3,1.9,1.3,"2008-08-07",1044,"Aqua","MODIS",87,6.2,296.1,112.8,"D",0,2008,8,25.9248924255371,15.0027875900269,200.947387695312
"25",25,352.9,1.9,1.3,"2008-08-07",1044,"Aqua","MODIS",96,6.2,296.9,153.4,"D",0,2008,8,25.9248924255371,15.0027875900269,200.947387695312
"26",26,335.7,1.9,1.3,"2008-08-07",1044,"Aqua","MODIS",80,6.2,290.1,73.7,"D",0,2008,8,25.9248924255371,15.0027875900269,200.947387695312
