"","X","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","type","year","month","max_temp","min_temp","rainfall"
"1",1,325.7,1,1,"2001-02-02",754,"Terra","MODIS",65,6.2,307.5,10,"D",0,2001,2,33.7652549743652,24.0738067626953,155.515777587891
"2",2,320.9,1,1,"2001-02-02",754,"Terra","MODIS",30,6.2,305.9,7.2,"D",0,2001,2,33.3923149108887,24.0755195617676,166.46614074707
"3",3,331,1,1,"2001-02-02",754,"Terra","MODIS",76,6.2,305,19.2,"D",0,2001,2,33.3923149108887,24.0755195617676,166.46614074707
"4",4,320.9,1,1,"2001-02-02",754,"Terra","MODIS",39,6.2,305.1,7.5,"D",0,2001,2,33.4179496765137,24.179084777832,155.405838012695
"5",5,340.1,1,1,"2001-02-02",754,"Terra","MODIS",86,6.2,306.5,32.9,"D",0,2001,2,33.4179496765137,24.179084777832,155.405838012695
"6",6,337.5,1,1,"2001-02-02",754,"Terra","MODIS",84,6.2,305.4,29.1,"D",0,2001,2,33.4179496765137,24.179084777832,155.405838012695
"7",7,339,1,1,"2001-02-02",754,"Terra","MODIS",85,6.2,303.9,31.6,"D",0,2001,2,33.4179496765137,24.179084777832,155.405838012695
"8",8,322.9,1,1,"2001-02-02",754,"Terra","MODIS",51,6.2,307.2,8.4,"D",0,2001,2,33.305004119873,24.26389503479,197.521774291992
"9",9,319.9,1,1,"2001-02-02",754,"Terra","MODIS",40,6.2,302.4,7.1,"D",0,2001,2,33.3633117675781,24.3532810211182,180.155578613281
"10",10,325.6,1,1,"2001-02-02",754,"Terra","MODIS",68,6.2,301.1,12.1,"D",0,2001,2,33.2131118774414,24.5103397369385,285.95751953125
"11",11,328.6,1,1,"2001-02-02",754,"Terra","MODIS",75,6.2,305,16.7,"D",0,2001,2,33.2131118774414,24.5103397369385,285.95751953125
"12",12,341.8,1,1,"2001-02-02",754,"Terra","MODIS",89,6.2,302.3,36.1,"D",0,2001,2,33.2131118774414,24.5103397369385,285.95751953125
"13",13,328,1.4,1.2,"2001-02-02",754,"Terra","MODIS",79,6.2,305.2,21.4,"D",0,2001,2,30.5363826751709,17.6290893554688,31.4657001495361
"14",14,329.6,1.4,1.2,"2001-02-02",754,"Terra","MODIS",81,6.2,303.4,25.3,"D",0,2001,2,30.4525127410889,17.785457611084,34.951904296875
"15",15,319,1.5,1.2,"2001-02-03",836,"Terra","MODIS",43,6.2,307.3,10.6,"D",0,2001,2,24.9679698944092,11.3252286911011,94.9829254150391
"16",16,319.5,1.4,1.2,"2001-02-03",836,"Terra","MODIS",48,6.2,308.3,9.6,"D",0,2001,2,26.5060520172119,13.0234270095825,94.6474838256836
"17",17,315.2,1.4,1.2,"2001-02-03",837,"Terra","MODIS",62,6.2,303,8.7,"D",0,2001,2,27.5529174804688,16.2986240386963,119.890525817871
"18",18,319.1,4.3,1.9,"2001-02-03",837,"Terra","MODIS",61,6.2,299.1,65.9,"D",0,2001,2,33.2131118774414,24.5103397369385,285.95751953125
"19",19,316.6,4.3,1.9,"2001-02-03",837,"Terra","MODIS",42,6.2,298.7,46.2,"D",0,2001,2,33.0970916748047,24.5229015350342,299.657409667969
