"","X","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","type","year","month","max_temp","min_temp","rainfall"
"1",1,355.9,1.6,1.3,"2005-03-01",741,"Terra","MODIS",85,6.2,285.2,155.2,"D",0,2005,3,18.9069366455078,6.11582946777344,44.0179862976074
"2",2,331.2,1.2,1.1,"2005-03-01",741,"Terra","MODIS",68,6.2,294.4,17.3,"D",0,2005,3,28.1148815155029,17.1769924163818,7.77211856842041
"3",3,329.8,1,1,"2005-03-01",741,"Terra","MODIS",72,6.2,302.4,18.4,"D",0,2005,3,30.64674949646,22.9130306243896,100.211906433105
"4",4,323.4,1,1,"2005-03-01",741,"Terra","MODIS",31,6.2,300.2,9.3,"D",0,2005,3,30.685432434082,23.0132141113281,97.644775390625
"5",5,314.2,1.6,1.3,"2005-03-01",741,"Terra","MODIS",30,6.2,274.6,23.8,"D",0,2005,3,18.8607292175293,6.60311460494995,43.2970542907715
"6",6,354.6,1.2,1.1,"2005-03-01",741,"Terra","MODIS",96,6.2,300,73.1,"D",0,2005,3,28.1148815155029,17.1769924163818,7.77211856842041
"7",7,341.1,1.2,1.1,"2005-03-01",741,"Terra","MODIS",86,6.2,299.1,37.5,"D",0,2005,3,28.1148815155029,17.1769924163818,7.77211856842041
"8",8,341.9,1.2,1.1,"2005-03-01",742,"Terra","MODIS",87,6.2,305.1,35.4,"D",0,2005,3,27.8072376251221,16.9041557312012,5.95741558074951
"9",9,326.9,1.2,1.1,"2005-03-01",742,"Terra","MODIS",59,6.2,303.3,8.5,"D",0,2005,3,27.8072376251221,16.9041557312012,5.95741558074951
"10",10,331.8,1.2,1.1,"2005-03-01",742,"Terra","MODIS",71,6.2,305,13.3,"D",0,2005,3,27.9797992706299,17.0461769104004,6.27991199493408
"11",11,334.6,1.2,1.1,"2005-03-01",742,"Terra","MODIS",79,6.2,305.3,20.6,"D",0,2005,3,27.9797992706299,17.0461769104004,6.27991199493408
"12",12,331.5,1.2,1.1,"2005-03-01",742,"Terra","MODIS",66,6.2,304.6,13.7,"D",0,2005,3,27.8072376251221,16.9041557312012,5.95741558074951
"13",13,323.6,2,1.4,"2005-03-01",1033,"Aqua","MODIS",67,6.2,297.4,28.8,"D",0,2005,3,30.1235084533691,21.0463123321533,39.8572196960449
"14",14,334.1,1.3,1.1,"2005-03-01",1034,"Aqua","MODIS",67,6.2,310.7,15.9,"D",0,2005,3,31.1036567687988,22.8361320495605,77.0083160400391
"15",15,322,1.8,1.3,"2005-03-01",1034,"Aqua","MODIS",45,6.2,292.5,18.9,"D",0,2005,3,28.9150733947754,20.6260032653809,39.9486503601074
"16",16,330.4,1.7,1.3,"2005-03-01",1034,"Aqua","MODIS",76,6.2,295.1,39.9,"D",0,2005,3,28.7883892059326,20.5597686767578,44.9052848815918
"17",17,332.8,1.5,1.2,"2005-03-01",1034,"Aqua","MODIS",66,6.2,301.3,29,"D",0,2005,3,30.284294128418,23.0619659423828,124.806266784668
"18",18,338.1,1.3,1.1,"2005-03-01",1034,"Aqua","MODIS",79,6.2,309.9,25.6,"D",0,2005,3,31.0640277862549,22.8442878723145,78.0521621704102
"19",19,329.3,1.5,1.2,"2005-03-01",1034,"Aqua","MODIS",64,6.2,302.6,21.6,"D",0,2005,3,30.1994380950928,23.1022052764893,133.446823120117
"20",20,335,1.3,1.1,"2005-03-01",1034,"Aqua","MODIS",73,6.2,308.7,18.6,"D",0,2005,3,31.0640277862549,22.8442878723145,78.0521621704102
"21",21,342.6,1.3,1.1,"2005-03-01",1034,"Aqua","MODIS",85,6.2,310.2,37.1,"D",0,2005,3,31.0640277862549,22.8442878723145,78.0521621704102
"22",22,331.3,1.6,1.2,"2005-03-01",1034,"Aqua","MODIS",70,6.2,301.9,25.6,"D",0,2005,3,30.3353958129883,23.0768795013428,129.997451782227
"23",23,328.4,1.7,1.3,"2005-03-01",1034,"Aqua","MODIS",58,6.2,292.6,34.7,"D",0,2005,3,28.7883892059326,20.5597686767578,44.9052848815918
"24",24,327.8,2.2,1.5,"2005-03-01",1034,"Aqua","MODIS",52,6.2,293.8,25.2,"D",0,2005,3,28.1148815155029,17.1769924163818,7.77211856842041
"25",25,343.8,2.2,1.4,"2005-03-01",1034,"Aqua","MODIS",90,6.2,298.7,105.4,"D",0,2005,3,28.1148815155029,17.1769924163818,7.77211856842041
"26",26,333.3,1.6,1.2,"2005-03-01",1034,"Aqua","MODIS",75,6.2,303.4,24.8,"D",0,2005,3,30.5770645141602,23.1244049072266,120.292945861816
"27",27,329.2,1.5,1.2,"2005-03-01",1034,"Aqua","MODIS",58,6.2,301.6,21.3,"D",0,2005,3,30.2243824005127,23.0913162231445,134.236450195312
"28",28,349.2,1.5,1.2,"2005-03-01",1034,"Aqua","MODIS",81,6.2,302.5,81.3,"D",0,2005,3,30.1994380950928,23.1022052764893,133.446823120117
"29",29,348.3,2.1,1.4,"2005-03-01",1034,"Aqua","MODIS",93,6.2,301.9,117.9,"D",0,2005,3,28.2914485931396,18.2696800231934,8.64577674865723
"30",30,336.1,1.6,1.3,"2005-03-01",1034,"Aqua","MODIS",0,6.2,295.1,49.5,"D",0,2005,3,NA,NA,NA
"31",31,343,2.2,1.4,"2005-03-01",1034,"Aqua","MODIS",89,6.2,299.7,100.1,"D",0,2005,3,28.1148815155029,17.1769924163818,7.77211856842041
