"","X","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","type","year","month","max_temp","min_temp","rainfall"
"1",1,334.8,1.3,1.1,"2005-01-01",758,"Terra","MODIS",82,6.2,308.3,34.9,"D",0,2005,1,34.4672775268555,22.4228572845459,7.79626989364624
"2",2,315.9,1.1,1.1,"2005-01-01",759,"Terra","MODIS",51,6.2,301.5,7.8,"D",0,2005,1,24.3609237670898,9.59228515625,25.1869239807129
"3",3,320.7,1.3,1.1,"2005-01-01",800,"Terra","MODIS",56,6.2,298.1,14.1,"D",0,2005,1,29.8370037078857,23.1556015014648,22.8154621124268
"4",4,326.2,1.3,1.1,"2005-01-01",800,"Terra","MODIS",73,6.2,305.2,20.3,"D",0,2005,1,30.796028137207,22.8688163757324,25.1930561065674
"5",5,324.2,1.3,1.1,"2005-01-01",800,"Terra","MODIS",69,6.2,306,16.6,"D",0,2005,1,30.863525390625,22.8367023468018,22.8883991241455
"6",6,323.2,1,1,"2005-01-01",1052,"Aqua","MODIS",44,6.2,305.8,8,"D",0,2005,1,29.9764537811279,22.3039073944092,22.8102321624756
"7",7,321.2,1,1,"2005-01-01",1052,"Aqua","MODIS",69,6.2,304.6,8.2,"D",0,2005,1,29.5521011352539,22.3999004364014,25.2327728271484
"8",8,326.6,1,1,"2005-01-01",1052,"Aqua","MODIS",60,6.2,307.5,8.7,"D",0,2005,1,30.0242538452148,22.2025527954102,28.3487892150879
"9",9,332.2,1,1,"2005-01-01",1053,"Aqua","MODIS",72,6.2,313.5,12,"D",0,2005,1,30.796028137207,22.8688163757324,25.1930561065674
"10",10,327.4,1,1,"2005-01-01",1053,"Aqua","MODIS",68,6.2,310.3,11,"D",0,2005,1,30.6220817565918,23.5438861846924,26.1069030761719
"11",11,331.5,1,1,"2005-01-01",1053,"Aqua","MODIS",75,6.2,312.9,15.6,"D",0,2005,1,30.9546947479248,23.5218448638916,18.5354118347168
