"","X","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","type","year","month","max_temp","min_temp","rainfall"
"1",1,332.1,2.3,1.5,"2003-12-01",831,"Terra","MODIS",43,6.2,306.4,42.3,"D",0,2003,12,38.2988967895508,23.4274120330811,103.960296630859
"2",2,314,3.9,1.8,"2003-12-01",831,"Terra","MODIS",26,6.2,290.4,55.6,"D",0,2003,12,36.0458030700684,23.937780380249,185.415100097656
"3",3,336,2.1,1.4,"2003-12-01",832,"Terra","MODIS",87,6.2,306.2,69.6,"D",0,2003,12,26.5805892944336,15.0268507003784,206.751449584961
"4",4,331.8,2.1,1.4,"2003-12-01",832,"Terra","MODIS",80,6.2,306.6,52.3,"D",0,2003,12,26.5805892944336,15.0268507003784,206.751449584961
"5",5,323.7,1.3,1.1,"2003-12-01",1124,"Aqua","MODIS",53,6.2,305,14.3,"D",0,2003,12,29.1611461639404,17.5517330169678,376.255432128906
"6",6,327.6,1.4,1.2,"2003-12-01",1124,"Aqua","MODIS",75,6.2,307.5,19.3,"D",0,2003,12,24.992374420166,12.3048553466797,262.849975585938
"7",7,328.8,1.4,1.2,"2003-12-01",1124,"Aqua","MODIS",79,6.2,306.3,21.3,"D",0,2003,12,24.992374420166,12.3048553466797,262.849975585938
"8",8,327.9,1.3,1.2,"2003-12-01",1124,"Aqua","MODIS",75,6.2,306,18.6,"D",0,2003,12,26.5616359710693,13.8582286834717,216.276702880859
"9",9,318.8,2.2,1.4,"2003-12-01",1124,"Aqua","MODIS",33,6.2,295.9,17.9,"D",0,2003,12,32.7718658447266,22.9340286254883,121.382583618164
"10",10,319.1,4.5,2,"2003-12-02",1029,"Aqua","MODIS",67,6.2,292.7,76.2,"D",0,2003,12,25.2708511352539,13.4077119827271,173.01286315918
"11",11,318.7,4.5,2,"2003-12-02",1029,"Aqua","MODIS",58,6.2,292.8,70.2,"D",0,2003,12,25.2825984954834,13.4564790725708,168.373138427734
"12",12,308.9,2.3,1.5,"2003-12-02",1029,"Aqua","MODIS",29,6.2,284.8,26.1,"D",0,2003,12,34.2933235168457,24.4764080047607,116.498931884766
"13",13,305,1.2,1.1,"2003-12-02",1958,"Terra","MODIS",63,6.2,282.3,11.5,"N",0,2003,12,23.35325050354,11.2688045501709,280.949890136719
"14",14,312.6,2.6,1.5,"2003-12-03",819,"Terra","MODIS",17,6.2,293.2,26.8,"D",0,2003,12,34.3288536071777,24.4707813262939,117.803184509277
"15",15,314.3,2.6,1.5,"2003-12-03",819,"Terra","MODIS",54,6.2,294.3,31.6,"D",0,2003,12,34.3288536071777,24.4707813262939,117.803184509277
"16",16,347,1,1,"2003-12-03",1112,"Aqua","MODIS",92,6.2,311.2,38.1,"D",0,2003,12,30.5976181030273,18.1022396087646,147.885391235352
"17",17,315.4,4,1.9,"2003-12-04",1017,"Aqua","MODIS",16,6.2,292.3,52,"D",0,2003,12,35.1687927246094,23.896183013916,203.366882324219
"18",18,301.4,2.1,1.4,"2003-12-04",1945,"Terra","MODIS",40,6.2,286.7,16.3,"N",0,2003,12,25.9385032653809,15.0749521255493,155.691009521484
"19",19,318.9,1.2,1.1,"2003-12-05",806,"Terra","MODIS",41,6.2,301,17.8,"D",0,2003,12,35.6254005432129,23.4471683502197,175.185882568359
"20",20,324.6,1.1,1,"2003-12-05",806,"Terra","MODIS",34,6.2,298.7,7.1,"D",0,2003,12,37.359977722168,21.8534069061279,104.189811706543
"21",21,327.3,1.1,1,"2003-12-05",806,"Terra","MODIS",57,6.2,298.2,10.8,"D",0,2003,12,37.359977722168,21.8534069061279,104.189811706543
"22",22,322.9,1.1,1,"2003-12-05",806,"Terra","MODIS",38,6.2,297.5,6.1,"D",0,2003,12,37.359977722168,21.8534069061279,104.189811706543
"23",23,314.6,1,1,"2003-12-05",807,"Terra","MODIS",67,6.2,295.5,6.5,"D",0,2003,12,27.8563404083252,16.4606342315674,386.626678466797
"24",24,325.3,1.2,1.1,"2003-12-05",1100,"Aqua","MODIS",41,6.2,297,15.4,"D",0,2003,12,25.2825984954834,13.4564790725708,168.373138427734
"25",25,321.3,1.2,1.1,"2003-12-07",755,"Terra","MODIS",50,6.2,299.1,11.4,"D",0,2003,12,25.2366409301758,14.5382471084595,163.500915527344
"26",26,322.8,1.1,1,"2003-12-07",755,"Terra","MODIS",37,6.2,306.2,12.1,"D",0,2003,12,33.6787414550781,25.4602966308594,127.817810058594
"27",27,317.2,1,1,"2003-12-07",1048,"Aqua","MODIS",12,6.2,298.1,6.2,"D",0,2003,12,35.7904510498047,22.989164352417,125.896148681641
"28",28,321.6,1.8,1.3,"2003-12-08",1131,"Aqua","MODIS",75,6.2,281.2,29.4,"D",0,2003,12,25.3517227172852,12.365424156189,232.649887084961
"29",29,323.7,2,1.4,"2003-12-09",1034,"Aqua","MODIS",59,6.2,300.9,27.2,"D",0,2003,12,32.6562232971191,24.4327239990234,81.3225555419922
"30",30,332.4,1.2,1.1,"2003-12-12",814,"Terra","MODIS",47,6.2,309.6,14,"D",0,2003,12,32.476505279541,21.0000553131104,67.7716445922852
"31",31,332.6,1.1,1,"2003-12-12",1105,"Aqua","MODIS",66,6.2,308,16.6,"D",0,2003,12,31.1099815368652,21.8832473754883,45.5198173522949
"32",32,321.8,1.1,1.1,"2003-12-12",1105,"Aqua","MODIS",50,6.2,302.3,8.3,"D",0,2003,12,32.6330795288086,24.2501373291016,118.349548339844
"33",33,336.8,1.1,1.1,"2003-12-12",1105,"Aqua","MODIS",85,6.2,301.3,31.1,"D",0,2003,12,32.5484580993652,24.7072887420654,120.837913513184
"34",34,300.1,2.3,1.5,"2003-12-13",2233,"Aqua","MODIS",16,6.2,289.1,13.2,"N",0,2003,12,31.005973815918,20.6090641021729,60.9718742370605
"35",35,305.1,2.3,1.5,"2003-12-13",2233,"Aqua","MODIS",63,6.2,289.1,22.6,"N",0,2003,12,31.005973815918,20.6090641021729,60.9718742370605
"36",36,319.7,1,1,"2003-12-14",801,"Terra","MODIS",41,6.2,306.6,6.6,"D",0,2003,12,23.1343441009521,12.4129095077515,192.357986450195
"37",37,314,1.1,1.1,"2003-12-14",801,"Terra","MODIS",48,6.2,301.1,5.7,"D",0,2003,12,26.7003726959229,14.1416454315186,225.170318603516
"38",38,331.1,1,1,"2003-12-14",802,"Terra","MODIS",75,6.2,300.4,23.8,"D",0,2003,12,31.005973815918,20.6090641021729,60.9718742370605
"39",39,327.6,1,1,"2003-12-14",1052,"Aqua","MODIS",23,6.2,302.9,15.3,"D",0,2003,12,NA,NA,NA
