"","X","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","type","year","month","max_temp","min_temp","rainfall"
"1",1,320.1,1.4,1.2,"2009-05-01",730,"Terra","MODIS",61,6.2,297.2,15.3,"D",0,2009,5,32.559928894043,23.5659027099609,27.5852851867676
"2",2,319.1,2.2,1.4,"2009-05-02",813,"Terra","MODIS",44,6.2,299.1,29.4,"D",0,2009,5,33.3544273376465,22.8271465301514,23.4909439086914
"3",3,365.3,1.1,1,"2009-05-02",813,"Terra","MODIS",100,6.2,298.7,109.2,"D",0,2009,5,18.8603439331055,7.66372108459473,104.90161895752
"4",4,327.2,1.1,1,"2009-05-02",813,"Terra","MODIS",81,6.2,295.4,25,"D",0,2009,5,18.8603439331055,7.66372108459473,104.90161895752
"5",5,323,1.1,1,"2009-05-02",813,"Terra","MODIS",76,6.2,297.2,20.6,"D",0,2009,5,17.9847564697266,7.29358005523682,107.592956542969
"6",6,326.5,1,1,"2009-05-02",1113,"Aqua","MODIS",0,6.2,295,19.2,"D",0,2009,5,18.8603439331055,7.66372108459473,104.90161895752
"7",7,327.3,1,1,"2009-05-02",1113,"Aqua","MODIS",68,6.2,296.1,20.7,"D",0,2009,5,18.8603439331055,7.66372108459473,104.90161895752
"8",8,315.3,1,1,"2009-05-02",1113,"Aqua","MODIS",32,6.2,293,9.6,"D",0,2009,5,17.9847564697266,7.29358005523682,107.592956542969
"9",9,314,2.3,1.5,"2009-05-03",718,"Terra","MODIS",28,6.2,294.9,22.8,"D",0,2009,5,32.6570281982422,23.5460224151611,28.3236312866211
"10",10,312.8,2.3,1.5,"2009-05-03",718,"Terra","MODIS",46,6.2,293.4,21.2,"D",0,2009,5,32.559928894043,23.5659027099609,27.5852851867676
"11",11,319.6,1.5,1.2,"2009-05-04",801,"Terra","MODIS",42,6.2,301.4,19.8,"D",0,2009,5,32.5684051513672,23.5415420532227,26.9680938720703
"12",12,327.6,1.1,1.1,"2009-05-04",801,"Terra","MODIS",70,6.2,297.1,24.5,"D",0,2009,5,24.8647575378418,12.1678686141968,131.094146728516
"13",13,314.9,1.2,1.1,"2009-05-04",801,"Terra","MODIS",58,6.2,299.7,7.2,"D",0,2009,5,28.1175537109375,14.8618822097778,96.1604156494141
"14",14,332.2,1,1,"2009-05-04",1100,"Aqua","MODIS",50,6.2,308.4,13.4,"D",0,2009,5,33.1843910217285,23.7356128692627,37.6168365478516
"15",15,351.9,1,1,"2009-05-04",1100,"Aqua","MODIS",95,6.2,305.9,48,"D",0,2009,5,33.0224761962891,23.9940013885498,40.9723930358887
"16",16,326.7,1,1,"2009-05-04",1100,"Aqua","MODIS",60,6.2,305.4,7.4,"D",0,2009,5,32.6696662902832,22.4652671813965,21.6574020385742
"17",17,331,3.9,1.8,"2009-05-05",843,"Terra","MODIS",67,6.2,306.5,111.4,"D",0,2009,5,36.3017501831055,21.5450325012207,12.9377069473267
