"","X","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","type","year","month","max_temp","min_temp","rainfall"
"1",1,320.9,3.5,1.8,"2007-12-01",847,"Terra","MODIS",54,6.2,298.1,28.2,"D",0,2007,12,35.6882820129395,22.3938026428223,108.876235961914
"2",2,328.8,3.5,1.8,"2007-12-01",847,"Terra","MODIS",80,6.2,298.6,84.2,"D",0,2007,12,35.6523857116699,22.4095325469971,109.174522399902
"3",3,312.8,3.6,1.8,"2007-12-01",849,"Terra","MODIS",54,6.2,292.2,39.4,"D",0,2007,12,28.1046752929688,17.8563632965088,198.651626586914
"4",4,331.1,3.3,1.7,"2007-12-01",1146,"Aqua","MODIS",75,6.2,300.9,77.4,"D",0,2007,12,35.6523857116699,22.4095325469971,109.174522399902
"5",5,329.9,3.3,1.7,"2007-12-01",1146,"Aqua","MODIS",80,6.2,299.7,75.8,"D",0,2007,12,35.7042617797852,22.3228759765625,112.547897338867
"6",6,336.9,1.7,1.3,"2007-12-02",752,"Terra","MODIS",85,6.2,299.6,54.4,"D",0,2007,12,35.8001403808594,22.2682209014893,114.795623779297
"7",7,327.2,1.7,1.3,"2007-12-02",752,"Terra","MODIS",64,6.2,299.6,27.2,"D",0,2007,12,35.8001403808594,22.2682209014893,114.795623779297
"8",8,331.6,1.7,1.3,"2007-12-02",752,"Terra","MODIS",79,6.2,299,39.7,"D",0,2007,12,35.8001403808594,22.2682209014893,114.795623779297
"9",9,324.5,1.7,1.3,"2007-12-02",752,"Terra","MODIS",66,6.2,303.2,15.3,"D",0,2007,12,35.9768981933594,22.5158500671387,106.054611206055
"10",10,325.8,1.8,1.3,"2007-12-02",752,"Terra","MODIS",54,6.2,300,21.5,"D",0,2007,12,35.7942543029785,22.06960105896,124.312103271484
"11",11,322.6,1.7,1.3,"2007-12-02",752,"Terra","MODIS",50,6.2,297.5,16.1,"D",0,2007,12,35.7807312011719,22.059009552002,126.234283447266
"12",12,325.5,1.8,1.3,"2007-12-02",752,"Terra","MODIS",62,6.2,297.8,21,"D",0,2007,12,35.7942543029785,22.06960105896,124.312103271484
"13",13,324.9,1.7,1.3,"2007-12-02",752,"Terra","MODIS",63,6.2,299.3,20.8,"D",0,2007,12,35.900016784668,22.1895656585693,117.043228149414
"14",14,325.6,1.5,1.2,"2007-12-02",754,"Terra","MODIS",73,6.2,305.1,19.6,"D",0,2007,12,29.0403709411621,17.303503036499,236.0732421875
"15",15,330.7,1.1,1,"2007-12-02",1048,"Aqua","MODIS",81,6.2,299.8,21.5,"D",0,2007,12,29.8154067993164,24.1171321868896,139.453063964844
"16",16,333,2.5,1.5,"2007-12-02",1049,"Aqua","MODIS",75,6.2,296.4,104.4,"D",0,2007,12,28.2574062347412,17.887996673584,185.912322998047
"17",17,377.6,2.5,1.5,"2007-12-02",1049,"Aqua","MODIS",87,6.2,298.1,529.3,"D",0,2007,12,28.2574062347412,17.887996673584,185.912322998047
"18",18,319.2,2.6,1.5,"2007-12-02",1049,"Aqua","MODIS",58,6.2,289.4,50.6,"D",0,2007,12,27.9653091430664,18.0218162536621,186.590545654297
"19",19,350.4,2.5,1.5,"2007-12-02",1049,"Aqua","MODIS",90,6.2,294.9,218.6,"D",0,2007,12,28.1193580627441,17.9189071655273,192.225112915039
"20",20,315.1,1.7,1.3,"2007-12-02",1049,"Aqua","MODIS",0,6.2,288.7,20,"D",0,2007,12,23.1000061035156,11.983510017395,91.475212097168
"21",21,345.9,1.8,1.3,"2007-12-02",1051,"Aqua","MODIS",91,6.2,302.3,86.2,"D",0,2007,12,35.7942543029785,22.06960105896,124.312103271484
"22",22,337.8,1.8,1.3,"2007-12-02",1051,"Aqua","MODIS",85,6.2,302.3,56.4,"D",0,2007,12,35.777286529541,22.1495933532715,123.431495666504
"23",23,345.3,1.8,1.3,"2007-12-02",1051,"Aqua","MODIS",91,6.2,301,85.3,"D",0,2007,12,35.7942543029785,22.06960105896,124.312103271484
"24",24,352.9,1.8,1.3,"2007-12-02",1051,"Aqua","MODIS",96,6.2,303,124.8,"D",0,2007,12,35.7942543029785,22.06960105896,124.312103271484
