"","X","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","type","year","month","max_temp","min_temp","rainfall"
"1",1,317.1,1.9,1.4,"2003-10-01",723,"Terra","MODIS",37,6.2,295.6,19.2,"D",0,2003,10,32.6373138427734,25.2587280273438,1.66068613529205
"2",2,320.2,1.9,1.3,"2003-10-01",723,"Terra","MODIS",49,6.2,299.6,18.9,"D",0,2003,10,32.4743614196777,25.2546577453613,1.08754932880402
"3",3,314.8,4.7,2,"2003-10-01",1016,"Aqua","MODIS",48,6.2,291.2,49.2,"D",0,2003,10,30.2748851776123,19.7627429962158,1.5619705915451
"4",4,314.6,3.2,1.7,"2003-10-01",1016,"Aqua","MODIS",44,6.2,294.9,37,"D",0,2003,10,32.3196449279785,25.254524230957,0.832589745521545
"5",5,316.9,3.2,1.7,"2003-10-01",1016,"Aqua","MODIS",62,6.2,296.6,43.3,"D",0,2003,10,32.3196449279785,25.254524230957,0.832589745521545
"6",6,337.5,1,1,"2003-10-02",1058,"Aqua","MODIS",85,6.2,305.7,24.2,"D",0,2003,10,32.6110610961914,23.7397918701172,5.25392532348633
"7",7,328.8,1,1,"2003-10-02",1058,"Aqua","MODIS",78,6.2,299.9,15.1,"D",0,2003,10,34.0244369506836,23.9557361602783,11.4557237625122
"8",8,320.8,1,1,"2003-10-02",1058,"Aqua","MODIS",62,6.2,299.1,11.1,"D",0,2003,10,NA,NA,NA
"9",9,334.8,1.1,1.1,"2003-10-02",1058,"Aqua","MODIS",82,6.2,302.4,25.7,"D",0,2003,10,32.5771293640137,25.2549018859863,1.39487981796265
"10",10,325.4,1.1,1.1,"2003-10-02",1058,"Aqua","MODIS",20,6.2,300.6,11.5,"D",0,2003,10,32.4355926513672,25.2590560913086,1.38064193725586
"11",11,334.1,1,1,"2003-10-02",1058,"Aqua","MODIS",82,6.2,299.2,25.3,"D",0,2003,10,31.3163814544678,23.0375480651855,4.61374139785767
"12",12,323.6,1.1,1.1,"2003-10-02",1058,"Aqua","MODIS",44,6.2,299.6,11.9,"D",0,2003,10,32.4715576171875,25.2480373382568,1.70428061485291
"13",13,324.3,1.1,1.1,"2003-10-02",1058,"Aqua","MODIS",27,6.2,300.9,9.8,"D",0,2003,10,32.4248161315918,25.2924041748047,1.37288904190063
"14",14,327,1,1,"2003-10-02",1059,"Aqua","MODIS",40,6.2,304.3,10.5,"D",0,2003,10,28.5236358642578,16.3616638183594,2.56386876106262
"15",15,329.4,1,1,"2003-10-02",1059,"Aqua","MODIS",46,6.2,306.9,13.5,"D",0,2003,10,29.4104995727539,18.4659271240234,3.29452347755432
"16",16,332.9,1,1,"2003-10-02",1059,"Aqua","MODIS",39,6.2,308,17.7,"D",0,2003,10,28.5914268493652,17.288667678833,2.54541063308716
"17",17,331.3,1,1,"2003-10-02",1059,"Aqua","MODIS",58,6.2,308,16.1,"D",0,2003,10,28.5914268493652,17.288667678833,2.54541063308716
"18",18,334.3,1,1,"2003-10-02",1059,"Aqua","MODIS",64,6.2,306.4,19.8,"D",0,2003,10,28.6004734039307,17.545223236084,2.43743753433228
"19",19,336.8,1,1,"2003-10-02",1059,"Aqua","MODIS",77,6.2,305.8,23.4,"D",0,2003,10,34.1593055725098,24.214916229248,1.26547741889954
"20",20,323.7,1,1,"2003-10-02",1059,"Aqua","MODIS",16,6.2,297.9,7.2,"D",0,2003,10,34.1593055725098,24.214916229248,1.26547741889954
"21",21,333,1,1,"2003-10-02",1059,"Aqua","MODIS",33,6.2,311,13.5,"D",0,2003,10,30.324686050415,18.9829921722412,1.32804870605469
"22",22,336.9,1,1,"2003-10-02",1059,"Aqua","MODIS",81,6.2,305.2,23.6,"D",0,2003,10,29.4104995727539,18.4659271240234,3.29452347755432
"23",23,329.9,1.2,1.1,"2003-10-02",1059,"Aqua","MODIS",26,6.2,306.3,20.6,"D",0,2003,10,27.7482395172119,13.0772562026978,20.2782001495361
"24",24,373.2,1,1,"2003-10-02",1059,"Aqua","MODIS",100,6.2,316.1,107.7,"D",0,2003,10,28.9798545837402,16.0023441314697,3.47982406616211
"25",25,319.8,1.3,1.1,"2003-10-02",1059,"Aqua","MODIS",72,6.2,302,12.7,"D",0,2003,10,31.129280090332,16.7441005706787,9.38377952575684
"26",26,334.2,1,1,"2003-10-02",1059,"Aqua","MODIS",74,6.2,305.5,17.5,"D",0,2003,10,29.0593338012695,17.647705078125,3.02311086654663
"27",27,330.3,1.2,1.1,"2003-10-02",1059,"Aqua","MODIS",47,6.2,306.8,21.2,"D",0,2003,10,27.6962203979492,12.738826751709,19.7963752746582
"28",28,338.6,1,1,"2003-10-02",1059,"Aqua","MODIS",67,6.2,306.8,26.4,"D",0,2003,10,31.5031776428223,19.9800395965576,1.16286265850067
"29",29,326.7,1,1,"2003-10-02",1059,"Aqua","MODIS",30,6.2,304.2,11.4,"D",0,2003,10,29.153169631958,18.1231937408447,2.98718428611755
"30",30,343.3,1,1,"2003-10-02",1059,"Aqua","MODIS",89,6.2,302.8,38.4,"D",0,2003,10,30.4319953918457,20.0307445526123,1.96698832511902
"31",31,334.7,1,1,"2003-10-02",1059,"Aqua","MODIS",79,6.2,302.2,22.2,"D",0,2003,10,29.1230373382568,17.9572925567627,2.73299670219421
"32",32,320.9,1,1,"2003-10-02",1059,"Aqua","MODIS",0,6.2,291.4,12,"D",0,2003,10,30.1390895843506,19.9793167114258,4.28945732116699
"33",33,334,1,1,"2003-10-02",1059,"Aqua","MODIS",74,6.2,302.4,19.6,"D",0,2003,10,27.9427394866943,17.0628814697266,2.89110422134399
"34",34,330.4,1,1,"2003-10-02",1059,"Aqua","MODIS",26,6.2,309.9,10.9,"D",0,2003,10,30.324686050415,18.9829921722412,1.32804870605469
"35",35,331.6,1,1,"2003-10-02",1059,"Aqua","MODIS",79,6.2,302.1,20.1,"D",0,2003,10,31.0578670501709,20.7713432312012,3.68978118896484
"36",36,345.7,1,1,"2003-10-02",1059,"Aqua","MODIS",91,6.2,299.6,43.3,"D",0,2003,10,30.4319953918457,20.0307445526123,1.96698832511902
