"","X","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","type","year","month","max_temp","min_temp","rainfall"
"1",1,324.3,4.8,2,"2003-09-01",1142,"Aqua","MODIS",77,6.2,300.1,102.4,"D",0,2003,9,28.1654968261719,15.9051008224487,66.7872543334961
"2",2,324.6,4.8,2,"2003-09-01",1142,"Aqua","MODIS",77,6.2,300,103.8,"D",0,2003,9,28.1654968261719,15.9051008224487,66.7872543334961
"3",3,314.2,1.1,1.1,"2003-09-02",753,"Terra","MODIS",60,6.2,297.6,8.4,"D",0,2003,9,22.7255077362061,9.00920963287354,47.8199310302734
"4",4,322.6,1,1,"2003-09-02",753,"Terra","MODIS",61,6.2,296.4,11.6,"D",0,2003,9,25.1268730163574,15.5112981796265,56.1845855712891
"5",5,325.7,1,1,"2003-09-02",754,"Terra","MODIS",55,6.2,306.7,11.7,"D",0,2003,9,27.108699798584,20.3496646881104,63.6043434143066
"6",6,335.8,1.3,1.1,"2003-09-02",1046,"Aqua","MODIS",82,6.2,308.8,31.4,"D",0,2003,9,25.8806343078613,17.8972911834717,54.7065048217773
"7",7,313.5,2.3,1.5,"2003-09-02",1047,"Aqua","MODIS",65,6.2,294.8,22.4,"D",0,2003,9,26.9518947601318,16.5844974517822,87.5912857055664
"8",8,335.6,1,1,"2003-09-02",1047,"Aqua","MODIS",72,6.2,311.9,14,"D",0,2003,9,32.0219039916992,23.0034694671631,18.6841163635254
"9",9,338.3,1,1,"2003-09-02",1047,"Aqua","MODIS",77,6.2,311.6,17.6,"D",0,2003,9,32.0219039916992,23.0034694671631,18.6841163635254
"10",10,344,1,1,"2003-09-02",1047,"Aqua","MODIS",86,6.2,310.3,27.7,"D",0,2003,9,32.0219039916992,23.0034694671631,18.6841163635254
"11",11,311.8,2.3,1.5,"2003-09-02",1047,"Aqua","MODIS",60,6.2,294.6,18.3,"D",0,2003,9,26.9518947601318,16.5844974517822,87.5912857055664
"12",12,337.3,1,1,"2003-09-02",1047,"Aqua","MODIS",76,6.2,312.2,16.5,"D",0,2003,9,32.033748626709,22.9792251586914,19.0302772521973
"13",13,345.7,1,1,"2003-09-02",1047,"Aqua","MODIS",88,6.2,310.3,31.4,"D",0,2003,9,32.033748626709,22.9792251586914,19.0302772521973
"14",14,330.9,1.3,1.1,"2003-09-02",1047,"Aqua","MODIS",75,6.2,310.9,16,"D",0,2003,9,28.3896217346191,16.3013095855713,58.980339050293
"15",15,337,1.3,1.1,"2003-09-02",1047,"Aqua","MODIS",83,6.2,311.6,27.5,"D",0,2003,9,28.3896217346191,16.3013095855713,58.980339050293
