"","X","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","type","year","month","max_temp","min_temp","rainfall"
"1",1,325.8,1.4,1.2,"2007-10-01",741,"Terra","MODIS",72,6.2,297.7,13.4,"D",0,2007,10,30.8373546600342,19.0775527954102,11.6253490447998
"2",2,321,1.4,1.2,"2007-10-01",741,"Terra","MODIS",45,6.2,291.2,14.2,"D",0,2007,10,28.9728603363037,18.0625076293945,14.8358888626099
"3",3,331.5,1.4,1.2,"2007-10-01",741,"Terra","MODIS",81,6.2,298.4,23.9,"D",0,2007,10,30.8373546600342,19.0775527954102,11.6253490447998
"4",4,326,1.5,1.2,"2007-10-01",742,"Terra","MODIS",53,6.2,300.5,19.2,"D",0,2007,10,26.4235210418701,15.0403022766113,25.2917728424072
"5",5,332.5,1.6,1.2,"2007-10-01",742,"Terra","MODIS",82,6.2,299.3,41.6,"D",0,2007,10,25.3113632202148,14.3559427261353,25.036060333252
"6",6,333.6,2.1,1.4,"2007-10-01",1037,"Aqua","MODIS",84,6.2,310.3,37.1,"D",0,2007,10,30.9831466674805,19.3597278594971,11.5562705993652
"7",7,336.7,2,1.4,"2007-10-01",1037,"Aqua","MODIS",86,6.2,306.3,60,"D",0,2007,10,30.7938175201416,19.9024925231934,10.6451063156128
"8",8,315.4,2.2,1.4,"2007-10-01",1037,"Aqua","MODIS",22,6.2,287.7,21.6,"D",0,2007,10,29.0092086791992,18.9713859558105,18.7395668029785
"9",9,342.8,2.2,1.4,"2007-10-01",1037,"Aqua","MODIS",90,6.2,291.5,120.7,"D",0,2007,10,27.194019317627,17.2714004516602,18.9347229003906
"10",10,361.8,2.2,1.4,"2007-10-01",1037,"Aqua","MODIS",100,6.2,295.2,258.2,"D",0,2007,10,27.194019317627,17.2714004516602,18.9347229003906
"11",11,327.1,2.2,1.4,"2007-10-01",1037,"Aqua","MODIS",52,6.2,299,34.2,"D",0,2007,10,27.8282718658447,16.7011661529541,18.4777736663818
"12",12,329.6,2,1.4,"2007-10-01",1037,"Aqua","MODIS",75,6.2,305.7,32.1,"D",0,2007,10,30.7938175201416,19.9024925231934,10.6451063156128
"13",13,362.2,2.2,1.4,"2007-10-01",1037,"Aqua","MODIS",100,6.2,298.5,262.3,"D",0,2007,10,27.194019317627,17.2714004516602,18.9347229003906
"14",14,325.6,2,1.4,"2007-10-01",1037,"Aqua","MODIS",70,6.2,300.4,24.7,"D",0,2007,10,29.4386978149414,18.4395618438721,13.5964984893799
"15",15,346.4,2.1,1.4,"2007-10-01",1037,"Aqua","MODIS",87,6.2,305.9,108.4,"D",0,2007,10,31.1052856445312,19.3504619598389,11.6978158950806
"16",16,336.3,2.1,1.4,"2007-10-01",1037,"Aqua","MODIS",86,6.2,307.5,52.7,"D",0,2007,10,30.8373546600342,19.0775527954102,11.6253490447998
"17",17,341.5,2.2,1.4,"2007-10-01",1037,"Aqua","MODIS",90,6.2,306.1,86.8,"D",0,2007,10,29.497688293457,18.6800003051758,13.1378660202026
"18",18,334.1,2.1,1.4,"2007-10-01",1037,"Aqua","MODIS",82,6.2,310.8,40.9,"D",0,2007,10,31.2862892150879,19.6123352050781,10.4654636383057
"19",19,326.3,2.2,1.4,"2007-10-01",1037,"Aqua","MODIS",32,6.2,299.6,29.7,"D",0,2007,10,27.8089256286621,16.9577217102051,17.2813835144043
"20",20,343.9,2.1,1.4,"2007-10-01",1037,"Aqua","MODIS",86,6.2,308.7,91.2,"D",0,2007,10,31.2862892150879,19.6123352050781,10.4654636383057
"21",21,324.2,2.2,1.4,"2007-10-01",1037,"Aqua","MODIS",38,6.2,295.5,37.9,"D",0,2007,10,28.4130573272705,17.9021968841553,18.7214183807373
"22",22,315.9,1.5,1.2,"2007-10-02",824,"Terra","MODIS",56,6.2,293.4,13.5,"D",0,2007,10,28.6025772094727,16.7811508178711,95.8526840209961
"23",23,333,1.6,1.2,"2007-10-02",1120,"Aqua","MODIS",70,6.2,299.5,31,"D",0,2007,10,28.6830444335938,17.6003036499023,17.3666381835938
"24",24,327.3,1.2,1.1,"2007-10-02",1120,"Aqua","MODIS",49,6.2,303.4,20,"D",0,2007,10,22.9775562286377,8.42286109924316,32.1020050048828
"25",25,340.1,1.6,1.2,"2007-10-02",1120,"Aqua","MODIS",75,6.2,305,48.9,"D",0,2007,10,28.6830444335938,17.6003036499023,17.3666381835938
"26",26,352.4,1.6,1.2,"2007-10-02",1120,"Aqua","MODIS",95,6.2,299.1,103,"D",0,2007,10,26.8924808502197,16.8465270996094,20.0714950561523
"27",27,332.3,1.6,1.2,"2007-10-02",1120,"Aqua","MODIS",76,6.2,298.7,33.3,"D",0,2007,10,26.8924808502197,16.8465270996094,20.0714950561523
"28",28,333.8,1.4,1.2,"2007-10-02",1120,"Aqua","MODIS",58,6.2,312.2,26,"D",0,2007,10,27.8113136291504,17.4309482574463,25.5392761230469
"29",29,327.8,1.6,1.2,"2007-10-02",1120,"Aqua","MODIS",63,6.2,289.2,33.9,"D",0,2007,10,27.6427326202393,17.5845012664795,18.6744518280029
"30",30,327.5,1.6,1.2,"2007-10-02",1120,"Aqua","MODIS",38,6.2,304.9,17.7,"D",0,2007,10,29.0092086791992,18.9713859558105,18.7395668029785
"31",31,333.2,1.4,1.2,"2007-10-02",1120,"Aqua","MODIS",59,6.2,310.5,21.7,"D",0,2007,10,27.8113136291504,17.4309482574463,25.5392761230469
"32",32,324.5,1.7,1.3,"2007-10-02",1120,"Aqua","MODIS",27,6.2,299.2,16,"D",0,2007,10,30.3370246887207,20.6060810089111,21.5054054260254
"33",33,335.5,1.7,1.3,"2007-10-02",1120,"Aqua","MODIS",80,6.2,310.5,31.6,"D",0,2007,10,30.186731338501,18.2166614532471,18.4083957672119
"34",34,338.7,1.7,1.3,"2007-10-02",1120,"Aqua","MODIS",84,6.2,309.3,40.1,"D",0,2007,10,30.186731338501,18.2166614532471,18.4083957672119
"35",35,324.3,1.7,1.3,"2007-10-02",1120,"Aqua","MODIS",37,6.2,299.1,15.9,"D",0,2007,10,30.3370246887207,20.6060810089111,21.5054054260254
"36",36,342.5,1.6,1.2,"2007-10-02",1120,"Aqua","MODIS",89,6.2,301.1,58.3,"D",0,2007,10,28.6830444335938,17.6003036499023,17.3666381835938
