"","X","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","type","year","month","max_temp","min_temp","rainfall"
"1",1,326.5,3.8,1.8,"2007-09-01",1025,"Aqua","MODIS",80,6.2,301.1,83.1,"D",0,2007,9,32.028392791748,17.6263694763184,99.661865234375
"2",2,318.8,1.1,1,"2007-09-01",1950,"Terra","MODIS",87,6.2,280.3,19,"N",0,2007,9,31.9347820281982,20.2454166412354,103.075408935547
"3",3,306.8,1.1,1,"2007-09-01",1950,"Terra","MODIS",41,6.2,286.3,8.5,"N",0,2007,9,31.9035129547119,19.9699745178223,109.326377868652
"4",4,312.4,1.1,1,"2007-09-01",1950,"Terra","MODIS",85,6.2,282.7,13.6,"N",0,2007,9,31.9347820281982,20.2454166412354,103.075408935547
"5",5,319.2,1.1,1,"2007-09-01",1950,"Terra","MODIS",82,6.2,286,18.7,"N",0,2007,9,31.9347820281982,20.2454166412354,103.075408935547
"6",6,302.8,1.1,1,"2007-09-01",1950,"Terra","MODIS",26,6.2,280.9,6.2,"N",0,2007,9,31.7154197692871,20.3436679840088,99.8009796142578
"7",7,301.3,1.2,1.1,"2007-09-01",1950,"Terra","MODIS",26,6.2,288.5,5.4,"N",0,2007,9,32.3473968505859,19.2836666107178,104.907600402832
"8",8,303.4,1.2,1.1,"2007-09-01",1950,"Terra","MODIS",55,6.2,288.8,7.1,"N",0,2007,9,32.4744644165039,19.3439445495605,101.963172912598
"9",9,315.6,1.2,1.1,"2007-09-01",2248,"Aqua","MODIS",92,6.2,289.2,17.4,"N",0,2007,9,31.7705478668213,20.4533233642578,98.5115051269531
"10",10,303.7,1.2,1.1,"2007-09-01",2248,"Aqua","MODIS",57,6.2,289.1,7,"N",0,2007,9,31.9347820281982,20.2454166412354,103.075408935547
"11",11,315.6,1.2,1.1,"2007-09-01",2248,"Aqua","MODIS",92,6.2,289.6,17.4,"N",0,2007,9,31.9347820281982,20.2454166412354,103.075408935547
"12",12,319.2,1.2,1.1,"2007-09-01",2248,"Aqua","MODIS",98,6.2,289.4,21.4,"N",0,2007,9,31.7705478668213,20.4533233642578,98.5115051269531
"13",13,318.3,2.1,1.4,"2007-09-02",812,"Terra","MODIS",30,6.2,296.4,19,"D",0,2007,9,38.3708152770996,23.0383567810059,31.4769439697266
"14",14,321.4,2.5,1.5,"2007-09-02",812,"Terra","MODIS",72,6.2,293.8,58.4,"D",0,2007,9,34.4509162902832,23.5852603912354,29.4871044158936
"15",15,316.8,2.5,1.5,"2007-09-02",812,"Terra","MODIS",64,6.2,295.2,40.2,"D",0,2007,9,34.4509162902832,23.5852603912354,29.4871044158936
