"","X","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","type","year","month","max_temp","min_temp","rainfall"
"1",1,319.8,2.2,1.4,"2006-05-01",817,"Terra","MODIS",37,6.2,295.9,30.1,"D",0,2006,5,33.7801132202148,21.2068119049072,0.946384787559509
"2",2,315.8,1.9,1.3,"2006-05-01",817,"Terra","MODIS",53,6.2,293.6,18.3,"D",0,2006,5,32.2124061584473,20.3912467956543,1
"3",3,317.1,1.9,1.3,"2006-05-01",817,"Terra","MODIS",15,6.2,295,19.2,"D",0,2006,5,31.7551078796387,20.552885055542,1
"4",4,315,3,1.6,"2006-05-02",1017,"Aqua","MODIS",54,6.2,292.2,34,"D",0,2006,5,34.7752799987793,22.3314056396484,3.7109637260437
"5",5,310.8,1.4,1.2,"2006-05-05",753,"Terra","MODIS",26,6.2,290.4,11.4,"D",0,2006,5,19.4185314178467,9.82029438018799,396.227874755859
"6",6,319.7,1.4,1.2,"2006-05-05",753,"Terra","MODIS",72,6.2,291.2,23.4,"D",0,2006,5,19.3032188415527,9.76028919219971,374.225952148438
"7",7,324,1.5,1.2,"2006-05-07",1036,"Aqua","MODIS",29,6.2,301.7,24.5,"D",0,2006,5,33.1969223022461,22.5741081237793,5.16622018814087
"8",8,314.9,3.6,1.8,"2006-05-08",823,"Terra","MODIS",26,6.2,293.8,48.4,"D",0,2006,5,34.3356857299805,22.5000495910645,2.83069372177124
"9",9,312,3,1.7,"2006-05-08",824,"Terra","MODIS",54,6.2,291.6,35.6,"D",0,2006,5,31.4631671905518,21.1004390716553,1.94446361064911
"10",10,324.7,1.5,1.2,"2006-05-08",824,"Terra","MODIS",81,6.2,290,38.6,"D",0,2006,5,19.3032188415527,9.76028919219971,374.225952148438
"11",11,313.8,3,1.7,"2006-05-08",824,"Terra","MODIS",25,6.2,293.3,34.1,"D",0,2006,5,30.6436977386475,20.2540760040283,7.01446294784546
"12",12,314.1,3,1.7,"2006-05-08",824,"Terra","MODIS",34,6.2,293.4,37.5,"D",0,2006,5,30.6436977386475,20.2540760040283,7.01446294784546
"13",13,316.5,2.8,1.6,"2006-05-09",1023,"Aqua","MODIS",29,6.2,292.6,37.4,"D",0,2006,5,32.3050651550293,22.3998832702637,30.6704235076904
"14",14,306.5,1,1,"2006-05-10",811,"Terra","MODIS",34,6.2,288.2,5.8,"D",0,2006,5,19.3032188415527,9.76028919219971,374.225952148438
"15",15,312.7,2.1,1.4,"2006-05-15",830,"Terra","MODIS",68,6.2,289.1,32.1,"D",0,2006,5,16.1180896759033,6.89201736450195,254.471618652344
"16",16,311.8,1.9,1.3,"2006-05-15",830,"Terra","MODIS",36,6.2,292.9,15.3,"D",0,2006,5,28.8727130889893,15.9710350036621,164.977035522461
"17",17,302.8,1.1,1.1,"2006-05-17",818,"Terra","MODIS",52,6.2,278,4.9,"D",0,2006,5,26.4240093231201,14.7407026290894,252.252456665039
"18",18,303.2,1.3,1.1,"2006-05-17",818,"Terra","MODIS",45,6.2,280.5,8.9,"D",0,2006,5,16.1180896759033,6.89201736450195,254.471618652344
"19",19,311.4,1,1,"2006-05-17",1113,"Aqua","MODIS",66,6.2,289.6,6.2,"D",0,2006,5,26.2266025543213,14.4883270263672,258.045623779297
"20",20,319.4,1.1,1,"2006-05-19",805,"Terra","MODIS",46,6.2,301.4,10.4,"D",0,2006,5,17.5611572265625,6.93169736862183,89.733528137207
"21",21,334.8,1.1,1,"2006-05-19",805,"Terra","MODIS",85,6.2,302.7,31.9,"D",0,2006,5,16.6177196502686,6.39200973510742,94.2805328369141
"22",22,342.4,1,1,"2006-05-19",1059,"Aqua","MODIS",90,6.2,297.4,43.8,"D",0,2006,5,30.2441787719727,17.0587577819824,4.57345390319824
"23",23,315.3,2.8,1.6,"2006-05-22",836,"Terra","MODIS",72,6.2,293.6,53.1,"D",0,2006,5,16.1180896759033,6.89201736450195,254.471618652344
"24",24,315.1,2.8,1.6,"2006-05-22",836,"Terra","MODIS",65,6.2,293.7,49.4,"D",0,2006,5,16.1180896759033,6.89201736450195,254.471618652344
"25",25,321.5,1.8,1.3,"2006-05-22",1131,"Aqua","MODIS",76,6.2,296.8,38.8,"D",0,2006,5,16.1180896759033,6.89201736450195,254.471618652344
"26",26,313.1,1.4,1.2,"2006-05-22",1131,"Aqua","MODIS",64,6.2,298.2,10.5,"D",0,2006,5,25.6446666717529,14.4468441009521,134.159133911133
"27",27,311.7,1.4,1.2,"2006-05-22",1131,"Aqua","MODIS",61,6.2,298.4,8.5,"D",0,2006,5,25.6446666717529,14.4468441009521,134.159133911133
"28",28,311.1,1.8,1.3,"2006-05-22",1131,"Aqua","MODIS",25,6.2,295.1,16.7,"D",0,2006,5,16.1180896759033,6.89201736450195,254.471618652344
"29",29,320,1.4,1.2,"2006-05-24",824,"Terra","MODIS",77,6.2,298,20.9,"D",0,2006,5,28.4543609619141,15.7808408737183,188.559692382812
"30",30,322.8,1,1,"2006-05-26",810,"Terra","MODIS",33,6.2,301.7,14.5,"D",0,2006,5,34.4746208190918,20.9158992767334,28.0533638000488
"31",31,322.6,1,1,"2006-05-26",811,"Terra","MODIS",78,6.2,298.6,16.7,"D",0,2006,5,20.0267906188965,9.20983791351318,317.343902587891
"32",32,312.7,1.1,1,"2006-05-26",1107,"Aqua","MODIS",49,6.2,298.1,6.1,"D",0,2006,5,26.5694808959961,14.2488746643066,340.415863037109
"33",33,313.8,1.2,1.1,"2006-05-28",759,"Terra","MODIS",68,6.2,293.4,8.4,"D",0,2006,5,28.7441387176514,15.990743637085,176.269729614258
"34",34,313.3,1.2,1.1,"2006-05-28",759,"Terra","MODIS",67,6.2,294.5,7.9,"D",0,2006,5,28.7441387176514,15.990743637085,176.269729614258
"35",35,307.3,2.8,1.6,"2006-05-31",830,"Terra","MODIS",0,6.2,284.7,16.7,"D",0,2006,5,25.0078430175781,13.5724878311157,11.9562740325928
"36",36,338,1.2,1.1,"2006-05-31",1125,"Aqua","MODIS",88,6.2,298.4,46.8,"D",0,2006,5,26.8053894042969,14.68434715271,275.480224609375
"37",37,315.5,1.3,1.1,"2006-05-31",1125,"Aqua","MODIS",51,6.2,295,12,"D",0,2006,5,27.9181575775146,15.4980773925781,208.649688720703
"38",38,348,1.7,1.3,"2006-05-31",1125,"Aqua","MODIS",94,6.2,295.9,113.4,"D",0,2006,5,25.0078430175781,13.5724878311157,11.9562740325928
