"","X","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","type","year","month","max_temp","min_temp","rainfall"
"1",1,327.7,2.4,1.5,"2008-03-01",830,"Terra","MODIS",79,6.2,308.9,49.9,"D",0,2008,3,22.7499237060547,7.20349645614624,57.0006370544434
"2",2,327,2.4,1.5,"2008-03-01",830,"Terra","MODIS",60,6.2,307.7,52.6,"D",0,2008,3,22.7499237060547,7.20349645614624,57.0006370544434
"3",3,330.8,1.7,1.3,"2008-03-01",830,"Terra","MODIS",65,6.2,301.6,47.1,"D",0,2008,3,22.9925518035889,10.6983966827393,109.326614379883
"4",4,321.1,3.7,1.8,"2008-03-01",831,"Terra","MODIS",62,6.2,300,47.3,"D",0,2008,3,30.3172645568848,16.0286331176758,4.34833908081055
"5",5,328.4,2.2,1.4,"2008-03-01",1125,"Aqua","MODIS",64,6.2,300.8,30.6,"D",0,2008,3,30.8196468353271,20.6758213043213,43.5803833007812
"6",6,324.9,2.2,1.4,"2008-03-01",1125,"Aqua","MODIS",42,6.2,301.3,19.3,"D",0,2008,3,30.8196468353271,20.6758213043213,43.5803833007812
"7",7,319.4,2.9,1.6,"2008-03-01",1126,"Aqua","MODIS",44,6.2,297.2,39.7,"D",0,2008,3,31.8557586669922,22.4767284393311,104.193946838379
"8",8,356.4,1.6,1.2,"2008-03-01",1126,"Aqua","MODIS",98,6.2,312,114.3,"D",0,2008,3,23.0406036376953,7.42373991012573,55.503719329834
"9",9,325.5,2.7,1.6,"2008-03-01",1126,"Aqua","MODIS",59,6.2,300.2,42,"D",0,2008,3,29.8462333679199,20.0443077087402,78.8593063354492
"10",10,322.3,2.7,1.6,"2008-03-01",1126,"Aqua","MODIS",32,6.2,298,29.8,"D",0,2008,3,29.7289199829102,19.9770393371582,70.2729721069336
"11",11,325.4,2.7,1.6,"2008-03-01",1126,"Aqua","MODIS",59,6.2,299.3,47.6,"D",0,2008,3,29.7805805206299,19.986852645874,68.9318695068359
"12",12,349,1.3,1.1,"2008-03-01",1127,"Aqua","MODIS",92,6.2,316.1,58.2,"D",0,2008,3,29.773063659668,15.08909034729,88.1752090454102
"13",13,338,1.5,1.2,"2008-03-01",1127,"Aqua","MODIS",62,6.2,317.3,24.6,"D",0,2008,3,35.3915824890137,20.0611743927002,22.4739933013916
"14",14,324.9,1.1,1.1,"2008-03-01",1127,"Aqua","MODIS",64,6.2,289.4,21.2,"D",0,2008,3,29.5942211151123,16.5573959350586,39.6616287231445
