"","X","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","type","year","month","max_temp","min_temp","rainfall"
"1",1,312,1.6,1.2,"2006-07-02",830,"Terra","MODIS",64,6.2,293.4,12.5,"D",0,2006,7,28.6553897857666,16.9438171386719,153.97265625
"2",2,346.9,1.2,1.1,"2006-07-04",818,"Terra","MODIS",94,6.2,302,61,"D",0,2006,7,30.0601615905762,16.6082859039307,86.3747329711914
"3",3,333.8,2,1.4,"2006-07-04",818,"Terra","MODIS",84,6.2,296,74.2,"D",0,2006,7,29.5145492553711,19.0410270690918,67.0738372802734
"4",4,311.8,1.2,1.1,"2006-07-04",818,"Terra","MODIS",55,6.2,297.8,5.2,"D",0,2006,7,30.1882438659668,16.6551609039307,82.7173385620117
"5",5,364.3,1.2,1.1,"2006-07-04",818,"Terra","MODIS",100,6.2,301,113.9,"D",0,2006,7,30.0601615905762,16.6082859039307,86.3747329711914
"6",6,316.8,1,1,"2006-07-04",1113,"Aqua","MODIS",58,6.2,301.7,6.7,"D",0,2006,7,29.9180164337158,16.9027423858643,85.3833160400391
"7",7,331.3,1,1,"2006-07-04",1114,"Aqua","MODIS",83,6.2,300.2,23,"D",0,2006,7,27.6859569549561,15.2468891143799,142.430313110352
"8",8,316.3,1,1,"2006-07-04",1114,"Aqua","MODIS",66,6.2,299.7,6.9,"D",0,2006,7,28.373571395874,16.1828136444092,128.195571899414
"9",9,334.9,1,1,"2006-07-06",806,"Terra","MODIS",68,6.2,304,23.4,"D",0,2006,7,NA,NA,NA
"10",10,319.4,1,1,"2006-07-06",1100,"Aqua","MODIS",57,6.2,299.9,6.4,"D",0,2006,7,27.8282623291016,17.7497730255127,125.707290649414
"11",11,309.2,3.9,1.8,"2006-07-07",848,"Terra","MODIS",57,6.2,286.8,35.7,"D",0,2006,7,28.6839447021484,16.3896865844727,136.805953979492
"12",12,309.5,3.9,1.8,"2006-07-07",848,"Terra","MODIS",54,6.2,288.7,36.7,"D",0,2006,7,28.6344051361084,16.3725929260254,136.404510498047
"13",13,327.6,1.5,1.2,"2006-07-11",824,"Terra","MODIS",81,6.2,299.5,31.8,"D",0,2006,7,27.5841045379639,14.2121982574463,68.0023040771484
"14",14,326.8,1.5,1.2,"2006-07-11",824,"Terra","MODIS",80,6.2,298.5,30.8,"D",0,2006,7,27.5841045379639,14.2121982574463,68.0023040771484
"15",15,321.9,1,1,"2006-07-12",1950,"Terra","MODIS",100,6.2,293.1,19.2,"N",0,2006,7,32.4419441223145,22.7155532836914,32.1876678466797
"16",16,324.4,1.4,1.2,"2006-07-13",811,"Terra","MODIS",71,6.2,304,13.8,"D",0,2006,7,32.3353271484375,20.1075325012207,27.7578029632568
"17",17,328.1,1.5,1.2,"2006-07-13",812,"Terra","MODIS",79,6.2,303.1,29.7,"D",0,2006,7,29.5145492553711,19.0410270690918,67.0738372802734
"18",18,311.1,1,1,"2006-07-13",812,"Terra","MODIS",60,6.2,296.2,5.5,"D",0,2006,7,30.0421142578125,16.7451038360596,86.0442581176758
"19",19,319.3,1.1,1,"2006-07-13",1106,"Aqua","MODIS",68,6.2,300.2,9.6,"D",0,2006,7,28.0951042175293,19.7209587097168,176.328796386719
"20",20,327.6,1.1,1,"2006-07-13",1106,"Aqua","MODIS",81,6.2,299.9,19.6,"D",0,2006,7,27.9955902099609,19.4343929290771,177.542449951172
"21",21,315.8,1.1,1,"2006-07-13",1108,"Aqua","MODIS",68,6.2,298.4,8,"D",0,2006,7,29.1341533660889,16.0298404693604,93.2609558105469
"22",22,317.4,1.2,1.1,"2006-07-13",1108,"Aqua","MODIS",34,6.2,299.5,11.6,"D",0,2006,7,28.6621246337891,17.4044342041016,153.038162231445
"23",23,316,1.2,1.1,"2006-07-13",1108,"Aqua","MODIS",44,6.2,299.2,9.8,"D",0,2006,7,28.7786521911621,17.519775390625,147.688903808594
"24",24,317,1,1,"2006-07-13",1108,"Aqua","MODIS",70,6.2,297.6,11.8,"D",0,2006,7,27.5062847137451,14.715576171875,98.4041595458984
"25",25,320.5,1.3,1.1,"2006-07-15",800,"Terra","MODIS",66,6.2,288.6,19.8,"D",0,2006,7,29.6688404083252,22.2471866607666,188.235092163086
"26",26,317.8,1,1,"2006-07-20",1113,"Aqua","MODIS",52,6.2,296.9,8.4,"D",0,2006,7,27.3798122406006,14.4717607498169,89.0971221923828
"27",27,316.3,2.3,1.5,"2006-07-24",1049,"Aqua","MODIS",50,6.2,294.4,28.7,"D",0,2006,7,27.2831878662109,14.3890180587769,92.2558059692383
"28",28,320,1.5,1.2,"2006-07-25",1132,"Aqua","MODIS",37,6.2,300.5,20,"D",0,2006,7,27.2831878662109,14.3890180587769,92.2558059692383
"29",29,325.2,1,1,"2006-07-29",1108,"Aqua","MODIS",49,6.2,306.2,9.4,"D",0,2006,7,28.2453784942627,15.8782663345337,287.404754638672
