"","X","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","type","year","month","max_temp","min_temp","rainfall"
"1",1,317.4,1,1,"2008-07-02",812,"Terra","MODIS",70,6.2,297.7,10,"D",0,2008,7,28.2883205413818,15.573938369751,174.925964355469
"2",2,325.4,1,1,"2008-07-02",812,"Terra","MODIS",80,6.2,295.1,18,"D",0,2008,7,28.2883205413818,15.573938369751,174.925964355469
"3",3,321,1,1,"2008-07-02",813,"Terra","MODIS",41,6.2,302,9.2,"D",0,2008,7,26.380126953125,13.4672822952271,94.2272796630859
"4",4,316,1,1,"2008-07-02",813,"Terra","MODIS",60,6.2,299.8,6.2,"D",0,2008,7,26.7274570465088,15.1522674560547,202.186111450195
"5",5,315.2,1,1,"2008-07-02",813,"Terra","MODIS",63,6.2,299.1,5.7,"D",0,2008,7,27.0376262664795,15.5275735855103,202.040466308594
"6",6,348.5,1.1,1,"2008-07-02",1109,"Aqua","MODIS",91,6.2,298.9,51.7,"D",0,2008,7,NA,NA,NA
"7",7,352.1,1.2,1.1,"2008-07-02",1109,"Aqua","MODIS",96,6.2,295.5,80.2,"D",0,2008,7,27.4651050567627,17.5413932800293,119.496269226074
"8",8,332.7,1.1,1,"2008-07-02",1109,"Aqua","MODIS",79,6.2,299.5,23.9,"D",0,2008,7,27.1200408935547,13.9212608337402,74.6147232055664
"9",9,331.6,1.1,1,"2008-07-02",1109,"Aqua","MODIS",65,6.2,309.1,20.3,"D",0,2008,7,NA,NA,NA
"10",10,355.4,1.1,1.1,"2008-07-02",1109,"Aqua","MODIS",92,6.2,304.1,72.3,"D",0,2008,7,27.4411334991455,14.4502382278442,98.9080963134766
"11",11,322,1.1,1.1,"2008-07-04",1056,"Aqua","MODIS",62,6.2,298.7,8.3,"D",0,2008,7,29.3694171905518,18.5356674194336,20.6994781494141
"12",12,302.6,2.7,1.6,"2008-07-04",2022,"Terra","MODIS",50,6.2,289.6,15.7,"N",0,2008,7,33.5818252563477,22.6212005615234,6.24618625640869
