"","X","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","type","year","month","max_temp","min_temp","rainfall"
"1",1,312.4,1,1,"2002-07-01",1952,"Terra","MODIS",85,6.2,293,9.9,"N",0,2002,7,32.8572158813477,24.1904544830322,57.3910102844238
"2",2,304.1,1,1,"2002-07-01",1952,"Terra","MODIS",59,6.2,292.9,4.6,"N",0,2002,7,33.0676116943359,24.1983222961426,58.5195541381836
"3",3,308.8,1,1,"2002-07-02",814,"Terra","MODIS",59,6.2,280.4,7.7,"D",0,2002,7,25.1838150024414,13.217661857605,79.4707260131836
"4",4,319.1,1.1,1,"2002-07-02",814,"Terra","MODIS",65,6.2,287.6,12.5,"D",0,2002,7,25.1324234008789,13.2877969741821,58.969596862793
"5",5,315.2,1,1,"2002-07-02",814,"Terra","MODIS",66,6.2,300.5,5.8,"D",0,2002,7,28.5067596435547,16.3801460266113,111.906127929688
"6",6,316.7,1,1,"2002-07-02",814,"Terra","MODIS",70,6.2,297,9.2,"D",0,2002,7,28.0087337493896,15.9606428146362,115.550117492676
"7",7,329.6,1,1,"2002-07-02",814,"Terra","MODIS",83,6.2,299,23.5,"D",0,2002,7,28.3879337310791,16.3154106140137,111.908088684082
"8",8,318,1,1,"2002-07-04",801,"Terra","MODIS",67,6.2,300.5,9.9,"D",0,2002,7,21.5151748657227,9.62206649780273,92.2923049926758
"9",9,327.9,1.1,1.1,"2002-07-04",802,"Terra","MODIS",66,6.2,300.5,20.9,"D",0,2002,7,26.6075401306152,NA,NA
"10",10,346.1,1.1,1.1,"2002-07-04",802,"Terra","MODIS",93,6.2,304.4,55.2,"D",0,2002,7,26.6075401306152,NA,NA
"11",11,316.9,1.1,1.1,"2002-07-04",802,"Terra","MODIS",58,6.2,299.6,10.1,"D",0,2002,7,NA,NA,NA
"12",12,328.5,1.1,1.1,"2002-07-04",802,"Terra","MODIS",57,6.2,299.3,22.2,"D",0,2002,7,26.6075401306152,NA,NA
"13",13,316.2,1.1,1.1,"2002-07-04",802,"Terra","MODIS",29,6.2,300.5,8.7,"D",0,2002,7,NA,NA,NA
"14",14,327.3,1.1,1.1,"2002-07-04",802,"Terra","MODIS",60,6.2,303,18.4,"D",0,2002,7,26.5456237792969,15.0300521850586,102.417350769043
"15",15,329,1.1,1.1,"2002-07-04",802,"Terra","MODIS",73,6.2,302.9,23.2,"D",0,2002,7,26.6075401306152,NA,NA
"16",16,328.1,1.1,1.1,"2002-07-04",802,"Terra","MODIS",67,6.2,300.5,21.8,"D",0,2002,7,26.6075401306152,NA,NA
"17",17,325.6,1.1,1.1,"2002-07-04",802,"Terra","MODIS",46,6.2,305.5,17.3,"D",0,2002,7,26.6075401306152,NA,NA
"18",18,321.7,1.6,1.3,"2002-07-04",1055,"Aqua","MODIS",40,6.2,306.3,16.6,"D",0,2002,7,25.8130226135254,13.4289255142212,57.7175025939941
"19",19,322.2,1.6,1.3,"2002-07-04",1055,"Aqua","MODIS",50,6.2,306,17.3,"D",0,2002,7,25.8130226135254,13.4289255142212,57.7175025939941
"20",20,339.9,1.6,1.2,"2002-07-04",1055,"Aqua","MODIS",89,6.2,307.1,65.4,"D",0,2002,7,25.6240501403809,13.5086193084717,53.8439636230469
"21",21,329.4,1.6,1.2,"2002-07-04",1055,"Aqua","MODIS",82,6.2,307,34,"D",0,2002,7,25.1324234008789,13.2877969741821,58.969596862793
"22",22,320.1,1.6,1.2,"2002-07-04",1055,"Aqua","MODIS",71,6.2,304.9,15.3,"D",0,2002,7,25.4073677062988,13.4026861190796,52.4426078796387
"23",23,326.6,1.8,1.3,"2002-07-04",1055,"Aqua","MODIS",42,6.2,303.1,37.6,"D",0,2002,7,26.6075401306152,NA,NA
"24",24,322.9,1.6,1.3,"2002-07-04",1055,"Aqua","MODIS",54,6.2,304.4,19.5,"D",0,2002,7,25.8130226135254,13.4289255142212,57.7175025939941
"25",25,315.5,3.1,1.7,"2002-07-05",845,"Terra","MODIS",53,6.2,295.9,35.4,"D",0,2002,7,26.2085208892822,15.9408092498779,162.448104858398
"26",26,321.5,3.1,1.7,"2002-07-05",845,"Terra","MODIS",76,6.2,295.5,68.1,"D",0,2002,7,26.2085208892822,15.9408092498779,162.448104858398
"27",27,317.8,1.8,1.3,"2002-07-06",750,"Terra","MODIS",54,6.2,302.5,12.7,"D",0,2002,7,26.6074867248535,14.8540916442871,87.5515975952148
"28",28,326.9,1.8,1.3,"2002-07-06",750,"Terra","MODIS",78,6.2,302.2,35.3,"D",0,2002,7,26.6074867248535,14.8540916442871,87.5515975952148
"29",29,349.8,1.8,1.3,"2002-07-06",750,"Terra","MODIS",95,6.2,305.2,120.7,"D",0,2002,7,NA,NA,NA
"30",30,337.4,1,1,"2002-07-06",2010,"Terra","MODIS",100,6.2,287.5,41.1,"N",0,2002,7,26.5456237792969,15.0300521850586,102.417350769043
"31",31,306.7,1,1,"2002-07-06",2010,"Terra","MODIS",69,6.2,285.1,9.3,"N",0,2002,7,26.6317081451416,14.884407043457,96.6983184814453
"32",32,326.1,1,1,"2002-07-06",2010,"Terra","MODIS",100,6.2,286.8,25.4,"N",0,2002,7,26.5456237792969,15.0300521850586,102.417350769043
"33",33,353.5,1,1,"2002-07-06",2010,"Terra","MODIS",100,6.2,286.9,72,"N",0,2002,7,26.5456237792969,15.0300521850586,102.417350769043
"34",34,324.1,1,1,"2002-07-06",2010,"Terra","MODIS",100,6.2,285.2,23.1,"N",0,2002,7,26.5456237792969,15.0300521850586,102.417350769043
"35",35,301.2,1.1,1.1,"2002-07-06",2305,"Aqua","MODIS",39,6.2,285.2,8.1,"N",0,2002,7,NA,NA,NA
"36",36,302.3,1.1,1.1,"2002-07-06",2305,"Aqua","MODIS",18,6.2,283.9,7.9,"N",0,2002,7,26.6317081451416,14.884407043457,96.6983184814453
"37",37,315.5,1.1,1.1,"2002-07-06",2305,"Aqua","MODIS",89,6.2,285.2,18.5,"N",0,2002,7,NA,NA,NA
"38",38,362.7,1.9,1.4,"2002-07-07",832,"Terra","MODIS",100,6.2,303,222.5,"D",0,2002,7,26.5456237792969,15.0300521850586,102.417350769043
"39",39,319.7,1.9,1.4,"2002-07-07",832,"Terra","MODIS",44,6.2,302.6,23.2,"D",0,2002,7,27.0651798248291,15.2794046401978,93.2453079223633
"40",40,311.3,1.7,1.3,"2002-07-07",832,"Terra","MODIS",63,6.2,298.8,8.5,"D",0,2002,7,27.2372055053711,16.576114654541,156.733840942383
"41",41,339.6,1.9,1.4,"2002-07-07",832,"Terra","MODIS",90,6.2,299.6,92.1,"D",0,2002,7,26.5456237792969,15.0300521850586,102.417350769043
"42",42,350.2,1.9,1.4,"2002-07-07",832,"Terra","MODIS",95,6.2,302.2,139.1,"D",0,2002,7,26.5456237792969,15.0300521850586,102.417350769043
"43",43,330.6,1.9,1.4,"2002-07-07",832,"Terra","MODIS",69,6.2,303.9,53.8,"D",0,2002,7,26.6317081451416,14.884407043457,96.6983184814453
"44",44,321.9,3.3,1.7,"2002-07-07",833,"Terra","MODIS",74,6.2,303.6,44.4,"D",0,2002,7,28.2945175170898,15.8566360473633,75.8225021362305
"45",45,321.8,3.3,1.7,"2002-07-07",833,"Terra","MODIS",74,6.2,304,41.2,"D",0,2002,7,28.306978225708,15.7546472549438,75.8047027587891
"46",46,345.5,1.7,1.3,"2002-07-07",1125,"Aqua","MODIS",92,6.2,307.7,84.7,"D",0,2002,7,28.306978225708,15.7546472549438,75.8047027587891
"47",47,326.6,1.2,1.1,"2002-07-07",1126,"Aqua","MODIS",39,6.2,310.4,13.3,"D",0,2002,7,NA,NA,NA
