max_temp,rainfall,tyme,count 
31.308904202419615,91.30783829493555,1,126
28.411438338194575,186.36121187063534,2,174
27.662598460051242,240.2499307257372,3,187
27.472629379139747,101.25183567115104,4,198
25.66158823162712,258.05809598280354,5,445
27.06208221936994,194.58278793261545,6,201
32.4337778975141,6.1204953209903294,7,63
29.85166233457481,188.33478723412497,8,185
28.239633501429136,27.218989773812893,9,430
31.883059299866602,17.421694511906765,10,272
29.896764047845057,238.12090861402933,11,218
31.73464328000994,136.45919387659404,12,121
30.765292155178784,173.41242289534875,13,92
26.11128809576937,177.27774137276046,14,133
29.790554283834997,158.3123150489723,15,78
29.996062005465557,230.1736749502335,16,72
32.36002913294095,-11.31425560073734,17,65
31.65558435345861,55.75652655881066,18,73
30.621469371163627,162.20499624291563,19,95
28.877806358208353,168.91868375045698,20,129
30.350786474451613,197.63762976185248,21,121
29.70698735948845,61.95043915033041,22,153
31.82815566693901,145.1691017890597,23,132
27.961907937712184,73.70737259525103,24,238
31.22829070185952,248.55231789304207,25,165
31.31249511120094,177.26660117012102,26,186
30.53358309155761,106.39651670086052,27,225
30.62997418229321,22.317430307579514,28,241
31.187309137912372,60.556215722050936,29,239
30.938685839433948,128.46769135278518,30,249
29.65556860094143,91.33955409684168,31,312
26.493711036991055,193.59273481059503,32,447
28.915240952814592,196.48467307550445,33,349
27.602628339385237,133.5018679584922,34,424
31.891908180751003,109.33652574567908,35,268
31.90562069534898,78.9754307094686,36,270
26.025326030491094,71.3565768598538,37,559
34.71639359216977,-30.615540109759195,38,212
30.8139778327216,223.50790353711145,39,305
28.57105644915755,77.98838954011985,40,420
28.541207523493174,70.29208747379835,41,426
32.89699217671842,162.28484870185986,42,251
30.486806645111205,137.43854215681944,43,337
30.543169845053814,38.26654766496268,44,345
34.28453386506333,34.57520345587275,45,220
30.829479131963783,33.676969509381735,46,333
28.59599730868756,140.15884247996246,47,414
29.647873285066293,185.5398667307178,48,358
29.178094759047692,63.759413933880616,49,393
28.712783509010944,18.306926213429136,50,422
30.528969707883682,160.5423067721594,51,324
27.323858421392313,202.18977884412158,52,460
33.55330662265892,158.2692138975139,53,221
28.818624850853904,60.410336408451556,54,403
28.79673806676815,263.3108216505917,55,375
27.510991499840028,271.656780552918,56,433
28.048807329461848,136.9739314190158,57,422
30.66120107920745,12.745828863301163,58,324
26.33346070327012,280.11539411978083,59,481
27.790067954284886,78.14720834236266,60,436
