latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,year,month,max_temp,min_temp,rainfall
-1.9426,41.2795,323.8,4.0,1.9,2003-04-01,1009,Aqua,MODIS,0,6.2,296.3,92.6,D,0,2003,4,,,
-1.9382,41.2747,321.6,4.0,1.9,2003-04-01,1009,Aqua,MODIS,0,6.2,296.4,74.4,D,0,2003,4,,,
-1.9331,41.3104,321.4,4.0,1.9,2003-04-01,1009,Aqua,MODIS,0,6.2,295.3,75.8,D,0,2003,4,29.069826,22.826641,70.953545
-1.7478,41.4509,316.1,3.9,1.8,2003-04-01,1009,Aqua,MODIS,49,6.2,296.1,42.8,D,0,2003,4,29.009413,22.555178,76.67833
0.9183,34.9732,328.1,1.2,1.1,2003-04-02,800,Terra,MODIS,29,6.2,309.3,16.1,D,0,2003,4,24.311108,12.6607685,149.65247
-2.2754,40.5611,330.1,1.4,1.2,2003-04-02,801,Terra,MODIS,69,6.2,306.4,27.5,D,0,2003,4,29.30279,22.487343,77.87176
-1.9586,41.1406,321.1,1.5,1.2,2003-04-02,801,Terra,MODIS,37,6.2,301.8,15.9,D,0,2003,4,,,
-2.2488,40.7881,323.8,1.4,1.2,2003-04-02,801,Terra,MODIS,55,6.2,303.1,20.3,D,0,2003,4,29.417593,22.890614,86.4213
0.0378,35.1032,316.8,1.1,1.1,2003-04-02,801,Terra,MODIS,59,6.2,301.0,7.8,D,0,2003,4,25.528542,14.386236,127.05777
-1.8318,41.0759,317.6,1.5,1.2,2003-04-02,801,Terra,MODIS,20,6.2,297.5,13.8,D,0,2003,4,29.475033,22.481594,77.05527
0.1369,35.2849,320.2,1.1,1.1,2003-04-02,801,Terra,MODIS,57,6.2,303.6,9.6,D,0,2003,4,23.157904,11.751863,152.90187
-1.9567,41.1272,321.0,1.5,1.2,2003-04-02,801,Terra,MODIS,24,6.2,301.3,16.6,D,0,2003,4,29.204996,22.756544,79.64689
-4.2909,38.9466,314.3,1.2,1.1,2003-04-02,802,Terra,MODIS,36,6.2,296.7,10.7,D,0,2003,4,27.541212,17.509962,19.926674
-4.2873,38.9428,318.5,1.2,1.1,2003-04-02,802,Terra,MODIS,39,6.2,299.8,13.2,D,0,2003,4,27.541212,17.509962,19.926674
-3.0401,40.0351,345.4,1.0,1.0,2003-04-02,1052,Aqua,MODIS,90,6.2,307.7,32.7,D,0,2003,4,27.26767,19.676956,45.75499
-2.9462,40.0524,339.2,1.0,1.0,2003-04-02,1052,Aqua,MODIS,85,6.2,303.2,24.2,D,0,2003,4,27.477146,19.917654,47.6162
-2.7804,40.0527,344.5,1.0,1.0,2003-04-02,1052,Aqua,MODIS,90,6.2,304.5,37.4,D,0,2003,4,28.180202,20.542627,43.37779
-2.9449,40.0613,330.3,1.0,1.0,2003-04-02,1052,Aqua,MODIS,73,6.2,305.0,10.3,D,0,2003,4,27.477146,19.917654,47.6162
-3.1118,39.9815,326.2,1.0,1.0,2003-04-02,1052,Aqua,MODIS,46,6.2,305.3,7.8,D,0,2003,4,27.44749,19.718754,44.57312
-3.0217,39.972,336.0,1.0,1.0,2003-04-02,1052,Aqua,MODIS,81,6.2,303.8,20.7,D,0,2003,4,27.465721,19.69674,42.927372
-2.9191,39.9781,337.1,1.0,1.0,2003-04-02,1052,Aqua,MODIS,83,6.2,304.7,23.3,D,0,2003,4,27.535952,19.690725,38.590607
-2.9204,39.9691,328.7,1.0,1.0,2003-04-02,1052,Aqua,MODIS,62,6.2,304.0,12.3,D,0,2003,4,27.535952,19.690725,38.590607
-2.0998,40.8207,333.3,1.0,1.0,2003-04-02,1052,Aqua,MODIS,67,6.2,307.3,10.6,D,0,2003,4,29.458467,22.753628,82.033676
-2.0985,40.8297,346.2,1.0,1.0,2003-04-02,1052,Aqua,MODIS,91,6.2,308.2,33.4,D,0,2003,4,29.458467,22.753628,82.033676
-3.2622,40.0245,329.5,1.0,1.0,2003-04-02,1052,Aqua,MODIS,72,6.2,305.6,11.2,D,0,2003,4,27.00575,19.815437,53.425312
-2.63,40.1371,325.9,1.0,1.0,2003-04-02,1052,Aqua,MODIS,52,6.2,305.9,7.2,D,0,2003,4,29.032099,21.344309,45.471115
-2.5227,40.3763,329.8,1.0,1.0,2003-04-02,1052,Aqua,MODIS,71,6.2,306.4,12.0,D,0,2003,4,29.215256,22.046997,61.22189
-2.5172,40.2143,328.3,1.0,1.0,2003-04-02,1052,Aqua,MODIS,56,6.2,305.1,9.7,D,0,2003,4,29.318096,21.728691,48.538967
-3.0491,40.0364,339.6,1.0,1.0,2003-04-02,1052,Aqua,MODIS,86,6.2,306.7,22.9,D,0,2003,4,27.278229,19.777336,46.930798
-3.0363,40.0619,329.9,1.0,1.0,2003-04-02,1052,Aqua,MODIS,73,6.2,307.4,7.6,D,0,2003,4,27.273619,19.773169,50.02791
-2.5211,40.3149,328.2,1.0,1.0,2003-04-02,1052,Aqua,MODIS,52,6.2,304.5,8.9,D,0,2003,4,29.205236,21.92876,57.248875
-2.5303,40.3228,329.8,1.0,1.0,2003-04-02,1052,Aqua,MODIS,15,6.2,306.7,8.7,D,0,2003,4,29.205236,21.92876,57.248875
-2.5239,40.3674,336.6,1.0,1.0,2003-04-02,1052,Aqua,MODIS,82,6.2,306.9,21.7,D,0,2003,4,29.192245,21.977879,58.80565
0.8748,35.2145,321.3,1.3,1.1,2003-04-02,2022,Terra,MODIS,100,6.2,283.3,33.2,N,0,2003,4,23.693459,12.048082,151.58199
0.8731,35.2027,363.2,1.3,1.1,2003-04-02,2022,Terra,MODIS,100,6.2,282.7,150.4,N,0,2003,4,23.741655,12.163914,155.6789
0.8717,35.2106,322.8,1.0,1.0,2003-04-02,2314,Aqua,MODIS,100,6.2,281.8,23.6,N,0,2003,4,23.693459,12.048082,151.58199
0.8807,35.2118,316.4,1.0,1.0,2003-04-02,2314,Aqua,MODIS,93,6.2,281.8,17.4,N,0,2003,4,23.997887,12.2710705,152.6043
0.882,35.2029,310.9,1.0,1.0,2003-04-02,2314,Aqua,MODIS,81,6.2,282.2,12.8,N,0,2003,4,23.938385,12.230879,153.52036
0.873,35.2016,340.1,1.0,1.0,2003-04-02,2314,Aqua,MODIS,100,6.2,283.5,47.2,N,0,2003,4,23.741655,12.163914,155.6789
-1.5857,41.1841,318.4,1.0,1.0,2003-04-04,748,Terra,MODIS,36,6.2,298.8,9.4,D,0,2003,4,29.335533,22.224205,64.710686
-1.366,41.0014,326.9,1.0,1.0,2003-04-04,748,Terra,MODIS,77,6.2,304.5,15.6,D,0,2003,4,29.680138,21.799849,50.431458
-2.0508,40.836,327.9,1.0,1.0,2003-04-04,749,Terra,MODIS,49,6.2,301.0,10.9,D,0,2003,4,29.426605,22.764767,79.652534
-4.4971,39.374,323.2,1.0,1.0,2003-04-04,749,Terra,MODIS,53,6.2,298.4,11.9,D,0,2003,4,28.773018,20.205748,60.211636
-2.4858,40.476,331.8,1.0,1.0,2003-04-04,749,Terra,MODIS,32,6.2,302.4,17.4,D,0,2003,4,29.145672,22.308683,68.42265
-2.5942,40.2106,335.8,1.0,1.0,2003-04-04,749,Terra,MODIS,74,6.2,301.4,21.6,D,0,2003,4,29.289808,21.729115,45.95788
-2.6032,40.2093,340.0,1.0,1.0,2003-04-04,749,Terra,MODIS,87,6.2,302.8,26.4,D,0,2003,4,29.289808,21.729115,45.95788
-4.3788,39.5209,324.7,1.5,1.2,2003-04-04,1039,Aqua,MODIS,71,6.2,300.6,16.4,D,0,2003,4,28.652948,20.855831,59.019157
-4.6093,39.1115,322.3,1.6,1.3,2003-04-04,1039,Aqua,MODIS,68,6.2,300.0,17.2,D,0,2003,4,,,
-2.6078,40.1933,359.1,1.3,1.1,2003-04-04,1040,Aqua,MODIS,99,6.2,305.0,94.3,D,0,2003,4,29.267534,21.604513,45.207592
-2.8578,40.0117,364.2,1.3,1.1,2003-04-04,1040,Aqua,MODIS,100,6.2,298.0,133.0,D,0,2003,4,27.48943,19.771427,40.95466
-1.1518,35.1779,321.4,2.9,1.6,2003-04-04,1040,Aqua,MODIS,74,6.2,299.4,54.3,D,0,2003,4,24.79579,12.14266,26.513332
-2.5342,40.2122,328.3,1.3,1.1,2003-04-04,1040,Aqua,MODIS,70,6.2,302.0,14.3,D,0,2003,4,29.318096,21.728691,48.538967
-2.5327,40.2174,331.4,1.3,1.1,2003-04-04,1040,Aqua,MODIS,80,6.2,302.2,20.1,D,0,2003,4,29.318096,21.728691,48.538967
-2.5961,40.2033,332.7,1.3,1.1,2003-04-04,1040,Aqua,MODIS,81,6.2,302.5,21.1,D,0,2003,4,29.267534,21.604513,45.207592
-2.6062,40.2047,347.0,1.3,1.1,2003-04-04,1040,Aqua,MODIS,93,6.2,304.3,52.7,D,0,2003,4,29.267534,21.604513,45.207592
-2.6179,40.1947,333.7,1.3,1.1,2003-04-04,1040,Aqua,MODIS,71,6.2,304.9,21.0,D,0,2003,4,29.267534,21.604513,45.207592
-2.6162,40.2061,330.8,1.3,1.1,2003-04-04,1040,Aqua,MODIS,70,6.2,304.0,13.6,D,0,2003,4,29.267534,21.604513,45.207592
-1.1499,35.1705,319.3,2.9,1.6,2003-04-04,1040,Aqua,MODIS,70,6.2,299.3,44.6,D,0,2003,4,24.79579,12.14266,26.513332
-3.0143,40.0574,328.0,1.3,1.1,2003-04-04,1040,Aqua,MODIS,50,6.2,301.9,15.2,D,0,2003,4,27.273619,19.773169,50.02791
1.0397,34.5098,336.5,1.6,1.3,2003-04-05,831,Terra,MODIS,85,6.2,302.6,65.4,D,0,2003,4,16.213072,6.8709507,209.32051
1.0394,34.5156,333.0,1.6,1.3,2003-04-05,831,Terra,MODIS,80,6.2,305.6,52.1,D,0,2003,4,16.213072,6.8709507,209.32051
-1.3243,36.553,331.3,1.5,1.2,2003-04-05,1123,Aqua,MODIS,79,6.2,307.4,24.7,D,0,2003,4,23.963156,12.563197,7.342303
-1.4437,39.7336,326.5,2.7,1.6,2003-04-05,1123,Aqua,MODIS,38,6.2,296.6,44.8,D,0,2003,4,30.472294,20.650782,21.068758
-1.4467,39.7391,336.6,2.7,1.6,2003-04-05,1123,Aqua,MODIS,59,6.2,295.7,105.1,D,0,2003,4,30.472294,20.650782,21.068758
-1.3223,36.5666,337.0,1.5,1.2,2003-04-05,1123,Aqua,MODIS,85,6.2,307.8,40.7,D,0,2003,4,23.963156,12.563197,7.342303
-1.4402,39.7577,333.8,2.7,1.6,2003-04-05,1123,Aqua,MODIS,78,6.2,294.7,85.0,D,0,2003,4,30.502134,20.704647,19.669893
-2.2814,38.2083,317.6,2.0,1.4,2003-04-05,1123,Aqua,MODIS,16,6.2,294.3,20.4,D,0,2003,4,26.712574,16.162281,0.6262162
-3.4234,39.9292,338.2,1.2,1.1,2003-04-06,737,Terra,MODIS,86,6.2,302.3,35.1,D,0,2003,4,27.837591,20.408274,46.345654
-2.53,40.2449,325.3,1.2,1.1,2003-04-06,737,Terra,MODIS,52,6.2,303.9,13.3,D,0,2003,4,29.318096,21.728691,48.538967
-3.7751,39.7972,336.7,2.4,1.5,2003-04-06,1027,Aqua,MODIS,87,6.2,299.5,89.8,D,0,2003,4,28.465229,20.524658,47.399025
-3.7885,39.7989,334.5,2.4,1.5,2003-04-06,1027,Aqua,MODIS,86,6.2,299.9,77.5,D,0,2003,4,28.465229,20.524658,47.399025
-1.5665,41.1827,319.3,1.7,1.3,2003-04-06,1028,Aqua,MODIS,52,6.2,298.5,22.2,D,0,2003,4,29.402855,22.131407,62.76509
-1.8592,40.675,326.9,1.9,1.4,2003-04-06,1028,Aqua,MODIS,61,6.2,302.9,34.5,D,0,2003,4,29.603958,22.21579,63.16163
-2.4419,40.3592,324.6,2.1,1.4,2003-04-06,1028,Aqua,MODIS,57,6.2,301.5,29.3,D,0,2003,4,29.204487,22.121199,63.263626
-2.4433,40.3664,321.5,2.1,1.4,2003-04-06,1028,Aqua,MODIS,29,6.2,301.8,20.2,D,0,2003,4,29.204487,22.121199,63.263626
1.2501,38.9249,301.3,1.1,1.0,2003-04-06,2249,Aqua,MODIS,40,6.2,280.6,4.8,N,0,2003,4,32.522354,20.69069,
0.0665,35.4452,316.0,1.2,1.1,2003-04-07,819,Terra,MODIS,59,6.2,295.2,14.9,D,0,2003,4,20.28896,9.815636,162.77094
0.0649,35.4558,342.0,1.2,1.1,2003-04-07,819,Terra,MODIS,92,6.2,298.4,58.8,D,0,2003,4,20.28896,9.815636,162.77094
-1.874,38.4457,319.8,2.1,1.4,2003-04-07,819,Terra,MODIS,64,6.2,299.0,26.9,D,0,2003,4,28.03262,17.508163,1.2133211
-3.5797,39.7026,327.7,1.4,1.2,2003-04-07,1110,Aqua,MODIS,72,6.2,302.9,21.9,D,0,2003,4,27.800009,19.392635,31.722221
-2.3424,40.6305,328.1,1.8,1.3,2003-04-07,1110,Aqua,MODIS,61,6.2,305.6,21.2,D,0,2003,4,29.272383,22.466398,87.62324
-3.5761,39.6957,329.9,1.4,1.2,2003-04-07,1110,Aqua,MODIS,75,6.2,303.0,27.7,D,0,2003,4,27.800009,19.392635,31.722221
-3.0905,40.0803,328.3,1.6,1.2,2003-04-07,1110,Aqua,MODIS,72,6.2,307.8,14.4,D,0,2003,4,27.21409,19.848682,55.8041
-2.8224,40.0358,325.5,1.6,1.2,2003-04-07,1110,Aqua,MODIS,59,6.2,303.8,18.1,D,0,2003,4,27.502869,19.843046,40.415302
-2.3085,40.6344,335.4,1.8,1.3,2003-04-07,1110,Aqua,MODIS,80,6.2,303.9,44.4,D,0,2003,4,29.293152,22.505573,86.272575
0.062,35.4461,314.7,1.0,1.0,2003-04-07,1111,Aqua,MODIS,0,6.2,269.2,14.6,D,0,2003,4,20.28896,9.815636,162.77094
-0.5089,35.6443,315.2,1.0,1.0,2003-04-07,1111,Aqua,MODIS,62,6.2,293.3,5.7,D,0,2003,4,19.63335,8.491364,104.34225
-1.7567,40.6446,322.4,1.8,1.3,2003-04-07,1111,Aqua,MODIS,55,6.2,296.3,22.9,D,0,2003,4,29.601097,22.048967,56.231205
1.2456,35.361,333.8,1.0,1.0,2003-04-07,1112,Aqua,MODIS,82,6.2,304.9,22.4,D,0,2003,4,19.457533,8.977143,179.74004
1.2444,35.3522,340.9,1.0,1.0,2003-04-07,1112,Aqua,MODIS,88,6.2,305.7,33.1,D,0,2003,4,19.457533,8.977143,179.74004
4.453,34.4019,325.0,1.2,1.1,2003-04-09,805,Terra,MODIS,39,6.2,302.3,12.9,D,0,2003,4,28.418928,17.262302,72.11261
-0.5899,35.5656,323.7,1.0,1.0,2003-04-09,807,Terra,MODIS,67,6.2,305.6,11.8,D,0,2003,4,20.3541,9.41216,87.86471
-0.9908,37.0431,324.8,1.1,1.0,2003-04-09,807,Terra,MODIS,73,6.2,304.3,11.7,D,0,2003,4,24.446947,12.951632,9.833174
-0.0363,37.1221,319.9,1.0,1.0,2003-04-09,807,Terra,MODIS,65,6.2,297.7,13.0,D,0,2003,4,22.916208,9.412022,44.050423
0.0617,35.4574,330.2,1.0,1.0,2003-04-09,807,Terra,MODIS,79,6.2,293.8,26.1,D,0,2003,4,20.28896,9.815636,162.77094
-0.5545,35.6404,320.6,1.0,1.0,2003-04-09,807,Terra,MODIS,67,6.2,303.4,8.7,D,0,2003,4,19.758856,8.527868,94.487144
-2.3955,40.2304,326.5,1.1,1.0,2003-04-09,1058,Aqua,MODIS,46,6.2,303.3,10.0,D,0,2003,4,29.398527,21.85605,41.864944
-2.9453,40.0486,339.6,1.0,1.0,2003-04-09,1058,Aqua,MODIS,86,6.2,304.8,27.1,D,0,2003,4,27.477146,19.917654,47.6162
-2.9429,40.0007,330.4,1.0,1.0,2003-04-09,1058,Aqua,MODIS,74,6.2,302.4,14.2,D,0,2003,4,27.346548,19.704191,42.696518
-2.944,40.0579,341.4,1.0,1.0,2003-04-09,1058,Aqua,MODIS,87,6.2,305.2,30.0,D,0,2003,4,27.477146,19.917654,47.6162
-2.9676,40.0233,327.0,1.0,1.0,2003-04-09,1058,Aqua,MODIS,50,6.2,302.1,8.6,D,0,2003,4,27.337109,19.680573,43.21888
-2.9663,40.0326,338.2,1.0,1.0,2003-04-09,1058,Aqua,MODIS,84,6.2,302.3,24.8,D,0,2003,4,27.337109,19.680573,43.21888
-2.9585,40.0219,327.7,1.0,1.0,2003-04-09,1058,Aqua,MODIS,69,6.2,302.4,10.3,D,0,2003,4,27.337109,19.680573,43.21888
-2.8173,40.0432,321.5,1.0,1.0,2003-04-09,1058,Aqua,MODIS,20,6.2,298.5,6.3,D,0,2003,4,27.92644,20.258387,44.62424
-2.8827,40.0432,327.8,1.0,1.0,2003-04-09,1058,Aqua,MODIS,69,6.2,304.8,10.0,D,0,2003,4,27.61891,19.9779,46.39601
-2.4034,40.2285,329.9,1.1,1.0,2003-04-09,1058,Aqua,MODIS,74,6.2,304.9,12.5,D,0,2003,4,29.398527,21.85605,41.864944
-2.3866,40.3435,332.6,1.1,1.0,2003-04-09,1058,Aqua,MODIS,52,6.2,304.5,16.8,D,0,2003,4,29.360607,22.212858,61.282673
-2.667,40.134,327.8,1.1,1.0,2003-04-09,1058,Aqua,MODIS,71,6.2,302.7,12.0,D,0,2003,4,28.970938,21.276709,45.71525
-1.9379,41.302,326.8,1.2,1.1,2003-04-09,1058,Aqua,MODIS,65,6.2,304.8,12.7,D,0,2003,4,29.069826,22.826641,70.953545
-1.9394,41.2912,343.6,1.2,1.1,2003-04-09,1058,Aqua,MODIS,90,6.2,305.9,46.0,D,0,2003,4,,,
-2.4359,40.331,324.1,1.1,1.0,2003-04-09,1058,Aqua,MODIS,39,6.2,302.2,9.4,D,0,2003,4,29.237291,22.036219,54.195095
-2.3144,40.4648,331.4,1.1,1.0,2003-04-09,1058,Aqua,MODIS,72,6.2,298.4,24.1,D,0,2003,4,29.347263,22.398489,74.09108
-2.876,40.0902,327.6,1.1,1.0,2003-04-09,1058,Aqua,MODIS,70,6.2,305.4,8.8,D,0,2003,4,28.085833,20.411987,52.155605
-2.9918,40.1098,332.2,1.1,1.0,2003-04-09,1058,Aqua,MODIS,58,6.2,307.9,11.4,D,0,2003,4,27.613655,20.202253,56.708797
-2.9053,39.9384,323.4,1.0,1.0,2003-04-09,1058,Aqua,MODIS,35,6.2,302.3,9.8,D,0,2003,4,27.738146,19.79163,34.085716
0.0581,35.4626,338.6,1.2,1.1,2003-04-09,1059,Aqua,MODIS,85,6.2,298.3,45.5,D,0,2003,4,19.43132,9.263962,163.74623
1.0076,34.5451,345.5,1.3,1.1,2003-04-09,1059,Aqua,MODIS,91,6.2,309.0,66.6,D,0,2003,4,16.116383,6.090601,204.51938
-0.0184,35.0095,323.5,1.3,1.1,2003-04-09,1059,Aqua,MODIS,60,6.2,305.9,12.4,D,0,2003,4,26.081577,14.938987,111.61638
0.0565,35.4517,370.9,1.2,1.1,2003-04-09,1059,Aqua,MODIS,100,6.2,304.8,149.1,D,0,2003,4,20.28896,9.815636,162.77094
-0.8024,35.6677,318.3,1.2,1.1,2003-04-09,1059,Aqua,MODIS,59,6.2,304.3,7.5,D,0,2003,4,20.77979,9.3081255,46.231968
0.1145,36.3568,329.4,1.1,1.0,2003-04-09,1059,Aqua,MODIS,75,6.2,302.2,22.3,D,0,2003,4,21.293888,8.126381,105.812904
-0.0195,35.0042,323.9,1.3,1.1,2003-04-09,1059,Aqua,MODIS,61,6.2,306.5,13.2,D,0,2003,4,26.081577,14.938987,111.61638
0.0662,35.45,325.8,1.2,1.1,2003-04-09,1059,Aqua,MODIS,67,6.2,306.4,24.8,D,0,2003,4,20.28896,9.815636,162.77094
0.29,36.7389,335.4,1.1,1.0,2003-04-09,1059,Aqua,MODIS,82,6.2,303.5,22.6,D,0,2003,4,25.655731,10.636258,60.55257
1.0093,34.5568,343.7,1.3,1.1,2003-04-09,1059,Aqua,MODIS,90,6.2,305.6,59.8,D,0,2003,4,16.116383,6.090601,204.51938
0.9824,34.7315,303.7,1.6,1.2,2003-04-09,2028,Terra,MODIS,56,6.2,277.3,17.6,N,0,2003,4,19.993988,10.390492,188.48117
0.9844,34.7462,303.7,1.6,1.2,2003-04-09,2028,Terra,MODIS,56,6.2,277.8,17.2,N,0,2003,4,19.993988,10.390492,188.48117
0.065,35.4605,302.9,1.8,1.3,2003-04-09,2028,Terra,MODIS,52,6.2,284.0,17.3,N,0,2003,4,19.43132,9.263962,163.74623
0.985,34.742,302.1,1.1,1.0,2003-04-09,2320,Aqua,MODIS,47,6.2,273.4,10.1,N,0,2003,4,19.993988,10.390492,188.48117
-1.4926,41.0303,320.8,3.2,1.7,2003-04-10,712,Terra,MODIS,61,6.2,298.6,33.1,D,0,2003,4,29.658733,21.949966,57.432297
1.0792,34.5438,314.4,3.8,1.8,2003-04-10,849,Terra,MODIS,37,6.2,297.6,50.7,D,0,2003,4,14.765979,4.2372193,200.5182
0.54,35.3482,334.4,3.1,1.7,2003-04-10,1142,Aqua,MODIS,81,6.2,312.1,90.9,D,0,2003,4,22.73409,11.021214,153.85489
0.5362,35.3212,327.7,3.1,1.7,2003-04-10,1142,Aqua,MODIS,71,6.2,310.5,46.6,D,0,2003,4,22.979778,11.235461,162.2396
-0.4114,35.5426,318.7,1.3,1.1,2003-04-11,754,Terra,MODIS,58,6.2,300.3,8.2,D,0,2003,4,20.312315,8.933174,132.01752
-1.0098,39.2233,333.3,1.0,1.0,2003-04-11,754,Terra,MODIS,78,6.2,311.0,13.0,D,0,2003,4,31.029152,20.316803,6.5023155
-1.0111,39.2322,331.7,1.0,1.0,2003-04-11,754,Terra,MODIS,75,6.2,310.3,10.9,D,0,2003,4,31.029152,20.316803,6.5023155
-1.0188,39.222,331.2,1.0,1.0,2003-04-11,754,Terra,MODIS,75,6.2,311.3,11.2,D,0,2003,4,31.029152,20.316803,6.5023155
1.0528,34.5613,313.8,1.6,1.3,2003-04-11,754,Terra,MODIS,36,6.2,287.6,10.6,D,0,2003,4,14.765979,4.2372193,200.5182
1.0508,34.575,315.2,1.6,1.2,2003-04-11,754,Terra,MODIS,43,6.2,288.2,13.4,D,0,2003,4,14.765979,4.2372193,200.5182
-1.0201,39.231,328.7,1.0,1.0,2003-04-11,754,Terra,MODIS,70,6.2,309.4,7.7,D,0,2003,4,31.029152,20.316803,6.5023155
-1.8561,36.0441,331.6,1.2,1.1,2003-04-11,755,Terra,MODIS,80,6.2,303.5,24.6,D,0,2003,4,28.205774,17.0396,1.6911626
-1.3536,36.937,358.8,1.1,1.0,2003-04-11,755,Terra,MODIS,99,6.2,312.6,71.6,D,0,2003,4,24.680635,12.651664,5.008681
-2.4668,40.4467,321.7,1.1,1.1,2003-04-11,755,Terra,MODIS,33,6.2,302.1,10.4,D,0,2003,4,29.10257,22.219637,69.33872
-1.8545,36.0338,326.3,1.2,1.1,2003-04-11,755,Terra,MODIS,73,6.2,304.6,17.9,D,0,2003,4,25.650156,15.457487,3.785533
-1.355,36.9466,366.2,1.1,1.0,2003-04-11,755,Terra,MODIS,100,6.2,313.1,94.9,D,0,2003,4,24.680635,12.651664,5.008681
-4.3751,38.8664,339.5,1.3,1.1,2003-04-11,1045,Aqua,MODIS,87,6.2,302.0,49.2,D,0,2003,4,27.938366,17.797134,18.59254
-2.0353,41.0224,329.6,1.0,1.0,2003-04-11,1046,Aqua,MODIS,38,6.2,305.6,12.1,D,0,2003,4,29.100128,22.897161,80.70026
-3.0398,40.0293,328.7,1.1,1.0,2003-04-11,1046,Aqua,MODIS,69,6.2,304.6,12.2,D,0,2003,4,27.26767,19.676956,45.75499
-3.0385,40.0391,346.5,1.1,1.0,2003-04-11,1046,Aqua,MODIS,91,6.2,303.9,43.3,D,0,2003,4,27.26767,19.676956,45.75499
-2.3648,40.6523,348.4,1.0,1.0,2003-04-11,1046,Aqua,MODIS,92,6.2,302.2,44.0,D,0,2003,4,29.272383,22.466398,87.62324
-2.5149,40.5636,329.6,1.0,1.0,2003-04-11,1046,Aqua,MODIS,49,6.2,306.0,11.6,D,0,2003,4,29.04729,22.339468,69.54259
-2.935,39.9423,336.6,1.1,1.0,2003-04-11,1046,Aqua,MODIS,81,6.2,302.6,27.0,D,0,2003,4,27.789354,19.845259,35.261353
-1.4697,40.7295,335.3,1.0,1.0,2003-04-11,1046,Aqua,MODIS,79,6.2,304.9,19.1,D,0,2003,4,29.761591,21.860256,45.49608
-2.034,41.0314,328.9,1.0,1.0,2003-04-11,1046,Aqua,MODIS,0,6.2,303.0,10.7,D,0,2003,4,29.100128,22.897161,80.70026
-4.087,39.0304,324.8,1.3,1.1,2003-04-11,1046,Aqua,MODIS,25,6.2,303.3,11.0,D,0,2003,4,27.243116,17.528368,19.698217
-2.5677,40.2557,328.8,1.1,1.0,2003-04-11,1046,Aqua,MODIS,58,6.2,308.1,11.0,D,0,2003,4,29.286293,21.835842,47.94823
-2.9455,40.0502,329.0,1.1,1.0,2003-04-11,1046,Aqua,MODIS,66,6.2,303.7,14.4,D,0,2003,4,27.477146,19.917654,47.6162
-1.3528,41.1018,328.9,1.0,1.0,2003-04-11,1046,Aqua,MODIS,46,6.2,305.7,13.8,D,0,2003,4,29.615795,21.945631,52.710022
-2.9442,40.0599,348.2,1.1,1.0,2003-04-11,1046,Aqua,MODIS,92,6.2,304.6,48.1,D,0,2003,4,27.477146,19.917654,47.6162
-2.5691,40.2462,327.1,1.1,1.0,2003-04-11,1046,Aqua,MODIS,41,6.2,306.2,8.7,D,0,2003,4,29.237951,21.732904,48.02737
-2.9535,40.0612,338.3,1.1,1.0,2003-04-11,1046,Aqua,MODIS,83,6.2,305.2,27.5,D,0,2003,4,27.477146,19.917654,47.6162
-2.9587,40.0915,329.7,1.1,1.0,2003-04-11,1046,Aqua,MODIS,71,6.2,303.9,11.6,D,0,2003,4,27.613655,20.202253,56.708797
-1.416,37.0081,329.8,1.6,1.2,2003-04-11,1046,Aqua,MODIS,65,6.2,304.3,28.2,D,0,2003,4,24.844744,12.685624,2.7720985
-2.9336,39.9522,334.5,1.1,1.0,2003-04-11,1046,Aqua,MODIS,79,6.2,303.5,22.9,D,0,2003,4,27.789354,19.845259,35.261353
-2.3661,40.6432,375.6,1.0,1.0,2003-04-11,1046,Aqua,MODIS,100,6.2,305.3,125.2,D,0,2003,4,29.272383,22.466398,87.62324
-0.3828,36.6153,315.7,1.6,1.3,2003-04-11,1047,Aqua,MODIS,49,6.2,292.0,24.0,D,0,2003,4,13.929373,3.713818,82.2061
-0.0997,36.2036,316.2,1.7,1.3,2003-04-11,1047,Aqua,MODIS,37,6.2,290.6,14.3,D,0,2003,4,20.607237,8.802889,120.41476
0.1397,38.0191,332.8,1.3,1.1,2003-04-11,1047,Aqua,MODIS,42,6.2,310.4,20.2,D,0,2003,4,27.363113,16.080915,2.852961
0.1413,38.0302,332.8,1.3,1.1,2003-04-11,1047,Aqua,MODIS,42,6.2,307.9,21.1,D,0,2003,4,27.363113,16.080915,2.852961
-0.4062,35.5476,311.0,1.1,1.0,2003-04-11,2016,Terra,MODIS,81,6.2,279.1,16.1,N,0,2003,4,20.312315,8.933174,132.01752
-0.4076,35.5379,304.8,1.1,1.0,2003-04-11,2016,Terra,MODIS,62,6.2,279.2,11.2,N,0,2003,4,20.42206,9.260836,135.81277
-0.0389,37.2859,310.7,1.4,1.2,2003-04-11,2016,Terra,MODIS,81,6.2,271.5,25.1,N,0,2003,4,16.237856,5.858794,61.394753
