max_temp,rainfall,count,tyme
28.764521508414198,163.10673935558833,329,1
32.31290978611772,147.88902546670278,446,2
28.33958313237562,144.71983576921406,332,3
26.490308856918034,132.15567368776905,285,4
31.04119658185691,226.8691277023683,115,5
26.138549283405457,232.1987199063215,70,6
29.20670153668937,59.42183591847503,436,7
31.09687115982166,175.53057534426074,154,8
29.45699054842802,219.91423688692203,104,9
29.96692111158149,89.34108020511101,473,10
27.509852038259712,167.27063900560978,233,11
29.57947177695668,176.44278284466878,277,12
30.134168548100828,197.15381383306004,251,13
30.71128625840193,139.20665790118056,446,14
26.309155240637786,139.64240696619652,314,15
31.38757396144834,27.028733348115992,1037,16
29.53533215919921,188.21163243349446,153,17
29.741660941656278,138.58837616572038,218,18
31.669816552705267,59.60204931799679,493,19
28.331316760684473,104.29823253631396,273,20
29.533055887610917,40.92405624253198,623,21
28.805699174838786,162.28363449094093,215,22
29.59270034128191,37.50179373406838,952,23
31.169417248905898,48.28863433450611,1082,24
27.425764593666116,172.6438311041793,280,25
29.534023195073303,147.14291514484052,387,26
27.967182499464336,223.83686723096702,146,27
30.86412915407109,0.0,1324,28
27.40413329921279,85.50329316439242,389,29
30.271635804169964,191.89310311340125,134,30
28.0848256539458,27.762949984547,567,31
24.975610096160032,236.37181482786983,61,32
23.8609082858845,71.90862785279602,345,33
29.577414420873797,80.17330848813295,510,34
29.802182073496922,29.598271452791167,1042,35
28.02298339850888,208.71601013634495,186,36
31.713836465040607,101.14035186704119,706,37
28.21065048105462,243.73130549207448,137,38
29.0676260930432,66.80841453809018,750,39
25.287725448655987,110.2672750860954,333,40
26.54960012782526,57.31929013404879,494,41
23.786278762907823,116.35365245472623,201,42
28.9128020767945,86.29016662609868,331,43
28.656697653129708,18.210705635216094,660,44
24.007518224421403,241.01854085940147,62,45
28.38278749425587,235.9400788320616,100,46
28.89680077400304,178.8099552127664,225,47
28.056966176240024,30.732784019550934,1106,48
25.86299672086635,96.15159975533898,554,49
23.829818603420087,97.67228045505038,482,50
29.912095852431452,40.1735116485725,1020,51
30.96080964916457,146.42276165824939,308,52
23.54308329845185,146.91573142916207,174,53
30.910784974821382,104.54617869666589,324,54
29.274235546386514,179.50158510747139,132,55
29.68294379978247,177.6365426934007,141,56
32.415560055391296,91.55557401585104,435,57
29.67722755966046,47.41750427711157,710,58
27.967029083266745,86.93498790106541,534,59
29.849376918581395,48.6301483729317,1012,60
25.493790342235542,33.37665428630868,1020,61
28.91327569836765,124.01273906300787,477,62
30.12571625858612,188.41695286716606,233,63
28.19317945507683,25.329298096694217,898,64
30.870836193774895,11.887703582649962,962,65
27.587891974856557,71.43372137331944,384,66
28.912655369717765,79.45889607905191,351,67
28.767594431462687,228.34152935569264,79,68
25.891846728184465,219.30894472352009,87,69
23.63647376896708,255.80792793611897,64,70
31.916428069568134,145.2497921466346,363,71
30.137413586074892,0.10690126206584694,1664,72
28.92042445930066,91.36480140902675,678,73
29.017694629433116,188.7626578085921,250,74
27.803932304857504,169.90457575995646,252,75
29.00042154007132,44.083554726509476,776,76
30.971128234892912,100.79924930439252,396,77
26.235422737213838,207.27602256337786,93,78
32.38765752484581,41.643612835390904,610,79
26.48648792155257,105.03054254190577,250,80
25.9373346793302,191.12739149932622,114,81
27.43760174764215,54.52537908224021,589,82
28.113726685455557,37.86946942179774,881,83
27.54513066258477,83.50952187400877,636,84
26.700375651197923,95.6588894901237,580,85
29.879775535210218,162.37295057720752,341,86
27.4398071935881,150.67290921985517,297,87
26.904253603021292,215.73216760366273,125,88
28.855325404817247,62.342958250680844,525,89
29.699376096509383,139.28152712087558,216,90
30.073310005774424,45.864085585264974,521,91
27.401869327157794,150.2229887181802,167,92
29.5950153928911,41.17796547634388,622,93
27.823948071334513,40.307222782702624,694,94
26.045977741858966,49.70463240069728,707,95
31.72100181628507,125.49795273139274,516,96
30.60373057806635,155.1361824199205,388,97
28.23506304550159,167.22889320689586,297,98
29.650030809284363,16.066146829673116,1281,99
29.423902646931612,184.61012539069083,195,100
25.08597531824635,102.78205267703403,290,101
27.613516595328306,248.93630450724166,67,102
23.977967034978235,162.49899286224053,118,103
29.826028415280785,151.78406564803032,184,104
32.081692385252815,144.63821049509494,250,105
26.625250408619227,147.77045073101544,224,106
27.675262622943393,219.04770181470883,139,107
24.418149407150995,207.73491512393036,157,108
29.566316908120736,80.69850278021566,781,109
25.943643979163767,245.53328259394107,123,110
29.225410180075656,140.68531599317066,360,111
24.98723177078209,235.65516263560656,92,112
30.478395722003313,205.96207533452986,136,113
30.02797186927751,121.3031476936586,262,114
27.118953182001594,65.01038364715711,374,115
28.050878427594046,88.01225153416212,318,116
31.88518597787113,0.0,1055,117
29.910918943145575,226.61996866286384,121,118
28.928584598986202,178.0617997893417,225,119
25.765626910363032,52.418991315003225,794,120
30.59128972303937,46.23836557131828,1158,121
28.236636774489742,182.332479905916,255,122
27.784643973099683,36.20691461449542,956,123
26.434644470885697,94.15973307102557,415,124
31.132467553353045,76.14823535338182,515,125
27.480867761602813,116.4954552610814,242,126
24.54257684601476,214.51671517378458,74,127
26.658653540975905,238.3826188538568,64,128
27.29758188400435,108.19196709794562,285,129
27.12754632491735,188.12788743392213,151,130
27.380247524974692,82.03207425730406,545,131
24.43977750154305,51.35313001144499,752,132
29.03316151260437,167.89789809708185,317,133
26.741363196917646,225.74546666591763,156,134
28.754282688615355,195.74931894703906,204,135
27.146727081987592,213.15997732647656,133,136
31.32971654192106,172.79674208767227,199,137
30.226479497098833,96.9103025028724,341,138
26.7599114945384,98.74802794492388,260,139
29.4965839742268,76.64472752419847,384,140
27.101707761713435,161.53467616513313,164,141
28.414917936836954,67.71267987069169,542,142
28.993428123565167,102.00261974004033,485,143
27.18282027669603,240.57175449151902,131,144
23.62225793100674,174.10446720038863,228,145
24.896107010942906,87.5261073563322,561,146
28.859061886048963,193.8940169242927,208,147
26.361710889596083,206.438833732381,132,148
30.06256907444204,128.43264100152646,288,149
29.435412135416858,101.04256472932462,314,150
27.07654361959814,26.120066394511753,547,151
29.773120655161673,181.4724325472797,136,152
30.2638116245106,45.449233407974646,616,153
26.265254689711107,142.7895781981415,231,154
29.271567955065006,8.362033768859447,1254,155
30.164066164664213,102.59587662531109,598,156
29.72572152836179,226.91201632598788,180,157
27.883676216557447,164.00533962739132,303,158
26.916844814129334,206.52279446142427,167,159
31.40139434058567,213.9358666096945,162,160
27.936120279051774,220.26581492998994,104,161
27.32106156518751,223.32123098825124,82,162
29.42337682876231,192.7892582737365,116,163
28.172412408258058,93.71423572299719,303,164
27.052499708673498,29.614187799697838,616,165
28.474631368604246,72.55344171171419,518,166
28.488406867320826,30.728968780114215,963,167
27.582060179838905,189.87050137403975,221,168
25.305699189150683,62.7645542647077,754,169
25.48385624637541,132.2118474983107,371,170
26.62031492166697,35.45375404081608,907,171
26.704723313902882,186.188735694218,168,172
28.693020646871044,158.33782790586025,200,173
28.158727744782357,231.65928027952188,80,174
29.727427307446128,50.803628773051244,489,175
27.16459772133148,40.9750608783892,488,176
28.318627412566862,203.22472721952687,115,177
27.768099341659997,26.357501474753526,796,178
29.10050764265296,197.94120030635776,188,179
29.260563581827263,73.88464712857709,764,180
28.027259680785768,163.22798815354167,315,181
32.274101770794665,151.38955021358038,430,182
31.577315366060123,9.211776806942453,1511,183
25.644934530172865,253.85111066937947,82,184
27.422888099611605,71.40660949041335,447,185
30.659122626870367,32.076060427618145,666,186
26.102997520808216,108.72154352946403,227,187
26.040129567986355,147.54199677664047,160,188
23.58394115910637,183.7909631840924,113,189
30.471298239514255,205.5821337022178,150,190
25.461130656782455,223.89229059826022,118,191
27.560506600414346,166.2492844899358,280,192
28.538665019619177,204.57772353306768,215,193
28.355942377680954,180.854443195035,262,194
31.606966518336566,65.59622847976469,863,195
32.00754317200464,115.32899845468906,441,196
28.169696494148777,120.44604818490438,284,197
30.174975210893535,52.43206422704315,529,198
27.0817603559865,140.18268474875782,177,199
31.03769208291351,7.696736983581417,825,200
29.020851407311703,112.77996742041333,296,201
29.56687522186558,205.37202326130523,144,202
26.555285825589838,201.07283808648975,158,203
29.69005923910832,239.4939001016142,148,204
28.02431084581172,203.9680814093973,210,205
27.995967163517683,24.50166605303267,1227,206
29.952661623981406,102.34719519869148,548,207
28.41415523914038,105.92849822523672,406,208
31.53155623580979,193.13076743017186,164,209
27.456526001042306,53.456582992802005,457,210
30.569929908564454,110.63057422381779,281,211
29.907075963637634,206.01168224307244,107,212
30.66477768763705,11.482324346673153,885,213
26.517537106177702,79.53103079038424,439,214
32.75779548096038,0.0,1623,215
28.861189851567858,33.36450240881653,1123,216
27.919488528294373,233.07663184579724,157,217
31.32002869133629,120.37132213973076,556,218
26.750512566533562,87.25212139906306,542,219
29.748613842586384,4.200297341552655,1200,220
28.12002572818906,87.40064622450159,393,221
31.317029631914004,109.4309839137909,316,222
24.60838387666086,170.64422579284212,115,223
27.23885297266813,86.50201247793399,311,224
29.176526462149372,35.11175912165764,649,225
27.361722926427067,56.20825239266593,578,226
25.996972912305147,77.22562444256923,533,227
25.018664762549776,50.76972410716006,779,228
28.56906234391159,95.94911681268792,638,229
27.302597703479865,103.2903260152729,540,230
27.120458080144395,182.95244396263428,215,231
31.498919842947405,47.860820246995736,847,232
29.739298371905637,74.57655249506989,486,233
29.032113526006416,66.24842119716374,435,234
30.443400757730455,214.6104808196847,98,235
28.039191470247363,84.6905912452528,330,236
29.10803214942765,13.757587850105153,800,237
28.198632209534942,81.80817707620983,467,238
26.884519579477946,66.3182566150013,622,239
28.32373234976682,57.212302900717184,859,240
