max_temp,rainfall,tyme,count
31.390232727351076,-4.487931880475898,1,111
31.80521008346693,187.54621909208757,2,98
30.730688913132063,84.63100920988343,3,115
30.228695068689177,112.33720699522124,4,126
28.849554944069602,30.295233477799044,5,369
30.631169026551014,73.84086008285081,6,121
29.324163425013317,169.48298060087603,7,93
25.912805519625053,55.838056240633236,8,353
30.541022492647514,243.45413475870325,9,311
29.15812955239984,92.98774920671556,10,332
26.373873181050946,221.31942337685314,11,287
28.317825549123075,228.20609308190504,12,151
27.796104276242772,77.17615798600423,13,121
24.942720654390797,210.86736824017862,14,139
28.448815350358203,233.782557841354,15,86
28.901689246101345,164.69214357806052,16,92
31.48705845673668,188.55357869015424,17,74
27.876766021560766,273.59603930105993,18,123
30.625654386300646,94.1581890703358,19,111
30.070096929762176,189.8015875365617,20,128
30.577072917924983,27.847735662160645,21,148
26.84111363897882,155.55606308955691,22,248
27.672154901943564,97.19529418390081,23,255
31.903972219060588,14.429456126473937,24,178
28.10731238666532,253.37011948298482,25,279
30.435400689141407,180.03511505226848,26,237
29.453586680968737,48.749819243638086,27,296
29.608044131296044,186.0286402068881,28,291
27.859139862065167,212.39409389092862,29,371
29.12663222666728,73.97986698277957,30,350
29.668402499997605,185.2942796844601,31,325
29.025919829351366,79.91958736201745,32,372
26.96818109487023,253.34497363832514,33,458
29.741370088393644,175.96188505359225,34,347
27.796735056390073,221.68681519680308,35,430
28.81075391004262,117.17274657881171,36,402
30.84210717030142,210.01984749472317,37,307
27.000137341377954,94.85648055465234,38,505
29.4732938042107,49.44110458510264,39,387
26.30596609842644,82.17401249104631,40,552
29.6460251152152,185.2249247844704,41,357
31.611564964374587,149.58637574803137,42,289
33.93979428808056,135.4905459998403,43,220
31.889463161528155,230.9642563230307,44,267
30.68421725527194,233.26119459034578,45,306
34.64994831603277,71.56395522400797,46,202
31.56067204608134,102.07536130638647,47,286
29.833607385692698,129.58456176716794,48,341
32.91966966009475,157.69894272506755,49,232
32.72488895296522,223.3568679795161,50,233
30.27585718644744,206.81630821873577,51,307
31.924673408427754,110.9632536024103,52,257
26.27738864943905,141.34594908146477,53,498
31.471010407811626,159.42409189543693,54,262
28.60806367706771,14.169859258005545,55,384
29.534829301282127,253.29545390293745,56,315
28.90158470105833,20.215059297408885,57,363
29.00191206037428,214.53630835109348,58,333
31.399782178685875,203.98997928168498,59,247
26.80595399236196,88.77717626880968,60,440
29.060989453711997,168.3544073210863,61,327
26.92584739122581,268.06259160901925,62,401
33.58184563707001,172.8812407898558,63,186
25.792933472382487,149.06331380159463,64,468
28.400172375681965,131.92213833057676,65,345
31.80993731504666,73.5840452882115,66,234
29.64296351404154,160.1153622077353,67,286
27.10960669255342,169.39500559925517,68,386
28.936874688824346,265.2291423005652,69,299
32.51155868580333,214.42935455986034,70,198
26.574860703916748,240.5297505695441,71,390
31.383423651048556,199.67867577551633,72,223
34.141836362264755,225.87024807648092,73,157
28.264860477060267,201.07111777620491,74,317
33.2707144293954,85.55417413874832,75,183
27.112858824343096,166.8751857589414,76,360
29.423086387902984,131.56865674476984,77,276
30.682818051476616,103.43125838329246,78,240
29.393081943360876,150.0111894786057,79,269
28.825037648426385,209.45153996112538,80,278
27.545228995695904,131.6355383730828,81,334
32.43181765322154,226.19561127136276,82,181
33.451832543862906,119.90102934219277,83,166
31.265039015521705,234.94582228198777,84,201
28.004836695253875,90.80670103235731,85,312
29.08379507168309,227.6526440040741,86,257
27.228427853417905,153.60226506941376,87,327
28.879415384653214,228.26390188943046,88,263
28.590186799662003,174.53125262141052,89,271
31.20210662505835,173.66439560093602,90,200
29.43152550469443,102.19691388552958,91,249
27.337706978483574,38.68086397470924,92,327
29.520184516378457,144.03128577496327,93,239
31.197711645712992,126.56335526230993,94,201
32.671537005491004,176.95274625855535,95,165
25.30195616677038,52.9741224759978,96,407
30.224596589684044,35.46379676085823,97,228
29.48276440525291,42.95930200153766,98,243
28.689386186814385,234.38267605720395,99,252
29.004643243587687,200.8601724429205,100,242
29.17434125417289,248.29414935806713,101,233
26.919292132914137,78.87072107979742,102,319
