max_temp,rainfall,count,tyme,month
24.88499939844329,54.31589485933602,354,1,1
29.02855282096712,18.89500738497931,240,2,2
28.596024616423435,24.873795960463944,902,3,3
29.581548306967736,16.61104994229086,116,4,4
31.35377841521639,69.68391693738155,1177,5,5
30.152908442679518,144.01906607200402,23,6,6
30.61634019303042,179.624976646405,0,7,7
34.35423421845599,145.04904452962813,799,8,8
29.420794552654595,178.16502533620775,0,9,9
32.73311416550204,128.86546811295383,1066,10,10
30.594313503110588,24.10220000270558,734,11,11
29.875255250470403,182.30855087699405,572,12,12
29.302087946044967,185.81255427105822,0,13,1
30.42487107711339,10.474371271284838,958,14,2
30.509063213214574,24.70613655569089,304,15,3
29.95800957890874,106.65692832534128,257,16,4
32.17320663033112,144.21269406171064,1139,17,5
30.26553346240751,41.67199632546995,0,18,6
28.933785271350022,59.65318825451725,25,19,7
27.98668613772734,140.69580557507805,328,20,8
25.09421811911981,99.97246432154611,171,21,9
30.93544580718457,11.67279598046516,782,22,10
25.355381993894614,56.889434796063796,520,23,11
27.90678731289427,30.429919726423428,1000,24,12
31.582847671633154,46.00168564063212,1092,25,1
29.885762204588904,80.51675224292114,0,26,2
29.381121076619205,27.908610988303693,116,27,3
30.88702001115135,39.86592248202019,1047,28,4
31.022080301186303,153.25223450687548,329,29,5
31.04356291242716,204.1282282964726,663,30,6
28.313910889735748,122.05717389874758,987,31,7
30.758915704284426,160.64114027775898,384,32,8
30.79453650182683,166.57570706613024,659,33,9
32.48445577657104,85.43231715480557,152,34,10
29.7491830691004,156.8155211165984,0,35,11
32.88200634710155,84.10626185099618,1232,36,12
28.90853156271129,197.7996112291361,750,37,1
29.569988581845454,200.32813980762376,458,38,2
30.383430778077024,49.943328955822466,197,39,3
30.07900265225911,64.414436307815,1171,40,4
25.90368143091975,147.64449359522845,0,41,5
30.974014130631264,131.8639167523012,0,42,6
29.307387838971966,67.11475219781107,0,43,7
29.314997023045798,43.86283304664278,922,44,8
27.487539395970327,53.73248041449375,894,45,9
30.400602878820834,49.66708014269826,774,46,10
30.51026183418898,137.35654580436608,647,47,11
32.89425655064628,44.329364428487125,1015,48,12
25.165232137088832,83.94283558377035,900,49,1
30.027492509604304,156.26343528074165,0,50,2
25.633515814142594,145.41990759687255,84,51,3
26.116406750761602,133.6987573322763,894,52,4
25.888202687393832,13.255153213094545,999,53,5
31.025535755798156,171.5828626797266,399,54,6
27.17462894901526,83.18401206935802,944,55,7
34.16297054445905,182.45716715137797,0,56,8
28.05127622604521,53.18196910077841,1110,57,9
33.61585270065033,31.23608689979166,0,58,10
32.044132017063674,40.55101866794371,82,59,11
32.42563919089388,33.58190695817419,691,60,12
30.04373458700272,72.23706973715159,1053,61,1
25.47796024368169,180.6332595221231,465,62,2
28.351986157913327,103.17115501264246,3,63,3
31.03257953941101,77.10404030372254,94,64,4
29.429138034327384,23.626759280504302,202,65,5
31.40293107573955,181.9816938113914,0,66,6
33.949843531445254,164.0617149728588,426,67,7
26.58302684347942,21.351051094574217,984,68,8
30.26982812744313,204.36125585806113,644,69,9
31.813501083962155,204.10879344582463,1007,70,10
28.85844165931319,71.03671523806075,1197,71,11
27.00323860603288,33.4941070029044,983,72,12
30.17184416723785,93.40738177436347,609,73,1
28.83934262491134,136.32403510855298,786,74,2
31.35238512878533,200.30871292007862,986,75,3
29.966173547297874,91.76716570554814,728,76,4
29.378844984372385,59.768248873929565,651,77,5
31.304605323893416,64.49479398799542,0,78,6
34.248871054441686,134.0132939772339,605,79,7
30.740771083275956,136.90443304155497,0,80,8
30.25132501612406,26.28898476109972,533,81,9
28.944286101148915,198.21121091610004,0,82,10
30.468249155620317,85.64399675704405,72,83,11
26.482463346440923,41.86307406766305,1142,84,12
28.767349075242862,158.7815597355189,111,85,1
30.068145979288488,179.12038214156138,698,86,2
26.98810452664384,97.21165075527708,0,87,3
31.077838989780332,85.67383315010036,1091,88,4
30.10486843930586,9.68382479495029,1100,89,5
29.59221816253415,69.99101231270956,89,90,6
29.69474875503281,42.27346333712407,971,91,7
28.63150389437596,104.15798158982005,535,92,8
33.567185507750914,96.67804344756922,0,93,9
28.558198998202318,70.66633173416368,375,94,10
29.429167261193047,116.62459382884819,618,95,11
31.10258224650371,148.91619871487214,870,96,12
31.713164715756648,59.8333834860549,1336,97,1
26.458126996061768,52.507477150204615,29,98,2
31.174065212523633,86.86634722442153,1262,99,3
27.7732006678417,105.76542188070303,953,100,4
26.782124056362463,87.31435331098629,780,101,5
31.41661413834153,57.14224510803841,394,102,6
29.7648505956555,35.30753149874107,0,103,7
33.50339802706662,185.7532836434953,315,104,8
28.219684606864025,143.8577207069915,868,105,9
30.881866053942023,146.09157776743484,429,106,10
29.705262041788593,44.34780663476175,1116,107,11
27.429113087116015,137.62338617859442,0,108,12
31.069000903911277,108.75453103418656,603,109,1
30.924563747060432,142.3521520003207,569,110,2
29.3427579459068,92.73326846254204,0,111,3
27.68037943095427,98.11360569795974,784,112,4
25.73989044792583,162.2211677594223,1040,113,5
29.745369543881843,28.542410385001425,803,114,6
33.92008860667992,209.35616469543498,931,115,7
32.37867449720339,203.31829713188526,0,116,8
30.230707915175167,109.88762963299087,0,117,9
30.006933970389973,158.37355953693717,0,118,10
27.679081151669234,68.24019526265772,442,119,11
28.3272211368826,173.75311541638806,0,120,12
31.628414198500607,51.38833834011289,269,121,1
30.22148514555895,30.78138607273204,1448,122,2
28.710757236505803,87.96890729099405,0,123,3
28.8455154240136,188.01366730780742,740,124,4
29.84815197393441,154.32874405642502,0,125,5
29.553316150580795,161.28757938438955,240,126,6
30.003527148086285,88.0810419962362,768,127,7
29.25907968651629,116.30188310197957,124,128,8
34.2182344856643,146.29455563735849,174,129,9
32.71617894824882,43.146951905303084,48,130,10
32.436952310076585,207.26705381453195,2,131,11
25.727241116270335,20.251697694853654,932,132,12
31.934815371414984,205.39688433995323,899,133,1
30.21828051496133,110.94414700783261,1068,134,2
29.305028043544837,134.56240280484715,902,135,3
29.057325056000938,85.0265645097026,353,136,4
31.951493310856094,75.05723701152591,926,137,5
28.218333494661767,130.24791610821484,330,138,6
29.627568293180282,11.475696552562958,1121,139,7
30.579844617915025,163.23521133341364,435,140,8
25.302426984748188,24.300827799846328,772,141,9
