max_temp,rainfall,count,tyme,month
31.39658375411313,138.43366196835515,1190,1,1
32.174485093598726,129.87427083804425,0,2,2
28.08169236955961,28.60616029513866,903,3,3
30.1791204290378,134.3091116305616,3,4,4
32.771389518937866,43.817377490102956,0,5,5
27.174169661479084,96.25010615528582,89,6,6
27.147269925439204,29.689983281368775,326,7,7
29.858196497091214,176.19451821320467,534,8,8
30.765601100270796,117.39472137679437,794,9,9
31.04951494025454,195.7188308266775,182,10,10
30.45912520391559,53.78210253709067,858,11,11
34.27377295749368,98.65996358345782,732,12,12
28.279243777142593,112.09995829944312,1160,13,1
27.891208495554036,45.49074038745821,693,14,2
31.934593485569042,60.70072698547433,380,15,3
28.481089915379368,150.71158949669794,0,16,4
27.692447831381557,187.04507273843342,0,17,5
32.249549088918776,178.82591829280219,0,18,6
31.526457087124918,143.7547781713289,197,19,7
27.845413807391402,70.66311551825662,404,20,8
32.561624985097865,134.45823676901742,779,21,9
31.96992979744972,181.58157569973713,0,22,10
27.068164808719757,189.79405364356265,93,23,11
24.810934077633043,93.43465051799276,398,24,12
27.942177154904314,10.70668815950932,552,25,1
28.85949003409973,115.84287734243841,1143,26,2
32.056881738117355,171.50957247532295,25,27,3
28.524315459971508,125.6724008723549,995,28,4
28.557801899213832,137.39921292402028,29,29,5
32.707849403485035,60.76968436776699,28,30,6
25.362466200016357,70.42957809550008,545,31,7
27.27095890499893,193.8352993366375,0,32,8
29.63872696515071,33.74735081491583,1051,33,9
30.97039371264908,127.01616334696743,273,34,10
29.37467104360303,66.67638668885354,410,35,11
27.4870073157966,51.73495933953313,798,36,12
27.61291376899118,82.97821438200887,1351,37,1
28.771170794928548,49.08912020095338,665,38,2
24.376867045612943,4.205486360821418,275,39,3
30.35631629167006,140.27060643007573,757,40,4
26.01724732926656,60.24401509987091,688,41,5
28.85695199107462,186.63064416031187,0,42,6
25.867746489000908,137.07842095397817,398,43,7
29.10121568895755,41.32919867460422,1005,44,8
