max_temp,rainfall,count,tyme,month
26.911658219014505,179.54510946231,0,1,1
32.49147282157205,38.84466531016866,701,2,2
31.272837589338003,40.00008274736035,303,3,3
28.943316447939544,147.69943832898832,172,4,4
30.964856744782697,89.45002920718787,260,5,5
30.466624178929628,136.82475272544235,255,6,6
28.46133026831531,115.3691960349446,357,7,7
28.148024631745514,121.51538352447955,669,8,8
30.75831367557614,92.81016470951815,698,9,9
30.994918714340628,79.47184888925412,216,10,10
32.55111854942333,96.69310849876501,0,11,11
29.7069647664525,120.24284253690925,1,12,12
32.529241021068245,194.085103613036,741,13,1
31.596788533717337,143.07601269564424,444,14,2
32.17808880464356,158.4823509567597,1092,15,3
27.940184107477116,15.109822005373381,769,16,4
27.807089077682136,66.71844297719525,884,17,5
26.581669948701325,107.71016775312435,448,18,6
28.614346802484288,187.51056770445888,1001,19,7
29.08173803847995,170.89055697371617,168,20,8
32.04298235151338,158.00552234608205,999,21,9
30.359875382976263,44.33126304419598,220,22,10
26.97704575575471,94.32677726908133,758,23,11
25.933920043162924,131.9004999297182,266,24,12
29.754153728989923,107.53271869193067,616,25,1
29.740408911799793,30.49070395379581,803,26,2
30.753818800398296,33.09715824554099,188,27,3
28.03532715672505,57.63285541579893,0,28,4
27.489679457542202,119.6518727585076,1019,29,5
26.12072815010265,4.970862638777042,421,30,6
31.467418988866307,155.68595062964067,679,31,7
23.09110241296656,67.92630303964111,217,32,8
25.662350049412165,100.22658280607533,1033,33,9
30.61736993640396,110.08507048360083,0,34,10
31.345113903735815,188.21089782331308,5,35,11
27.800615911606602,48.70271596155958,243,36,12
31.210035562402858,188.39179494305387,662,37,1
30.353289377272095,172.1250982547361,768,38,2
30.46953002097366,12.793054611553487,1023,39,3
25.83742646082736,60.90786422347272,827,40,4
32.62386046828357,206.1788631324275,195,41,5
28.763740199997724,43.90983472274107,778,42,6
27.435144305336728,46.81787185782843,141,43,7
26.71907614513355,84.8745588425784,175,44,8
32.87136051354013,17.300418048126275,374,45,9
27.857121071732085,153.6193545974091,613,46,10
29.613604650545575,20.364523142605364,917,47,11
29.44909245686279,45.77619589679179,962,48,12
27.237888481951572,118.2598884736885,387,49,1
28.70464029768563,133.3200628889953,1167,50,2
30.140744090699794,174.21183333096195,841,51,3
29.76990904971297,51.5565658192,353,52,4
30.384895438438843,34.69672638133221,128,53,5
25.231572908096382,167.14151567409294,228,54,6
28.605085932020163,131.735641975276,595,55,7
31.685445250155635,198.8879996927489,373,56,8
28.921390502054713,123.25316047245964,1115,57,9
26.0378457670066,186.28175157702506,823,58,10
31.531325027535374,44.57530209255778,1066,59,11
30.38008858092138,187.76421547575524,426,60,12
28.931498933850058,76.52865493801872,900,61,1
24.615417851187697,152.14822705073672,413,62,2
31.461379631218513,174.01390819286792,80,63,3
27.757142361784386,47.1660898975141,544,64,4
28.67174678186657,98.02933634353707,402,65,5
29.52930614115756,46.3735988686012,1059,66,6
28.34509039769368,85.35252725980058,107,67,7
28.18932151759759,183.41336547625514,0,68,8
31.414143331843313,15.348406074794141,292,69,9
30.08695297630702,155.38942294962976,0,70,10
28.276253304048048,71.87768968654643,161,71,11
27.12051337526203,42.59579945516223,544,72,12
28.202807645209855,99.0854004254829,1025,73,1
28.73164912745109,192.60176758846336,271,74,2
27.654765824410568,139.09449733061396,0,75,3
29.737923683854405,52.281074487969796,1170,76,4
28.392137026796853,19.169839070095122,1225,77,5
29.390605243097934,77.95787775540366,92,78,6
31.077085023978107,24.38422503466912,854,79,7
30.775056728817837,175.89985673777437,487,80,8
26.71583311589367,28.71254934327579,676,81,9
28.984129643701824,200.60980991215263,0,82,10
26.79510311752146,187.75401845596727,978,83,11
29.09385366502838,60.911927908496665,659,84,12
26.980494113301155,37.78639465592634,574,85,1
30.3108225321468,105.1592896273327,230,86,2
27.910479110566822,19.523482798062986,149,87,3
31.747639748480623,166.57042462689594,727,88,4
31.481042968109655,16.869038226806026,1316,89,5
29.213839195808866,104.72122982399199,745,90,6
31.369916732202164,40.2983554718259,0,91,7
28.433311194158236,49.873839660269944,1203,92,8
29.527974063518332,119.66013917061815,377,93,9
29.98969631505261,95.58491356083105,1111,94,10
31.95102908685151,142.68893809568908,0,95,11
29.895779341511066,117.71241934931834,836,96,12
