max_temp,rainfall,count,tyme,month
34.361559252961975,162.44531348422538,693,1,1
29.080413526338326,65.21669686255662,511,2,2
30.744753804443278,61.69590088610611,646,3,3
30.020436184332315,95.60629821467828,1134,4,4
28.087286958395318,155.29764754130457,432,5,5
28.051216454255957,1.0249490850794558,847,6,6
30.512287233911238,49.15111933384311,218,7,7
30.624247733732847,56.37193197250092,246,8,8
34.261108073150176,105.48285531424264,463,9,9
31.00060306804182,182.52104182449,674,10,10
32.2271438027756,106.09712272359519,0,11,11
31.51243402903821,131.1786273054971,0,12,12
28.154035735743257,10.113772185435849,304,13,1
30.174247713222538,165.28802270644778,15,14,2
29.677656321033496,20.589194663186923,148,15,3
28.386820579470932,183.31812502896457,0,16,4
29.314933050623186,69.54835515749055,652,17,5
31.474237509545674,49.57090105202953,749,18,6
25.18643973662924,136.34387547798784,344,19,7
27.170564200975225,153.42830064296106,0,20,8
23.61883962538783,79.88664382945129,398,21,9
26.32116031416134,95.4763220889335,987,22,10
27.291438966530013,70.92975575112577,437,23,11
30.488543872718257,180.0746994740637,0,24,12
31.969400288259607,180.98277178012842,932,25,1
27.70942275355644,124.77258007444635,240,26,2
30.353881153253027,65.15126402876058,791,27,3
30.621605324409867,85.49125502507712,1059,28,4
28.005459485185078,27.899991104752367,934,29,5
29.437555172944617,94.10353213212753,226,30,6
29.09776552552058,72.01567007901481,748,31,7
24.133191435619402,71.00876653446964,520,32,8
29.727342433072007,137.14007792175946,0,33,9
31.581001781048315,116.16618000918757,580,34,10
25.4431797239815,75.23490233785343,1178,35,11
32.60780587176269,92.95007240215809,0,36,12
28.083492189630164,65.98547828937934,1261,37,1
28.96870707689839,171.90485703879114,202,38,2
27.215064052794222,112.13125254691444,766,39,3
30.545553802484527,83.06367760900481,118,40,4
28.45149419377893,172.76922116561693,1022,41,5
28.867450149811788,137.70573617826733,441,42,6
30.614473736675826,111.89397010083744,585,43,7
28.61184210233027,83.42313207237375,169,44,8
31.18060144334669,174.3134514493912,624,45,9
30.682975317131287,156.1588731056887,634,46,10
28.315471282270476,47.393777666112236,148,47,11
27.748494691196555,77.88847053317957,607,48,12
28.131545649642334,92.33761947954252,175,49,1
26.63923904701256,152.0466797107334,111,50,2
33.00317226870206,136.30439983597574,815,51,3
23.83391286749663,113.52737778099586,0,52,4
30.524857651348054,86.07863451764459,1138,53,5
28.508901084101304,58.49807704226605,790,54,6
29.4562136980809,72.25609554277511,285,55,7
32.09702388369218,23.655425802133614,1026,56,8
30.189136863191035,179.07728512194404,616,57,9
31.069988351339823,188.91069371850793,0,58,10
28.05436141029401,137.5206165168033,791,59,11
31.91909141159926,110.25616028218823,800,60,12
27.868398428394226,99.44847573598616,591,61,1
27.433640575125974,116.88278206047659,314,62,2
24.71808887166624,34.668330699525725,937,63,3
25.71707652518873,119.78564669341594,1071,64,4
31.333403468010317,174.82490078878575,274,65,5
31.09834861017624,173.10243251722875,293,66,6
28.889543505828847,195.29326116077974,821,67,7
30.889187471911153,196.71409952279595,0,68,8
30.299186845020706,54.37563016369298,152,69,9
33.01535316216221,44.48204460211558,0,70,10
27.481006924936842,156.65221075017752,679,71,11
33.05907539049445,43.43659282029436,1206,72,12
31.541786440232066,127.84067177300201,217,73,1
33.061033368105456,124.85190959131722,0,74,2
30.56808464504654,166.37937182838067,544,75,3
25.240017047060046,122.31940557833386,1108,76,4
28.457626082938518,33.260219760921984,1052,77,5
29.062900069068608,25.57366182066481,1226,78,6
30.30348105561699,199.95811225064642,0,79,7
32.157374557181136,102.91106026538165,0,80,8
26.128920507891003,22.2635962255245,0,81,9
31.921357099305254,151.91052585747872,765,82,10
29.2117001028351,27.566095825432555,889,83,11
30.067256591863124,114.94236363082962,925,84,12
27.867212473614583,47.986384612114165,111,85,1
27.894692760213672,39.54148004449497,202,86,2
32.952273753566104,150.74103677337985,0,87,3
26.754985512530766,137.3815805847158,405,88,4
30.01460021071692,19.608013154855023,660,89,5
25.86264971209572,175.11986238145784,296,90,6
27.664674409938538,147.82552310372674,844,91,7
32.18246412265482,202.40884897806254,14,92,8
28.418216605356218,167.48397703414844,273,93,9
30.098720947766594,133.4779291187461,7,94,10
27.18659534513431,16.29997608448921,244,95,11
31.005764316762598,30.173496322052856,1514,96,12
30.22519625471485,107.07260270283334,141,97,1
29.317700757124243,128.1143800781948,1143,98,2
27.561814778084653,88.86759441885874,834,99,3
34.213611865199006,96.71828611898509,131,100,4
30.815288150847486,102.88655677622017,482,101,5
34.0384724377868,212.9464665099617,761,102,6
27.791905876516367,132.34959421868155,553,103,7
28.82924824300774,166.55863985921744,362,104,8
29.210263975776872,119.79222274647243,0,105,9
30.356236157463794,17.058361699763154,480,106,10
29.5490616625103,96.47618076770647,549,107,11
30.678975886205027,115.6314058111615,592,108,12
28.03763500051756,77.52402227794943,578,109,1
28.754284106431665,183.09875643170224,299,110,2
30.18586487014257,68.5831431917857,13,111,3
29.084346993565063,179.1736609469992,758,112,4
