max_temp,rainfall,count,tyme
28.764156038073672,39.26159168447805,1411,1
26.319544931278458,51.122777912334406,1496,2
25.60765216378617,180.12604466751654,114,3
28.74157327871928,25.82053904344187,933,4
26.718436178439163,242.73551459237765,1922,5
26.871860311156766,97.00350052464663,731,6
30.27971440961652,116.98519619563038,1168,7
28.715002415808378,214.46424253539357,61,8
30.65790826595807,78.49166835862772,3249,9
28.98210583232231,43.43690284137105,364,10
28.329481457122963,234.42931741715785,522,11
32.823341089558554,27.701232038852105,2094,12
31.662648329718635,60.95879977450169,0,13
27.115638314512136,174.9012971268903,2709,14
30.883007314162676,74.91882310098751,2695,15
26.016734177790216,135.46632382947584,1327,16
26.152850024749497,179.298824024978,1285,17
26.480075586182398,144.99330151976412,2390,18
31.398790190816733,51.58230600597457,931,19
29.95020480817199,187.37362461674786,1872,20
32.339187897995664,22.40604826736893,2329,21
33.124999723776156,56.70645389319473,740,22
29.806229551084098,188.97941333842493,1636,23
27.350850471951215,35.544806127260216,1026,24
30.541287153916553,107.90643074262326,926,25
28.935249932948715,42.228015854131044,189,26
27.94747827322056,226.73587009270472,2383,27
29.264931298139437,54.29913420154975,1968,28
28.772039798067343,12.543583119674686,1074,29
27.213220127140996,153.3923910618442,1191,30
28.227970935883487,224.46125178322438,1353,31
29.02691914850257,174.9588075873727,1643,32
27.57379887304718,137.1033021923107,1259,33
29.93045622777361,41.93974908166772,1950,34
28.54313650780913,151.54691813524232,3085,35
29.918189192442483,89.96567021900259,3178,36
29.543594780093407,41.98350548338141,1166,37
33.34681183477534,208.84044999444612,591,38
26.467282511450303,24.39128342636978,2152,39
25.113205923852487,231.40961674779518,2094,40
29.601174577161046,80.54204452424335,13,41
25.2506687063815,199.05380768840104,0,42
24.691561857795815,249.18394463631392,0,43
32.0091917432664,92.7727465812323,2823,44
30.642820994284364,144.99773791037813,611,45
28.85930827071024,238.82495805968347,146,46
32.541828833787854,119.04837721163008,101,47
28.87908743801918,9.053432257238676,3342,48
26.841925773441936,56.70330459306224,811,49
29.43606823165179,223.64864024286317,1771,50
32.464318131950776,121.73041421285333,3014,51
26.59604234806836,194.46884295938887,2768,52
31.409825794468468,182.1904086196899,1283,53
30.05374505196168,195.09218803776884,0,54
29.175579945580928,72.24134704335992,3220,55
25.215040828777205,221.0554902805665,0,56
31.052615999217743,58.56723984969168,2264,57
30.42739798880603,196.24633259280307,1218,58
27.529116328045422,206.11314641067924,1000,59
25.641164549833363,175.57491068624554,1481,60
